type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources
energy and utilities,climate_technology,DK0061539921,VESTAS WIND SYSTEMS A/S,11,"Desarrolla, fabrica y presta servicios de turbinas eólicas, proporcionando soluciones de energía renovable cruciales para la descarbonización global y la mitigación del cambio climático.",,481449559,DKK,VWS,SMART,STK,False,
energy and utilities,climate_technology,US0394831020,ARCHER-DANIELS-MIDLAND CO,12,Contribuye a soluciones climáticas produciendo biocombustibles y promoviendo prácticas agrícolas sostenibles dentro de la industria alimentaria y agrícola.,,4165,USD,ADM,SMART,STK,True,
energy and utilities,climate_technology,ES0144580Y14,IBERDROLA SA.,13,"Se enfoca en el desarrollo y operación de activos de energía renovable y redes inteligentes, contribuyendo significativamente a la descarbonización y al panorama más amplio de la tecnología climática.",,46586284,EUR,IBE,SMART,STK,False,
energy and utilities,climate_technology,US1252691001,CF INDUSTRIES HOLDINGS INC,14,"Desarrolla y produce amoníaco bajo en carbono, un facilitador clave para la descarbonización industrial y las aplicaciones de energía limpia, contribuyendo significativamente a las soluciones contra el cambio climático.","La empresa se enfoca en acelerar la transición hacia la energía limpia a través de varias iniciativas. Su estrategia implica la descarbonización de su red de producción de amoníaco, el aprovechamiento de la captura y el secuestro de carbono, y la utilización de la electrólisis para producir amoníaco bajo en carbono. Para respaldar esto, están participando en estudios de FEED (Estudios de Ingeniería Conceptual) para evaluar futuras inversiones en capacidad de amoníaco bajo en carbono y están trabajando activamente para generar comprensión sobre las capacidades de energía limpia del amoníaco.",35447205,USD,CF,SMART,STK,True,"[{'name': 'cf-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cf-FY24-10-K.html'}]"
energy and utilities,climate_technology,US3696043013,GENERAL ELECTRIC,15,"Desarrolla e implementa tecnologías y soluciones avanzadas cruciales para la transición energética, la descarbonización y la infraestructura sostenible en diversas industrias.",,498843743,USD,GE,SMART,STK,True,
energy and utilities,climate_technology,US2310211063,CUMMINS INC,16,Impulsa los avances en tecnología climática al centrarse en el desarrollo de soluciones de energía innovadoras que reducen las emisiones y mejoran la sostenibilidad ambiental en una amplia gama de aplicaciones industriales y comerciales.,"Cummins demuestra su compromiso con la Tecnología Climática a través de su estrategia 'Destination Zero' y su activa participación en el suministro de soluciones de descarbonización. Esto se evidencia en la adquisición de First Mode, una empresa especializada en soluciones híbridas de modernización para operaciones mineras y ferroviarias, y el segmento Accelera by Cummins que suministra sistemas de electrolizadores PEM para el proyecto de hidrógeno verde de bp en Alemania. Estas iniciativas demuestran el compromiso de Cummins de satisfacer las necesidades de los clientes en la transición hacia un futuro con menores emisiones de carbono.",6207,USD,CMI,SMART,STK,True,
energy and utilities,climate_technology,IE00BY7QL619,JOHNSON CONTROLS INTERNATION,17,"Desarrolla e implementa tecnologías de edificios inteligentes, sistemas HVAC y soluciones de gestión de energía que mejoran la eficiencia energética, reducen las emisiones de carbono e impulsan el desarrollo de infraestructura sostenible.","Johnson Controls enfatiza su papel en la habilitación de edificios inteligentes, seguros, eficientes y sostenibles, impulsado por incentivos y regulaciones gubernamentales destinadas a limitar las emisiones y combatir el cambio climático. La empresa busca capitalizar estas tendencias ofreciendo productos sostenibles de alta eficiencia y servicios personalizados, ayudando a los clientes a alcanzar sus objetivos de sostenibilidad a través de soluciones que mejoran la eficiencia energética y reducen las emisiones de gases de efecto invernadero. Iniciativas legislativas como la Iniciativa de Edificios Inteligentes para el Clima de EE. UU., la Ley de Reducción de la Inflación de EE. UU. y la Directiva de Rendimiento Energético de los Edificios de la UE son impulsores clave para la inversión en descarbonización y tecnologías digitales para edificios, que Johnson Controls aborda a través de su cartera de productos y capacidades digitales, incluida la plataforma OpenBlue.",244164913,USD,JCI,SMART,STK,True,"[{'name': 'jci-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jci-Q325-10-Q.html'}, {'name': 'jci-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jci-FY24-10-K.html'}]"
energy and utilities,climate_technology,US04271T1007,ARRAY TECHNOLOGIES INC,18,"Desarrolla y fabrica sistemas de seguimiento solar que mejoran la eficiencia y la producción de proyectos de energía solar, contribuyendo a la adopción de energías renovables y a la mitigación del cambio climático.","Array Technologies demuestra su compromiso con la tecnología climática a través del desarrollo de soluciones como Hail XP, diseñadas para mitigar los impactos de eventos climáticos extremos como las tormentas de granizo, y su plataforma de software SmartTrack que permite respuestas automatizadas a diversas condiciones climáticas. La empresa enfatiza la importancia de la energía solar, se enfoca en expandir su cadena de suministro nacional y la producción en el país, y colabora activamente con los legisladores para abogar por créditos fiscales de energía. Además, Array Technologies colabora con asociaciones industriales y se relaciona con funcionarios gubernamentales para promover el crecimiento de la fabricación solar estadounidense y garantizar un suministro de energía seguro y confiable.",450042702,USD,ARRY,SMART,STK,False,
energy and utilities,climate_technology,US65290E1010,NEXTPOWER INC-CL A,19,"Desarrolla y suministra sistemas inteligentes de seguimiento solar que optimizan la captura de energía y mejoran el rendimiento de los proyectos de energía solar, impulsando las iniciativas globales de energía renovable.","La participación de Nextracker en el tema de Tecnología Climática es evidente en su transición hacia convertirse en un proveedor integral de plataformas de tecnología de energía solar, destacada por la adquisición de empresas de cimentaciones especializadas y el desarrollo de tecnologías destinadas a mejorar el rendimiento y la confiabilidad del sistema dentro de la industria de la energía solar. Esto está aún más respaldado por el enfoque de la empresa en escalar nuevos productos y servicios en su huella global de rastreadores y abordar desafíos del mundo real a través de la excelencia en ingeniería, reflejado en su extensa cartera de patentes. La creciente demanda de rastreadores de origen nacional también demuestra la contribución de Nextracker a la tecnología climática, alineándose con los objetivos relacionados con la reducción de emisiones. La empresa también está expandiendo su oportunidad de mercado impulsada por la creciente demanda mundial de electricidad para alimentar centros de datos de IA, vehículos eléctricos y edificios.",613058308,USD,NXT,SMART,STK,True,
energy and utilities,climate_technology,US0937121079,BLOOM ENERGY CORP- A,20,"Desarrolla y fabrica sistemas de celdas de combustible de óxido sólido que generan electricidad limpia y constante, contribuyendo a la descarbonización y la resiliencia energética dentro del sector de Tecnología Climática.","Bloom Energy demuestra su compromiso de abordar el cambio climático a través de sus soluciones energéticas resilientes y descarbonizadas. La empresa empodera a las empresas y comunidades para que se hagan cargo de su consumo de energía de manera responsable, abordando tanto las causas como las consecuencias del cambio climático. Los sistemas Energy Server de Bloom Energy están diseñados para reemplazar las soluciones de combustión convencionales menos eficientes, ofreciendo potencial de descarbonización a través de la flexibilidad del combustible, la cogeneración (calor y energía combinados) y las capacidades de utilización y almacenamiento de captura de carbono. La empresa también reconoce la tensión que el cambio climático y los eventos climáticos extremos imponen a las redes de servicios públicos envejecidas, posicionándose para ofrecer soluciones para cortes de energía y para cumplir los objetivos de emisiones.",326398514,USD,BE,SMART,STK,False,"[{'name': 'be-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/be-Q125-10-Q.html'}, {'name': 'be-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/be-FY24-10-K.html'}]"
energy and utilities,climate_technology,US0997241064,BORGWARNER INC,21,"Impulsa un transporte más limpio y reduce las emisiones mediante el desarrollo y suministro de soluciones de propulsión avanzadas, incluidas tecnologías eléctricas e híbridas, para la industria automotriz.",,5336,USD,BWA,SMART,STK,True,
energy and utilities,climate_technology,US98389B1008,XCEL ENERGY INC,22,Invierte e implementa fuentes de energía renovable y tecnologías sostenibles para reducir las emisiones de carbono y avanzar en las soluciones de cambio climático dentro del sector energético.,"Xcel Energy demuestra su compromiso con la tecnología climática a través de inversiones en energía renovable, modernización de la red y recursos de energía limpia destinados a reducir las emisiones de carbono. La empresa está combinando energía eólica, solar, almacenamiento de energía y respaldo de gas para ofrecer energía limpia, confiable y asequible, al tiempo que se enfoca en incentivos para el almacenamiento de energía calificado y recursos de despacho libres de carbono como la geotermia avanzada, la generación nuclear y la captura de carbono. Además, Xcel Energy invierte en tecnologías avanzadas de cámaras y estaciones meteorológicas, instalaciones mejoradas de seguridad de líneas eléctricas, inspecciones y reemplazos de postes, y operaciones de seguridad contra incendios forestales.",10517,USD,XEL,SMART,STK,True,
energy and utilities,climate_technology,US29355A1079,ENPHASE ENERGY INC,23,"Desarrolla y proporciona tecnología avanzada de microinversores, sistemas de almacenamiento de baterías y soluciones de carga para vehículos eléctricos que son integrales para la expansión y eficiencia de la infraestructura de energía renovable.",,105368327,USD,ENPH,SMART,STK,True,
energy and utilities,climate_technology,US4385161066,HONEYWELL INTERNATIONAL INC,24,"Desarrolla e implementa tecnologías avanzadas para la eficiencia energética, combustibles de aviación sostenibles, captura de carbono y soluciones para edificios inteligentes, contribuyendo significativamente a los objetivos climáticos globales.",,4350,USD,HON,SMART,STK,True,
energy and utilities,climate_technology,IE000S9YS762,LINDE PLC,25,"Proporciona gases industriales y soluciones de ingeniería esenciales que son críticas para los esfuerzos de descarbonización, la producción de energía limpia como el hidrógeno y las tecnologías de captura de carbono, permitiendo así diversas iniciativas de Tecnología Climática.",,617155599,USD,LIN,SMART,STK,True,
energy and utilities,climate_technology,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,26,"Se enfoca en invertir y financiar activos de infraestructura sostenible, contribuyendo al desarrollo y despliegue de tecnologías y soluciones amigables con el clima en diversos sectores.","El negocio de Hannon Armstrong se centra en la tecnología climática, ya que se identifican explícitamente como una firma de inversión climáticamente positiva enfocada en desplegar activos que facilitan la transición energética. La empresa invierte en proyectos destinados a reducir las emisiones de gases de efecto invernadero y avanzar en la transición energética, utilizando CarbonCount para cuantificar el impacto de carbono de sus inversiones. Este compromiso se demuestra aún más a través de su asociación estratégica con KKR, comprometiéndose cada parte a invertir mil millones de dólares en proyectos de soluciones climáticas, y sus esfuerzos continuos para financiar proyectos alineados con sus estándares de suscripción como proveedor a largo plazo de capital para soluciones climáticas.",125815462,USD,HASI,SMART,STK,True,"[{'name': 'hasi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q324-10-Q.html'}, {'name': 'hasi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q125-10-Q.html'}, {'name': 'hasi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hasi-FY24-10-K.html'}]"
energy and utilities,climate_technology,US83417M1045,SOLAREDGE TECHNOLOGIES INC,27,"Desarrolla y suministra soluciones optimizadas de inversores para sistemas fotovoltaicos solares, contribuyendo a la generación de energía renovable y a la mitigación del cambio climático.",,188625650,USD,SEDG,SMART,STK,True,
energy and utilities,climate_technology,US26441C2044,DUKE ENERGY CORP,28,"Se centra en la transición a fuentes de energía limpias, la modernización de su infraestructura de red para apoyar la integración de energías renovables y la inversión en soluciones de energía sostenible para mitigar los impactos del cambio climático.","El compromiso de Duke Energy con la tecnología climática es evidente a través de varias iniciativas, incluido su análisis de los posibles impactos de las regulaciones de la EPA en las emisiones de gases de efecto invernadero y la participación en desafíos legales a la Regla 111 de la EPA y la Regla CCR de 2024, junto con la búsqueda de la modernización de la energía. La compañía también planea emitir $6.5 mil millones de capital de acciones ordinarias de 2025 a 2029 para financiar el crecimiento incremental del capital. Además, Duke Energy aboga activamente por la investigación y el desarrollo y la implementación de recursos descarbonizados y despachables, como el almacenamiento de energía de larga duración, tecnologías nucleares avanzadas, captura de carbono y combustibles cero en carbono, al tiempo que señala mayores ingresos por suscripción de Clean Energy Connection.",110176011,USD,DUK,SMART,STK,True,"[{'name': 'duk-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/duk-Q125-10-Q.html'}, {'name': 'duk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/duk-FY24-10-K.html'}]"
energy and utilities,climate_technology,US72919P2020,PLUG POWER INC,29,"Desarrolla e implementa soluciones de hidrógeno verde y celdas de combustible, permitiendo la descarbonización en aplicaciones de manejo de materiales, transporte y energía estacionaria.",,88385302,USD,PLUG,SMART,STK,False,
energy and utilities,climate_technology,US6745991058,OCCIDENTAL PETROLEUM CORP,30,"Se centra en el desarrollo y despliegue de tecnologías, como la captura directa de aire, para descarbonizar la producción de energía y las operaciones industriales, contribuyendo a los esfuerzos de mitigación del cambio climático.","El compromiso de Occidental con el tema de Tecnología Climática es evidente a través de su enfoque estratégico en el avance de tecnologías y soluciones empresariales dirigidas a un futuro sostenible y bajo en carbono. Este compromiso se demuestra mediante los negocios deventures bajas en carbono de la empresa, que aprovechan la experiencia en gestión de carbono para desarrollar proyectos de captura, utilización y almacenamiento de carbono, incluida la comercialización de tecnología de captura directa de aire. La dedicación de Occidental se extiende a la inversión en otras tecnologías bajas en carbono diseñadas para reducir las emisiones de gases de efecto invernadero y a la formación de alianzas estratégicas en diversas industrias para ayudar a reducir sus emisiones, ejemplificado por la construcción de STRATOS y las inversiones en NET Power.",10880,USD,OXY,SMART,STK,True,"[{'name': 'oxy-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oxy-Q324-10-Q.html'}, {'name': 'oxy-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oxy-Q225-10-Q.html'}, {'name': 'oxy-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/oxy-FY24-10-K.html'}, {'name': 'oxy-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oxy-Q125-10-Q.html'}]"
energy and utilities,climate_technology,IE00B8KQN827,EATON CORP PLC,31,"Proporciona tecnologías y soluciones críticas de gestión de energía que impulsan la eficiencia energética, facilitan la integración de energías renovables y apoyan la electrificación sostenible, esenciales para avanzar en las iniciativas de tecnología climática.",,118017864,EUR,3EC,SMART,STK,True,
energy and utilities,climate_technology,US8425871071,SOUTHERN CO/THE,32,"Se enfoca en avanzar en tecnologías climáticas a través de inversiones en energía renovable, modernización de redes e iniciativas de reducción de emisiones para la transición a un futuro energético más limpio.","Southern Company demuestra su compromiso con la Tecnología Climática a través de varias iniciativas, incluida la construcción por parte de Southern Power de la instalación solar South Cheyenne y el desarrollo continuo de la instalación solar Millers Branch. La empresa también está buscando la instalación de controles ambientales y la co-combustión de gas natural en varias plantas para cumplir con las regulaciones ambientales y reducir las emisiones de GEI. Además, Southern Company ha logrado una reducción significativa de las emisiones de GEI desde 2007 y está explorando tecnologías como la captura y secuestro de carbono.",12300,USD,SO,SMART,STK,True,"[{'name': 'so-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/so-FY24-10-K.html'}, {'name': 'so-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/so-Q324-10-Q.html'}]"
energy and utilities,climate_technology,US89055F1030,TOPBUILD CORP,33,"Mantiene una relevancia establecida para el tema de Tecnología Climática, con contribuciones específicas no detalladas en el contexto actual.",,196616907,USD,BLD,SMART,STK,True,
energy and utilities,climate_technology,US86771W1053,SUNRUN INC,34,"Se enfoca en proporcionar sistemas y servicios de energía solar residencial, contribuyendo significativamente a la adopción de energía renovable y a los esfuerzos de descarbonización dentro del sector de Tecnología Climática.",,202225016,USD,RUN,SMART,STK,True,
energy and utilities,climate_technology,US48242W1062,KBR INC,35,"Aprovecha su experiencia en ingeniería y tecnología para proporcionar soluciones que abordan el cambio climático, incluido el desarrollo de infraestructura sostenible, tecnologías de reducción de emisiones y la integración de energías renovables.","La participación de KBR en el tema de Tecnología Climática es evidente a través de su provisión de soluciones sostenibles de descarbonización destinadas a acelerar la transición energética y abordar el cambio climático, que incluyen la concesión de licencias de procesos patentados y servicios de consultoría. La empresa destaca la creciente demanda de transición energética, fuentes de energía renovable y soluciones relacionadas con el clima como impulsores clave en los fundamentos del mercado comercial a largo plazo. KBR también espera que la protección del clima, la seguridad energética y la transición energética continúen siendo áreas de prioridad e inversión, lo que solidifica aún más su participación en el espacio de la tecnología climática.",41552939,USD,KBR,SMART,STK,True,"[{'name': 'kbr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q324-10-Q.html'}, {'name': 'kbr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q125-10-Q.html'}, {'name': 'kbr-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q224-10-Q.html'}, {'name': 'kbr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kbr-FY24-10-K.html'}]"
energy and utilities,climate_technology,US46982L1089,JACOBS SOLUTIONS INC,36,"Ofrece soluciones avanzadas de ingeniería y tecnología para la resiliencia climática, la descarbonización y el desarrollo de infraestructura sostenible en diversas industrias.",,582332987,USD,J,SMART,STK,True,
energy and utilities,climate_technology,US94106L1098,WASTE MANAGEMENT INC,37,"Impulsa soluciones de tecnología climática mediante la conversión de residuos en energía renovable y la captura de gas de vertedero, lo que reduce significativamente las emisiones de gases de efecto invernadero y promueve la recuperación de recursos.","La participación de WM en Tecnología Climática es evidente a través de sus soluciones ambientales integrales y su enfoque estratégico en la sostenibilidad. La empresa gestiona y reduce activamente los residuos, maximiza el valor de los recursos y minimiza el impacto ambiental a través de iniciativas impulsadas por la tecnología. La dedicación de WM se demuestra aún más por sus inversiones en segmentos de energía renovable, como las instalaciones de conversión de gas de vertedero a energía, y su enfoque proactivo para expandir los volúmenes de reciclaje y la generación de gas natural renovable. La empresa también anticipa beneficios de la Ley de Reducción de la Inflación de 2022, que incluye incentivos fiscales para la producción de energía renovable, captura de carbono y otras acciones climáticas, lo que se alinea con sus objetivos de sostenibilidad.",13379,USD,WM,SMART,STK,True,"[{'name': 'wm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wm-Q125-10-Q.html'}]"
energy and utilities,climate_technology,US04010E1091,ARGAN INC,38,Opera dentro de la industria de Tecnología Climática.,"La empresa demuestra su compromiso con el tema de Tecnología Climática a través de la construcción de plantas de energía de biocombustibles, campos solares e instalaciones de almacenamiento de baterías. Reforzando este compromiso, la empresa dirige sus esfuerzos de desarrollo de negocio hacia campos solares a escala de servicios públicos, parques eólicos, proyectos de energía basados en hidrógeno y proyectos de almacenamiento de energía en baterías. Esto se ve respaldado además por la intención de la empresa de ejecutar un enfoque ""de todo"" en la búsqueda de la construcción de futuras instalaciones que apoyen la transición energética, lo que refleja una continuación de su compromiso histórico de construir plantas de energía más limpias.",30207664,USD,AGX,SMART,STK,False,"[{'name': 'agx-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/agx-Q325-10-Q.html'}, {'name': 'agx-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/agx-FY25-10-K.html'}]"
energy and utilities,climate_technology,US5763231090,MASTEC INC,39,Contribuye al desarrollo e implementación de infraestructura crítica para la industria de Tecnología Climática.,,2586246,USD,MTZ,SMART,STK,True,
energy and utilities,climate_technology,US72703X1063,PLANET LABS PBC,40,"Ofrece datos críticos de observación de la Tierra a través de su constelación de satélites, lo que permite un monitoreo preciso de los cambios ambientales y apoya el desarrollo y la implementación de soluciones tecnológicas climáticas.",,530906124,USD,PL,SMART,STK,False,
energy and utilities,climate_technology,US7445731067,PUBLIC SERVICE ENTERPRISE GP,41,Contribuye al sector de Tecnología Climática invirtiendo y operando soluciones e infraestructura de energía sostenible destinadas a reducir el impacto ambiental.,,11005,USD,PEG,SMART,STK,True,
energy and utilities,climate_technology,US0341641035,ANDERSONS INC/THE,42,Contribuye a la industria de Tecnología Climática.,,4726335,USD,ANDE,SMART,STK,True,
energy and utilities,climate_technology,INE040H01021,SUZLON ENERGY LIMITED,43,"La participación en Climate Tech está impulsada por un enfoque en soluciones de energía renovable, particularmente en la generación de energía eólica.",,51687627,INR,SUZLON,NSE,STK,False,
energy and utilities,climate_technology,US1844961078,CLEAN HARBORS INC,44,Contribuye al tema de Tecnología Climática a través de sus actividades operativas.,,267700,USD,CLH,SMART,STK,True,
