type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
materials and mining,mineral_reserves,US84265V1052,SOUTHERN COPPER CORP,12,"Se centra en la exploración, desarrollo y explotación de importantes reservas minerales de cobre, que son fundamentales para sus operaciones mineras y su capacidad de producción.",,1812968,USD,SCCO,SMART,STK,False,,MM_MIN
materials and mining,mineral_reserves,US0138721065,ALCOA CORP,13,Se basa en extensas reservas minerales de bauxita como materia prima fundamental para sus operaciones globales de producción de aluminio.,,251962528,USD,AA,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US1858991011,CLEVELAND-CLIFFS INC,14,"Implica la propiedad y gestión de importantes reservas minerales, que son esenciales para su suministro de materias primas y continuidad operativa.",,286030327,USD,CLF,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US7045511000,PEABODY ENERGY CORP,15,"Gestiona importantes reservas de carbón mineral, que son fundamentales para sus operaciones como productor líder mundial de carbón.",,271303334,USD,BTU,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US5764852050,MATADOR RESOURCES CO,16,"Se especializa en la identificación, desarrollo y monetización de reservas minerales de petróleo y gas natural, impactando directamente sus volúmenes de producción y crecimiento futuro.",,101694297,USD,MTDR,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US88262P1021,TEXAS PACIFIC LAND CORP,17,"Gestiona importantes reservas minerales, principalmente petróleo y gas, en sus extensas propiedades en Texas.","El enfoque de TPL en las reservas minerales se demuestra a través de varias adquisiciones, incluidas más de $400 millones en activos minerales del Pérmico, lo que proporciona palancas de crecimiento adicionales. La compañía adquirió intereses minerales en 7.490 NRA en la Cuenca de Midland por $275.2 millones y 4.106 NRA adicionales en el condado de Culberson, Texas, por $120.3 millones. Estas adquisiciones resaltan la inversión estratégica de la compañía en la expansión de su base de activos minerales.",463654490,USD,TPL,SMART,STK,True,"[{'name': 'tpl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tpl-FY24-10-K.html'}]",MM_MIN
materials and mining,mineral_reserves,US03674X1063,ANTERO RESOURCES CORP,18,Gestiona y desarrolla reservas minerales relevantes para sus operaciones.,,135942630,USD,AR,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US75281A1097,RANGE RESOURCES CORP,19,Sustenta sus operaciones de exploración y producción a través de la gestión estratégica y el desarrollo de sus extensas reservas minerales.,,6608450,USD,RRC,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US78454L1008,SM ENERGY CO,20,"Gestiona y desarrolla importantes reservas minerales, compuestas principalmente de petróleo crudo, gas natural y líquidos de gas natural, que son fundamentales para sus actividades de exploración y producción.",,75472988,USD,SM,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US4026355028,GULFPORT ENERGY CORP,21,"Se centra en el desarrollo y la optimización de sus reservas de petróleo y gas natural, que son fundamentales para sus operaciones de producción de energía.",,491186703,USD,GPOR,SMART,STK,False,,MM_MIN
materials and mining,mineral_reserves,US5533681012,MP MATERIALS CORP,22,"Se enfoca en la extracción y procesamiento de importantes reservas de minerales de tierras raras, cruciales para la cadena de suministro de tecnologías avanzadas.",,455592408,USD,MP,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US09225M1018,BLACK STONE MINERALS LP,23,"Se enfoca en la propiedad y gestión de una cartera diversa de reservas minerales, generando ingresos a través de su desarrollo y extracción.",,192496059,USD,BSM,SMART,STK,False,,MM_MIN
materials and mining,mineral_reserves,US93627C1018,WARRIOR MET COAL INC,24,"Gestiona y desarrolla importantes reservas de carbón metalúrgico, que son fundamentales para sus operaciones mineras y su valor estratégico.","El compromiso de HCC con las Reservas Minerales es evidente a través de sus detalladas divulgaciones sobre sus tenencias, que incluyen aproximadamente 82.4 millones de toneladas métricas de reservas recuperables en la Mina No. 4 y la Mina No. 7, y 69.0 millones de toneladas métricas de reservas recuperables en la mina no desarrollada Blue Creek, además de 39.7 millones de toneladas métricas de recursos de carbón. Las operaciones mineras de la empresa dependen sustancialmente de las reservas minerales, incluidas las arrendadas a terceros propietarios. Estas reservas se basan en un informe de reservas preparado por Marshall Miller & Associates, Inc.",272561931,USD,HCC,SMART,STK,True,"[{'name': 'hcc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hcc-Q225-10-Q.html'}]",MM_MIN
materials and mining,mineral_reserves,US64361Q1013,VIPER ENERGY INC-CL A,25,"Gestiona una cartera de intereses minerales y de regalías, que representan una porción significativa de sus reservas totales de petróleo y gas natural.",,808305869,USD,VNOM,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US63900P6088,NATURAL RESOURCE PARTNERS LP,26,"Implica la propiedad y gestión de participaciones en reservas minerales, contribuyendo al desarrollo y monetización de estos recursos naturales.","El negocio de Natural Resource Partners se centra en la propiedad, gestión y arrendamiento de una diversa gama de propiedades minerales dentro de los Estados Unidos, incluyendo carbón y otros recursos naturales, y en la tenencia de una participación no controladora en Sisecam Wyoming LLC. La cartera de la empresa incluye aproximadamente 13 millones de acres de intereses minerales y otros derechos del subsuelo en los Estados Unidos, lo que demuestra un compromiso significativo con las reservas minerales. Esta extensa cartera de derechos minerales subraya la posición prominente de la empresa en el mercado de reservas minerales.",221646041,USD,NRP,SMART,STK,False,"[{'name': 'nrp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nrp-Q225-10-Q.html'}, {'name': 'nrp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nrp-FY24-10-K.html'}]",MM_MIN
materials and mining,mineral_reserves,US01877R1086,ALLIANCE RESOURCE PARTNERS,27,Gestiona y desarrolla importantes reservas minerales para impulsar sus actividades de producción de recursos.,,6857418,USD,ARLP,SMART,STK,False,,MM_MIN
materials and mining,mineral_reserves,US1921085049,COEUR MINING INC,28,"Se centra en la exploración, desarrollo y producción de metales preciosos, que están intrínsecamente ligados a la identificación, cuantificación y gestión responsable de sus reservas minerales.","La estrategia de Coeur Mining incluye la exploración de yacimientos existentes para impulsar el crecimiento de la producción, como lo demuestra la triplicación de su posición territorial. Los programas de exploración están diseñados para mejorar los cálculos de recursos de fin de año de Palmarejo y extender la vida útil de la mina de Wharf. La compañía también tiene la intención de mantener la vida útil de la mina en Las Chispas reemplazando los recursos extraídos en 2025.",60532895,USD,CDE,SMART,STK,False,,MM_MIN
materials and mining,mineral_reserves,US7802871084,ROYAL GOLD INC,29,Su desempeño financiero depende directamente de la extensión y calidad de las reservas minerales de las que deriva los pagos de regalías y flujos.,,4817403,USD,RGLD,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,US4227041062,HECLA MINING CO,30,"Opera como un productor primario de plata con un enfoque en la exploración, el desarrollo y la minería de reservas minerales.",,8027,USD,HL,SMART,STK,True,,MM_MIN
materials and mining,mineral_reserves,CA7142661031,PERPETUA RESOURCES CORP,31,"Se enfoca en la exploración, desarrollo y gestión responsable de depósitos minerales, contribuyendo así al inventario y suministro global de reservas minerales.","Perpetua Resources se centra en la ubicación, adquisición, desarrollo y restauración de propiedades minerales, principalmente dentro del distrito minero de Stibnite – Yellow Pine. Un aspecto central de la visión de Perpetua Resources implica el establecimiento de un suministro nacional del mineral crítico antimonio y el desarrollo de una importante mina de oro a cielo abierto. Esto se apoya además en los esfuerzos de la empresa para obtener los permisos necesarios, realizar estudios ambientales y recopilar datos de referencia para la restauración y el redesarrollo del sitio, todo ello con el objetivo de mantener la producción nacional de trisulfuro de antimonio.",471602173,CAD,PPTA,SMART,STK,False,"[{'name': 'ppta-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ppta-Q125-10-Q.html'}]",MM_MIN
