type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
consumer and retail,retail_alliances,US5010441013,KROGER CO,11,"Participa activamente en colaboraciones y alianzas para mejorar sus operaciones minoristas, ampliar su oferta y mejorar la experiencia del cliente a través de asociaciones estratégicas.",,8908,USD,KR,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US2786421030,EBAY INC,12,"Facilita un mercado en línea global que permite a numerosos minoristas y vendedores establecer asociaciones y llegar a una amplia base de clientes, impulsando así las ventas de comercio electrónico y ampliando el acceso al mercado.",,4347086,USD,EBAY,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US22160K1051,COSTCO WHOLESALE CORP,13,"Opera a través de un modelo de membresía fundamental y cultiva colaboraciones estratégicas con proveedores para ofrecer productos y servicios exclusivos a precios competitivos, definiendo su estrategia minorista de almacén.",,272997,USD,COST,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US87165B1035,SYNCHRONY FINANCIAL,14,Impulsa la financiación y el poder adquisitivo de los clientes a través de tarjetas de crédito de marca privada y préstamos a plazos ofrecidos a través de su extensa red de socios minoristas.,"El modelo de negocio de Synchrony se basa en gran medida en asociaciones minoristas, como lo demuestra su diverso grupo de minoristas nacionales y regionales, comerciantes locales, fabricantes y proveedores de servicios de atención médica. La empresa enfatiza sus relaciones con estos socios, conectándolos a ellos y a los consumidores a través de su ecosistema financiero dinámico. Synchrony agrega y renueva activamente asociaciones, incluidas aquellas con Sun Country, Texas A&M Veterinary Hospital, Ashley, Discount Tire y American Eagle, con el objetivo de ofrecer valor, mejorar la experiencia del cliente e impulsar el crecimiento. Estas asociaciones son duraderas y colaborativas, e involucran a minoristas importantes como Lowe’s, Sam's Club, Amazon y PayPal.",162231797,USD,SYF,SMART,STK,True,"[{'name': 'syf-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/syf-Q324-10-Q.html'}, {'name': 'syf-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/syf-FY24-10-K.html'}]",CR_RE4
consumer and retail,retail_alliances,US5486611073,LOWE'S COS INC,15,"Cultiva asociaciones estratégicas minoristas para mejorar sus ofertas de productos y servicios, ampliar el alcance del mercado y fortalecer su posición dentro del sector de mejoras para el hogar.",,9199,USD,LOW,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,FR0000120172,CARREFOUR SA,16,"Participa en colaboraciones estratégicas con diversas empresas para ampliar la oferta de productos, mejorar la lealtad del cliente y optimizar sus operaciones minoristas.",,29612172,EUR,CA,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US8288061091,SIMON PROPERTY GROUP INC,17,"Proporciona amplias plataformas minoristas a través de la propiedad y gestión de centros comerciales y outlets, fomentando y facilitando así numerosas asociaciones con una diversa gama de minoristas.",,2009113,USD,SPG,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US55616P1049,MACYS INC,18,Cultiva alianzas minoristas para ampliar su surtido de productos y mejorar la participación del cliente.,,44475946,USD,M,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,NL0011794037,KONINKLIJKE AHOLD DELHAIZE N,19,"Establece alianzas estratégicas y colaboraciones dentro del sector minorista para optimizar las cadenas de suministro, expandir su diversa cartera de marcas y mejorar las ofertas a los clientes en sus operaciones globales.",,240486295,EUR,AD,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US8552441094,STARBUCKS CORP,20,"Expande su presencia global y accesibilidad a productos a través de extensas asociaciones minoristas, incluyendo tiendas con licencia y la distribución de sus productos envasados en diversos canales comerciales y de comestibles.","Starbucks utiliza activamente asociaciones minoristas, incluidas tiendas con licencia, para generar ingresos a través de la venta de productos y equipos, así como ingresos por regalías. Estas asociaciones se ejemplifican a través de la Alianza Global del Café con Nestlé y otras empresas conjuntas, que son cruciales para la distribución de bienes de consumo envasados. Además, el segmento de Desarrollo de Canales de Starbucks se basa en asociaciones para distribuir aún más sus productos, y la North American Coffee Partnership representa otra empresa conjunta. El segmento internacional de la compañía también se beneficia de la apertura de nuevas tiendas con licencia.",274105,USD,SBUX,SMART,STK,True,"[{'name': 'sbux-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sbux-Q125-10-Q.html'}, {'name': 'sbux-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sbux-FY24-10-K.html'}]",CR_RE4
consumer and retail,retail_alliances,US1912161007,COCA-COLA CO/THE,21,"Aprovecha amplias asociaciones minoristas para distribuir su amplia gama de productos de bebidas a nivel mundial, garantizando una amplia disponibilidad y penetración en el mercado.",,8894,USD,KO,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,GB00BLGZ9862,TESCO PLC,22,"Participa en colaboraciones y alianzas estratégicas con diversas empresas para ampliar la oferta de productos, mejorar los programas de fidelización de clientes y optimizar la eficiencia de la cadena de suministro dentro del sector minorista.",,471204140,GBP,TSCO,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US0865161014,BEST BUY CO INC,23,"Participa en amplias colaboraciones con marcas tecnológicas y proveedores de servicios líderes para ofrecer una diversa gama de productos, experiencias en tiendas y servicios de soporte a sus clientes.",,4817,USD,BBY,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US00827B1061,AFFIRM HOLDINGS INC,24,"Establece amplias asociaciones minoristas para integrar sus servicios de ""compra ahora, paga después"" directamente en los procesos de pago de los comerciantes, mejorando las ventas y las opciones de financiación para el cliente.","La participación de Affirm en Asociaciones Minoristas es evidente a través de su enfoque estratégico en financiamiento con 0% de APR, que atrae a consumidores de primer nivel y es valorado por los comerciantes. La empresa ha establecido asociaciones con grandes minoristas como Costco y Walmart, y Affirm expresa orgullo por servir a los miembros de Costco e invierte activamente en optimizar el valor que estas asociaciones aportan a Walmart. Estas colaboraciones, incluida la asociación renovada con Shopify, se consideran importantes para impulsar la conversión y extender el alcance de Affirm a una base de consumidores más amplia, aunque estas asociaciones requieren un refinamiento continuo a través de pruebas y ajustes para garantizar la rentabilidad para todas las partes involucradas.",465119069,USD,AFRM,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,JP3388200002,AEON CO LTD,25,Establece alianzas estratégicas y colaboraciones dentro del sector minorista para mejorar las operaciones y ampliar el alcance del mercado.,,13905925,JPY,8267,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US5002551043,KOHLS CORP,26,Participa en colaboraciones estratégicas con varias marcas y entidades para ampliar la oferta de productos y el alcance de los clientes dentro del sector minorista.,"Kohl's demuestra su enfoque en las alianzas minoristas a través de varias iniciativas clave. Los planes de gasto de capital de la empresa para el año incluyen una inversión significativa en la expansión de su asociación con Sephora, que abarca la apertura de 140 tiendas Sephora de formato pequeño. Además, Kohl's gestiona activamente sus alianzas minoristas escalando su tarjeta de marca compartida e implementando iniciativas con Capital One, su socio de crédito, y lanzando tiendas Babies 'R' Us.",8942,USD,KSS,SMART,STK,True,"[{'name': 'kss-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kss-Q324-10-Q.html'}]",CR_RE4
consumer and retail,retail_alliances,US37940X1028,GLOBAL PAYMENTS INC,27,Soporta asociaciones minoristas proporcionando tecnologías y servicios de procesamiento de pagos que facilitan las transacciones y mejoran la participación del cliente para diversas empresas minoristas.,,11477774,USD,GPN,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US8725401090,TJX COMPANIES INC,28,"Establece alianzas estratégicas y colabora con diversas entidades dentro del ecosistema minorista para optimizar el abastecimiento, ampliar el alcance del mercado y mejorar el valor para el cliente.",,12814,USD,TJX,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US6936561009,PVH CORP,29,"Participa en colaboraciones con diversos canales minoristas para distribuir sus marcas a nivel mundial, ampliando el alcance del mercado y el acceso de los consumidores.",,90794895,USD,PVH,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US7782961038,ROSS STORES INC,30,Incluye asociaciones minoristas como parte de sus actividades comerciales.,,273939,USD,ROST,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US98585X1046,YETI HOLDINGS INC,31,Aprovecha las asociaciones minoristas para ampliar la distribución y el alcance de mercado de sus ofertas de productos.,,338719595,USD,YETI,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US9170471026,URBAN OUTFITTERS INC,32,Participa en diversas asociaciones minoristas para mejorar sus operaciones comerciales y su alcance de mercado.,,275527,USD,URBN,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US2566771059,DOLLAR GENERAL CORP,33,Establece alianzas estratégicas y colaboraciones dentro del sector minorista para optimizar las cadenas de suministro y ampliar la disponibilidad de productos para su base de clientes.,"Dollar General utiliza asociaciones minoristas a través de su colaboración con DoorDash, lo que ha llevado a ventas que superan las expectativas iniciales, con un aumento de las ventas en el primer trimestre de más del 50% interanual. Estas asociaciones de entrega, junto con asociaciones de marca para el crecimiento de productos no consumibles, contribuyen a la estrategia de la empresa. El éxito de la asociación con DoorDash indica una dependencia de las asociaciones minoristas para impulsar el crecimiento.",70212228,USD,DG,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US50050N1037,KONTOOR BRANDS INC,34,Establece asociaciones minoristas para la distribución de sus productos de indumentaria de marca.,,363803376,USD,KTB,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US9699041011,WILLIAMS-SONOMA INC,35,Establece colaboraciones estratégicas con diversas marcas y entidades para ampliar la oferta de productos y alcanzar nuevos segmentos de clientes dentro del panorama minorista.,"WSM aprovecha colaboraciones estratégicas para expandir el crecimiento de clientes y las ventas, enfatizando su papel en el mantenimiento de la relevancia de la marca. Pottery Barn aumenta activamente la innovación en sus líneas de productos al lanzar más colaboraciones, incluidas asociaciones con Kravet, LoveShackFancy, Monique Lhuillier y Mark Sykes. Además, WSM amplió su colección con Aerin Lauder en las marcas Kids y Teen, demostrando el enfoque de la empresa en las colaboraciones como área de crecimiento.",5019164,USD,WSM,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US26856L1035,ELF BEAUTY INC,36,"Aprovecha amplias relaciones con varios minoristas para distribuir sus productos cosméticos y para el cuidado de la piel, asegurando un amplio acceso al mercado y alcance al consumidor.","El compromiso de E.l.f. Beauty con las asociaciones minoristas es evidente a través de sus relaciones establecidas y sus estrategias de expansión en curso. La empresa ha solidificado su posición en los principales minoristas, logrando el puesto número 1 en Target con el 21% de su categoría de cosméticos y avanzando del puesto 4 al 2 en Walmart. Este éxito se extiende a otras marcas dentro de la cartera de e.l.f. Beauty, ya que Naturium se ha expandido a Ulta Beauty, Shoppers Drug Mart y Boots, mientras que Rhode está programado para lanzarse en las tiendas Sephora en EE. UU., Canadá y el Reino Unido. Además, e.l.f. Beauty está buscando activamente el crecimiento internacional, incluidos los lanzamientos en Kruidvat y Rossmann Polonia, lo que demuestra un deseo generalizado por parte de los minoristas de asociarse con e.l.f. y sus marcas asociadas.",248682005,USD,ELF,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,VGG1890L1076,CAPRI HOLDINGS LTD,37,Aprovecha las asociaciones minoristas para ampliar la distribución y el alcance de mercado de sus marcas de moda de lujo a través de diversos canales globales.,,347409760,USD,CPRI,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US2435371073,DECKERS OUTDOOR CORP,38,Aprovecha amplias colaboraciones con varios canales minoristas para ampliar la distribución de productos y mejorar el alcance del mercado de sus marcas de calzado y ropa.,,268376,USD,DECK,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US5053361078,LA-Z-BOY INC,39,Aprovecha las colaboraciones con varios canales minoristas para expandir su presencia en el mercado y optimizar la distribución de sus ofertas.,,9308,USD,LZB,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US62886E1082,NCR VOYIX CORP,40,Establece alianzas dentro del sector minorista para ofrecer soluciones tecnológicas integrales que mejoren la experiencia del cliente y la eficiencia operativa.,,2381302,USD,VYX,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US15118V2079,CELSIUS HOLDINGS INC,41,Establece y mantiene acuerdos con diversos canales minoristas para garantizar la amplia distribución y disponibilidad de sus productos de bebidas para los consumidores.,"Celsius depende significativamente de su asociación minorista con Pepsi, que sirve como el principal distribuidor en los EE. UU. Este acuerdo de distribución a largo plazo aprovecha los canales establecidos de Pepsi para ampliar la presencia de Celsius en supermercados, tiendas de conveniencia, gimnasios y otros puntos de venta minorista, mejorando la penetración en el mercado y la visibilidad de la marca. La colaboración con Pepsi también facilita la expansión de Celsius a Canadá y permite futuras empresas potenciales en mercados internacionales y nuevos canales de distribución, lo que demuestra la importancia estratégica de esta asociación minorista para la estrategia de crecimiento de Celsius.",71364351,USD,CELH,SMART,STK,True,"[{'name': 'celh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/celh-FY24-10-K.html'}]",CR_RE4
consumer and retail,retail_alliances,US78435P1057,SEZZLE INC,42,"Se centra en establecer colaboraciones con minoristas para integrar su solución de pago, permitiendo a los clientes realizar compras a través de planes de pago flexibles.",,648434877,USD,SEZL,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US4532041096,IMPINJ INC,43,Cultiva colaboraciones y alianzas estratégicas con diversas partes interesadas en la industria minorista.,,241585158,USD,PI,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US02553E1064,AMERICAN EAGLE OUTFITTERS,44,Participa en colaboraciones minoristas y acuerdos de distribución para ampliar su alcance de mercado y mejorar la accesibilidad de la marca en diversos canales de venta.,,4725951,USD,AEO,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US8923561067,TRACTOR SUPPLY COMPANY,45,Establece asociaciones minoristas para respaldar su modelo de negocio y su presencia en el mercado.,,6858322,USD,TSCO,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US0028962076,ABERCROMBIE & FITCH CO-CL A,46,Participa en alianzas minoristas como parte de su marco operativo.,,2585399,USD,ANF,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US70614W1009,PELOTON INTERACTIVE INC-A,47,Participa en colaboraciones con entidades minoristas para expandir la distribución y disponibilidad de sus productos y servicios de fitness.,,385087203,USD,PTON,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,JE00BS44BN30,BIRKENSTOCK HOLDING PLC,48,Aprovecha las asociaciones minoristas para la distribución y venta de sus productos de calzado en diversos mercados.,"Birkenstock enfatiza la importancia de las asociaciones minoristas a través de su canal B2B, donde el crecimiento más rápido proviene de colaboraciones con socios de tiendas juveniles, artículos deportivos, exteriores y departamentales. Esto se demuestra aún más por la expansión estratégica de la compañía de tiendas asociadas de marca única, que aumentaron un 20% en la región APAC, contribuyendo a un crecimiento sustancial de dos dígitos dentro del sector B2B.",658821477,USD,BIRK,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US0708301041,BATH & BODY WORKS INC,49,Establece alianzas minoristas para mejorar su presencia y canales de distribución.,,502252263,USD,BBWI,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US1220171060,BURLINGTON STORES INC,50,Mantiene colaboraciones dentro del sector minorista para respaldar su marco operativo y mejorar su presencia en el mercado.,,135699190,USD,BURL,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US1985161066,COLUMBIA SPORTSWEAR CO,51,"Establece alianzas estratégicas con varios minoristas para distribuir su ropa, calzado y accesorios, ampliando la presencia de la marca y los canales de venta.","Columbia Sportswear Company participa activamente en asociaciones minoristas para mejorar su presencia en el mercado y ofrecer valor a los consumidores. La empresa colabora con socios minoristas para optimizar las oportunidades del mercado, mantener niveles de inventario saludables y respaldar los márgenes de los distribuidores. Estas asociaciones se extienden a acuerdos de franquicia con ciertos clientes y colaboraciones con marcas como Kith y South2 West8 para colecciones únicas. Además, Columbia se asocia con embajadores de marca para crear colecciones especializadas, lo que demuestra un enfoque multifacético para la participación minorista.",4728458,USD,COLM,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US72352L1061,PINTEREST INC- CLASS A,52,Permite asociaciones minoristas al ofrecer una plataforma de descubrimiento visual y compras que conecta a los usuarios con productos de varios comerciantes.,,360975915,USD,PINS,SMART,STK,False,,CR_RE4
consumer and retail,retail_alliances,US1462291097,CARTER'S INC,53,Aprovecha las asociaciones minoristas para expandir su red de distribución y llegar a una base de clientes más amplia para su ropa infantil.,,26593783,USD,CRI,SMART,STK,True,,CR_RE4
consumer and retail,retail_alliances,US4103451021,HANESBRANDS INC.,54,Mantiene relaciones con varios minoristas para distribuir sus productos de ropa y ropa deportiva en los mercados de consumo.,"Hanesbrands enfatiza sus sólidas relaciones con los minoristas como un componente clave de su estrategia, particularmente para navegar los impactos arancelarios y capturar nuevas oportunidades de ingresos, como lo demuestran las consultas entrantes de minoristas de múltiples canales. Estas relaciones se aprovechan para expandir marcas y llenar vacíos, capitalizando su cadena de suministro del hemisferio occidental. La ventajosa posición de la compañía les permite ofrecer oportunidades rápidamente, solidificando aún más sus profundas y duraderas relaciones con los principales minoristas.",40369429,USD,HBI,VALUE,STK,True,,CR_RE4
consumer and retail,retail_alliances,US2546871060,WALT DISNEY CO/THE,55,Establece amplias alianzas minoristas para distribuir su mercancía de marca y productos de consumo a nivel mundial.,,6459,USD,DIS,SMART,STK,True,,CR_RE4
