type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
industrial,nanotechnology_applications,US0079031078,ADVANCED MICRO DEVICES,11,Prioriza los avances en Aplicaciones de Nanotecnología como un área clave de enfoque.,,4391,USD,AMD,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US00846U1016,AGILENT TECHNOLOGIES INC,12,"Proporciona instrumentación analítica crucial para la investigación, el desarrollo y la caracterización dentro de aplicaciones de nanotecnología.",,1715006,USD,A,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US7475251036,QUALCOMM INC,13,"Desarrolla componentes semiconductores avanzados, aprovechando la fabricación e ingeniería a nanoescala para mejorar el rendimiento y la miniaturización en plataformas móviles, IoT y automotrices.",,273544,USD,QCOM,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US1167941087,BRUKER CORP,14,"Permite la investigación y el desarrollo avanzados en aplicaciones de nanotecnología al proporcionar instrumentos científicos especializados para el análisis, la imagen y la caracterización a nivel atómico.",,9905742,USD,BRKR,SMART,STK,True,,NAN
industrial,nanotechnology_applications,KR7051910008,LG CHEM LTD,15,Desarrolla y aplica nanomateriales y nanotecnologías avanzadas para mejorar el rendimiento y la funcionalidad de su diversa cartera de productos.,,17382969,KRW,051910,KSE,STK,False,,NAN
industrial,nanotechnology_applications,US7194051022,PHOTRONICS INC,16,Contribuye al avance de las aplicaciones de nanotecnología al proporcionar máscaras fotográficas esenciales cruciales para el modelado de características a nanoescala en diversos dispositivos de alta tecnología.,"La participación de Photronics en aplicaciones de nanotecnología está relacionada con la aplicación de su tecnología de fotomáscaras en la fabricación de productos electrónicos de alto rendimiento. Específicamente, la tecnología de fotomáscaras de la empresa se utiliza en áreas como la fotónica, los sistemas microelectromecánicos y ciertas aplicaciones de nanotecnología. Si bien la empresa reconoce el uso de su tecnología en este campo, no enfatiza las aplicaciones de nanotecnología como un enfoque estratégico principal.",273165,USD,PLAB,SMART,STK,True,"[{'name': 'plab-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plab-Q225-10-Q.html'}, {'name': 'plab-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plab-Q224-10-Q.html'}, {'name': 'plab-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plab-Q324-10-Q.html'}, {'name': 'plab-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/plab-FY24-10-K.html'}]",NAN
industrial,nanotechnology_applications,JP3788600009,HITACHI LTD,17,Se centra en Aplicaciones de Nanotecnología.,,13905665,JPY,6501,SMART,STK,False,,NAN
industrial,nanotechnology_applications,US9224171002,VEECO INSTRUMENTS INC,18,"Proporciona instrumentos avanzados y equipos de proceso críticos para la investigación, el desarrollo y la fabricación en diversas aplicaciones de nanotecnología.",,275708,USD,VECO,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US1270551013,CABOT CORP,19,Utiliza y contribuye a los avances en aplicaciones de nanotecnología.,,5480,USD,CBT,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US04280A1007,ARROWHEAD PHARMACEUTICALS IN,20,Utiliza principios de nanotecnología en su desarrollo farmacéutico para sistemas avanzados de administración de fármacos y aplicaciones terapéuticas.,,228571236,USD,ARWR,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US4385161066,HONEYWELL INTERNATIONAL INC,21,Desarrolla e incorpora materiales avanzados y tecnologías de detección que aprovechan las propiedades a nanoescala para mejorar el rendimiento y la eficiencia de los productos en sus diversas aplicaciones industriales y aeroespaciales.,,4350,USD,HON,SMART,STK,True,,NAN
industrial,nanotechnology_applications,JP3435000009,SONY GROUP CORP,22,Utiliza nanotecnología en el desarrollo de materiales y componentes avanzados para su diversa gama de productos electrónicos y soluciones de imagen.,,13905705,JPY,6758,SMART,STK,False,,NAN
industrial,nanotechnology_applications,US4523271090,ILLUMINA INC,23,"Integra componentes y metodologías a nanoescala en sus sistemas de secuenciación y análisis de ADN, apoyando avances en la investigación genómica y aplicaciones clínicas.",,9869443,USD,ILMN,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US09073M1045,BIO-TECHNE CORP,24,Sus actividades comerciales no se describen explícitamente como impulsoras directas o contribuyentes significativos al tema de Aplicaciones de Nanotecnología.,,172729810,USD,TECH,SMART,STK,True,,NAN
industrial,nanotechnology_applications,US0311001004,AMETEK INC,25,Las aplicaciones de nanotecnología no son un enfoque principal de las operaciones de la empresa.,,4392,USD,AME,SMART,STK,True,,NAN
