industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
real estate,urban_real_estate,US7005171050,PARK HOTELS & RESORTS INC,25,Contribuye al sector de bienes raíces urbanos a través de la propiedad y operación de una cartera de hoteles de lujo y gama alta estratégicamente ubicados en mercados urbanos y turísticos clave.,"La participación de la empresa en el tema de Bienes Raíces Urbanos es evidente a través de su extensa cartera de hoteles, con una concentración significativa en áreas urbanas y de convenciones importantes como la ciudad de Nueva York, Washington D.C., Chicago, Boston, Nueva Orleans y Denver. Estos hoteles de marca premium, que constituyen una parte sustancial de sus 39 hoteles y aproximadamente 25.000 habitaciones, son principalmente propiedades de lujo y de alta gama ubicadas en los principales mercados de EE. UU. El enfoque de la empresa en los activos inmobiliarios urbanos se destaca aún más por el rendimiento de sus propiedades en mercados urbanos como Nueva York, San Francisco, Denver y Boston, así como por las iniciativas estratégicas que implican la enajenación de hoteles no esenciales en áreas urbanas y la reinversión en activos centrales, incluida la venta de Hyatt Centric Fisherman's Wharf en San Francisco.",257944575,USD,PK,SMART,STK,True,"[{'name': 'pk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pk-FY24-10-K.html'}, {'name': 'pk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pk-Q225-10-Q.html'}, {'name': 'pk-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pk-Q324-10-Q.html'}]",UR1
real estate,urban_real_estate,US9256521090,VICI PROPERTIES INC,26,"Sirve como propietario y arrendador importante de activos inmobiliarios experienciales de primer nivel, ubicados principalmente en áreas urbanas y densamente pobladas, contribuyendo al panorama económico y de entretenimiento de estas ciudades.",,292080616,USD,VICI,SMART,STK,True,,UR1
real estate,urban_real_estate,US44267T1025,HOWARD HUGHES HOLDINGS INC,27,"Desarrolla, posee y gestiona comunidades planificadas a gran escala y propiedades de uso mixto, dando forma significativamente a los paisajes urbanos y al desarrollo económico.",,647324601,USD,HHH,SMART,STK,False,,UR1
real estate,urban_real_estate,US88146M1018,TERRENO REALTY CORP,28,"Se enfoca en la adquisición, propiedad y operación de propiedades industriales ubicadas en áreas de relleno urbano dentro de los principales mercados costeros de EE. UU.","El enfoque de Terreno Realty Corporation en el tema de Bienes Raíces Urbanos es evidente a través de sus operaciones comerciales. La compañía se concentra en adquirir, poseer y operar bienes raíces industriales dentro de seis mercados costeros importantes de EE. UU., incluyendo el norte de Nueva Jersey/Nueva York, Los Ángeles, Miami, el Área de la Bahía de San Francisco, Seattle y Washington, D.C. El énfasis estratégico de la compañía se refleja en su creciente enfoque en ubicaciones urbanas dentro de estos mercados y su adquisición de ocho propiedades industriales y una cartera de propiedades industriales por aproximadamente $884.5 millones durante 2024.",72086382,USD,TRNO,SMART,STK,True,"[{'name': 'trno-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/trno-FY24-10-K.html'}, {'name': 'trno-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trno-Q324-10-Q.html'}]",UR1
real estate,urban_real_estate,US49446R1095,KIMCO REALTY CORP,29,"Se enfoca en poseer y operar una cartera de propiedades inmobiliarias urbanas, contribuyendo significativamente al desarrollo y la gestión de espacios comerciales en entornos urbanos.","Kimco Realty Corporation, como el mayor propietario y operador que cotiza en bolsa en América del Norte de centros comerciales al aire libre anclados en supermercados y una cartera creciente de activos de uso mixto, demuestra una fuerte conexión con el tema de Bienes Raíces Urbanos. El enfoque de la empresa en centros comerciales al aire libre y activos de uso mixto, ubicados principalmente en áreas urbanas, subraya esta alineación. Además, como REIT, las operaciones de Kimco se llevan a cabo sustancialmente a través de su compañía operativa, lo que refuerza su presencia significativa en el sector inmobiliario urbano.",8845,USD,KIM,SMART,STK,True,"[{'name': 'kim-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kim-Q324-10-Q.html'}]",UR1
real estate,urban_real_estate,US1331311027,CAMDEN PROPERTY TRUST,30,"Se enfoca en la propiedad, gestión y desarrollo de propiedades residenciales multifamiliares ubicadas principalmente en mercados urbanos y suburbanos de alta densidad.",,6004,USD,CPT,SMART,STK,True,,UR1
real estate,urban_real_estate,US0042391096,ACADIA REALTY TRUST,31,"Se enfoca en la propiedad, gestión y desarrollo de propiedades inmobiliarias urbanas.","El negocio de Acadia Realty Trust está significativamente ligado al sector inmobiliario urbano, ya que la compañía se enfoca estratégicamente en la propiedad, adquisición, desarrollo y gestión de propiedades minoristas principalmente en áreas metropolitanas densamente pobladas, con barreras de entrada altas y oferta limitada dentro de los Estados Unidos. Su cartera principal está dominada por comercios callejeros en mercados urbanos, con un enfoque en la propiedad de múltiples tiendas agrupadas en corredores como M Street en Georgetown y North 6th Street en Brooklyn. El impulso de arrendamiento de la compañía está impulsado principalmente por su cartera de comercios callejeros y urbanos, con una parte sustancial de los arrendamientos ejecutados provenientes de este segmento, y sus propiedades se concentran en corredores que atienden principalmente a consumidores acomodados en áreas urbanas.",6607467,USD,AKR,SMART,STK,True,"[{'name': 'akr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/akr-Q225-10-Q.html'}, {'name': 'akr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/akr-Q324-10-Q.html'}, {'name': 'akr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/akr-FY24-10-K.html'}, {'name': 'akr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/akr-Q125-10-Q.html'}]",UR1
real estate,urban_real_estate,GB00BYW0PQ60,LAND SECURITIES GROUP PLC,32,"Se enfoca en la propiedad, desarrollo y gestión de propiedades urbanas, contribuyendo a la infraestructura y actividad económica de los centros urbanos clave.",,288529684,GBP,LAND,SMART,STK,False,,UR1
real estate,urban_real_estate,US59522J1034,MID-AMERICA APARTMENT COMM,33,"Se enfoca en la propiedad, desarrollo y gestión de comunidades de apartamentos dentro de los mercados inmobiliarios urbanos.",,9317,USD,MAA,SMART,STK,True,,UR1
real estate,urban_real_estate,US8678921011,SUNSTONE HOTEL INVESTORS INC,34,"Invierte en una cartera de hoteles predominantemente ubicados en los principales mercados urbanos y turísticos, contribuyendo al panorama inmobiliario comercial de estas áreas.","El compromiso de Sunstone Hotel Investors con el tema de Bienes Raíces Urbanos es evidente a través de la propiedad y operación de hoteles en diversas ubicaciones urbanas, incluyendo Long Beach, Portland, Nueva Orleans, San Francisco y Washington D.C. Los hoteles urbanos de la empresa se benefician de importantes barreras de entrada y diversos impulsores económicos, y se espera que el Andaz Miami Beach contribuya con una cantidad sustancial de EBITDA. La empresa también discute el rendimiento y las renovaciones de hoteles en estas ciudades, destacando la importancia de su ubicación y el impacto de los eventos urbanos y los viajes de negocios en sus ingresos.",31729162,USD,SHO,SMART,STK,True,"[{'name': 'sho-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sho-Q324-10-Q.html'}, {'name': 'sho-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sho-Q225-10-Q.html'}, {'name': 'sho-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sho-FY24-10-K.html'}, {'name': 'sho-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sho-Q125-10-Q.html'}]",UR1
real estate,urban_real_estate,US2227955026,COUSINS PROPERTIES INC,35,"Se centra en el desarrollo y la gestión de propiedades inmobiliarias urbanas de alta calidad, contribuyendo a la revitalización y el crecimiento de los centros urbanos.","La participación de Cousins Properties en el tema de Bienes Raíces Urbanos es evidente en su enfoque estratégico de poseer carteras de oficinas urbanas de primera categoría en los mercados del Sun Belt, incluyendo Austin, Atlanta, Charlotte, Tampa, Phoenix, Dallas y Nashville. Este enfoque se destaca por la adquisición de propiedades como The Link en Uptown Dallas, una propiedad de oficinas de estilo de vida de trofeo, y sus continuos esfuerzos para mejorar su cartera de estilo de vida. Las inversiones, adquisiciones y proyectos de desarrollo de la empresa se encuentran en estas áreas metropolitanas, con una estrategia centrada en la creación de valor a través de la propiedad de estas propiedades.",370528272,USD,CUZ,SMART,STK,True,"[{'name': 'cuz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cuz-Q225-10-Q.html'}, {'name': 'cuz-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cuz-Q125-10-Q.html'}]",UR1
real estate,urban_real_estate,US49427F1084,KILROY REALTY CORP,36,"Se enfoca en la propiedad, desarrollo y gestión de propiedades inmobiliarias urbanas de alta calidad.","La estrategia comercial de Kilroy Realty Corporation enfatiza fuertemente los bienes raíces urbanos a través de su enfoque en poseer, desarrollar, adquirir y administrar propiedades de primera clase. Esto es evidente en su concentración en las principales ciudades de EE. UU. como Los Ángeles, San Diego, el Área de la Bahía de San Francisco, Seattle y Austin, que consideran que tienen ventajas estratégicas y fuertes barreras de entrada. La cartera de la empresa incluye tipos de propiedades de oficinas, ciencias de la vida y de uso mixto de primera clase dentro de estas áreas metropolitanas.",2586128,USD,KRC,SMART,STK,True,"[{'name': 'krc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/krc-FY24-10-K.html'}]",UR1
