industry,theme,isin_code,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
energy and utilities,microgrid_solutions,US29355A1079,ENPHASE ENERGY INC,13,"Desarrolla y suministra sistemas integrados de energía solar, almacenamiento de baterías y gestión de energía que son cruciales para permitir soluciones de microrredes resilientes e independientes para hogares y empresas.","Enphase demuestra un interés en las soluciones de microrredes a través de varias iniciativas, incluido el lanzamiento del producto IQ Balcony Solar en Alemania y Bélgica, diseñado para que los residentes de apartamentos aprovechen la energía solar, y sus planes de expansión a otros países europeos y asiáticos. Este producto, construido sobre una arquitectura acoplada a CA, se puede enchufar a una toma de corriente estándar e incluso admite respaldo de luz solar durante cortes de red a través de una toma auxiliar en la puerta de enlace IQ Balcony. Además, los sistemas de almacenamiento IQ Battery de Enphase, basados en el sistema de energía Ensemble OS™, son independientes de la red, y la empresa está expandiendo su soporte para plantas de energía virtuales a través de programas de servicios de red en varios estados, impulsados por la IQ Battery 5P. La empresa también está abordando la creciente demanda de baterías de mayor contenido nacional en áreas como Puerto Rico, impulsada por una mayor necesidad de resiliencia.",105368327,USD,ENPH,SMART,STK,True,"[{'name': 'enph-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/enph-Q324-10-Q.html'}]",MIC
energy and utilities,microgrid_solutions,US83417M1045,SOLAREDGE TECHNOLOGIES INC,14,"Proporciona soluciones avanzadas de electrónica de potencia y gestión de energía que son integrales para el desarrollo y la operación de microrredes alimentadas por energía solar, mejorando la independencia y la resiliencia energética.","El compromiso de SolarEdge con las soluciones de microrredes es evidente a través del desarrollo, la fabricación y la venta de productos dentro del segmento solar que atienden a una variedad de segmentos del mercado energético. Las ofertas de productos diversificados de la empresa incluyen servicios de red y plantas de energía virtuales, lo que indica una conexión con las soluciones de microrredes. Si bien estos servicios forman parte de una cartera más amplia que incluye energía solar residencial, comercial y a gran escala, gestión de energía del hogar y carga de vehículos eléctricos, resaltan el papel de SolarEdge en la prestación de servicios de red, un componente de las soluciones de microrredes.",188625650,USD,SEDG,SMART,STK,True,"[{'name': 'sedg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sedg-Q125-10-Q.html'}, {'name': 'sedg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sedg-Q225-10-Q.html'}, {'name': 'sedg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sedg-FY24-10-K.html'}, {'name': 'sedg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sedg-Q324-10-Q.html'}]",MIC
energy and utilities,microgrid_solutions,US00130H1059,AES CORP,15,"Se dedica al desarrollo y operación de soluciones de microrredes, contribuyendo a una infraestructura energética descentralizada y resiliente.",,2560358,USD,AES,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US4657411066,ITRON INC,16,Ofrece soluciones de red inteligente que son cruciales para la gestión eficiente y la integración de sistemas de microrredes.,"La plataforma de Itron incorpora soluciones de microrredes junto con otras tecnologías relacionadas con la red, como plantas de energía virtuales, reducción de picos y respuesta a la demanda. La empresa apoya proyectos de modernización de la red, integrando capacidades de inteligencia distribuida para mejorar la eficiencia, confiabilidad, resiliencia y seguridad de las operaciones. El segmento de Soluciones Conectadas de Itron proporciona soluciones IIoT que respaldan la gestión de recursos energéticos distribuidos (DERMs), lo cual es relevante para las soluciones de microrredes, e incluye productos y software para la gestión de dispositivos de comunicación y redes de datos.",270760,USD,ITRI,SMART,STK,True,"[{'name': 'itri-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/itri-Q324-10-Q.html'}]",MIC
energy and utilities,microgrid_solutions,US2910111044,EMERSON ELECTRIC CO,17,"Proporciona tecnologías avanzadas de automatización y soluciones de software que permiten la operación y el control eficientes de microrredes, mejorando la confiabilidad y sostenibilidad de la energía.",,6842,USD,EMR,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,JP3955000009,YOKOGAWA ELECTRIC CORP,18,Proporciona sistemas avanzados de control y gestión de energía esenciales para la operación eficiente y la optimización de soluciones de microrredes.,,13905738,JPY,6841,SMART,STK,False,,MIC
energy and utilities,microgrid_solutions,US29415C1018,EOS ENERGY ENTERPRISES INC,19,Involucrado en el desarrollo y despliegue de Soluciones de Microredes.,"Eos Energy Enterprises demuestra su compromiso con las soluciones de microrredes a través de varios proyectos, incluido uno con una gran empresa de servicios públicos regulada en el sureste para apoyar a dos escuelas en Florida y un pedido repetido para una microrred de energía renovable en tierras tribales de California. La empresa destaca la seguridad de sus productos, particularmente para su uso cerca de niños en entornos escolares, y enfatiza los beneficios que aporta a los grandes operadores de almacenamiento de energía dentro del mercado de microrredes. Estos proyectos muestran la capacidad de Eos para proporcionar sistemas de energía seguros y localizados, reforzando su presencia en el sector de las microrredes.",455592457,USD,EOSE,SMART,STK,False,,MIC
energy and utilities,microgrid_solutions,US29275Y1029,ENERSYS,20,"Proporciona soluciones avanzadas de almacenamiento de energía y sistemas de energía críticos para mejorar la confiabilidad, eficiencia y sostenibilidad de las implementaciones de microrredes.","La participación de EnerSys en Soluciones de Microrredes es evidente en sus sistemas de almacenamiento de energía de baterías (BESS) y en la generación de informes de datos basados en la nube, que en conjunto sientan las bases para microrredes in situ. Estas soluciones permiten a los clientes almacenar, gestionar y utilizar la energía de manera eficiente. Si bien EnerSys sienta las bases para microrredes in situ, no hay un porcentaje explícito de contribución a los ingresos.",30219446,USD,ENS,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US86771W1053,SUNRUN INC,21,"Ofrece soluciones distribuidas de energía solar y almacenamiento de baterías que se pueden integrar en configuraciones de microrredes, mejorando la resiliencia y la independencia energética de los clientes.","El compromiso de la empresa con las Soluciones de Microredes es evidente a través de su posición como el mayor operador de plantas de energía distribuidas de hogar a red del país, gestionando más de 3 gigavatios-hora de energía despachable de baterías domésticas y casi 8 gigavatios de capacidad de generación solar. Esta red de plantas de energía de hogar a red proporciona energía despachable a pedido, previniendo apagones y reduciendo los costos de energía para comunidades y servicios públicos. Además, la empresa está desarrollando activamente su negocio de servicios de red, creando plantas de energía virtuales para mejorar la resiliencia de la red e integrar nuevas tecnologías energéticas, desplegando sistemas de baterías en colaboración con los administradores de la red para maximizar el valor para los servicios públicos y los clientes.",202225016,USD,RUN,SMART,STK,True,"[{'name': 'run-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/run-Q324-10-Q.html'}, {'name': 'run-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/run-Q225-10-Q.html'}, {'name': 'run-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/run-FY24-10-K.html'}]",MIC
energy and utilities,microgrid_solutions,US69331C1080,P G & E CORP,22,Enfatiza las microrredes como un enfoque estratégico para mejorar la confiabilidad de la red e integrar recursos energéticos distribuidos.,,2586035,USD,PCG,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US26441C2044,DUKE ENERGY CORP,23,"Se enfoca en el desarrollo e integración de soluciones de microrredes para mejorar la confiabilidad y resiliencia de la red, a menudo incorporando fuentes de energía renovable.",,110176011,USD,DUK,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US4198701009,HAWAIIAN ELECTRIC INDS,24,Participación en Soluciones de Microredes.,"El compromiso de la empresa con las soluciones de microrredes es evidente a través de su participación en procedimientos de tarifas de servicios de microrredes y sus esfuerzos para construir resiliencia energética en las comunidades de Hawái. Esto está respaldado además por la Ley 266, que autoriza el transporte de energía renovable y exige que la PUC establezca políticas relacionadas con las tarifas de servicios de microrredes, incluida la investigación del establecimiento de políticas y procedimientos de transporte de electricidad. La empresa también está evaluando el desarrollo comercial de microrredes, lo que refleja un enfoque exploratorio para incorporar microrredes en la modernización de la red y el apoyo a la resiliencia. El reconocimiento por parte de la legislatura de Hawái del papel de las microrredes en la mejora de la seguridad pública frente a eventos climáticos extremos también subraya la importancia de esta iniciativa.",7947,USD,HE,SMART,STK,False,"[{'name': 'he-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q225-10-Q.html'}, {'name': 'he-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/he-FY24-10-K.html'}]",MIC
energy and utilities,microgrid_solutions,US2091151041,CONSOLIDATED EDISON INC,25,Aborda Soluciones de Microredes dentro de su marco operativo.,,6691,USD,ED,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US0009571003,ABM INDUSTRIES INC,26,Mantiene una participación en Soluciones de Microredes a través de sus actividades operativas.,"El segmento de Soluciones Técnicas de ABM demuestra una fuerte conexión con las soluciones de microrredes, especializándose en su diseño e instalación. Este segmento representa casi el 60% de sus ingresos, impulsado por una sólida demanda de microrredes, centros de datos y servicios de energía. ABM aseguró aproximadamente $190 millones en nuevos negocios de un importante minorista para la construcción de una microrred, lo que refleja la confianza en su experiencia y tecnología. La empresa también tiene una cartera de pedidos significativa de $700 millones en el segmento de Soluciones Técnicas, lo que enfatiza aún más la importancia de las microrredes para su negocio.",4050,USD,ABM,SMART,STK,True,"[{'name': 'abm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abm-Q324-10-Q.html'}, {'name': 'abm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abm-Q225-10-Q.html'}, {'name': 'abm-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abm-Q224-10-Q.html'}, {'name': 'abm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/abm-FY24-10-K.html'}]",MIC
energy and utilities,microgrid_solutions,US70202L1026,PARSONS CORP,27,Opera dentro del sector de Soluciones de Microredes.,,365037248,USD,PSN,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US6293775085,NRG ENERGY INC,28,"Proporciona soluciones de microrredes que ofrecen generación y distribución de energía localizada, mejorando la resiliencia y la eficiencia energética para diversas aplicaciones.","El compromiso de NRG con las Soluciones de Microredes se demuestra a través de la adquisición de CPower, un líder en la optimización de energía distribuida, que incluye una plataforma de planta de energía virtual (VPP) comercial e industrial de 6 gigavatios. Esta plataforma gestiona recursos de energía distribuida y atiende a más de 2.000 clientes en diversos sectores, lo que indica una participación en la gestión de energía localizada. La empresa anticipa un crecimiento significativo en la capacidad de respuesta a la demanda residencial, lo que enfatiza aún más su enfoque en las oportunidades de VPP.",10188791,USD,NRG,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US7365088472,PORTLAND GENERAL ELECTRIC CO,29,Facilita la adopción y operación de soluciones de microrredes dentro de su red energética.,"La participación de PGE en soluciones de microrredes es evidente a través de sus esfuerzos continuos para desarrollar microrredes como parte de su estrategia más amplia para mejorar la red, apoyar programas de ahorro de energía para clientes y buscar la generación distribuida y el almacenamiento de energía. Si bien PGE persigue activamente el desarrollo de microrredes, no es necesariamente un componente insignia, ni la empresa reclama ninguna tecnología o enfoque único en esta área. La búsqueda de microrredes por parte de la empresa es parte de sus esfuerzos para mejorar la confiabilidad de la red y apoyar los sistemas de energía localizados.",38608398,USD,POR,SMART,STK,True,"[{'name': 'por-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/por-Q125-10-Q.html'}, {'name': 'por-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/por-Q324-10-Q.html'}, {'name': 'por-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/por-FY24-10-K.html'}, {'name': 'por-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/por-Q225-10-Q.html'}]",MIC
energy and utilities,microgrid_solutions,US30161N1019,EXELON CORP,30,Implica el desarrollo e implementación de soluciones de microrredes para mejorar la resiliencia y confiabilidad energética para sus clientes.,,11000,USD,EXC,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US8168511090,SEMPRA,31,Implica el desarrollo e integración de sistemas de energía localizados para mejorar la resiliencia de la red y la independencia energética.,,11020,USD,SRE,SMART,STK,True,,MIC
energy and utilities,microgrid_solutions,US15189T1079,CENTERPOINT ENERGY INC,32,Participa en el desarrollo e integración de sistemas energéticos localizados diseñados para proporcionar energía resiliente y fiable.,"La participación de la empresa en Soluciones de Microrredes es evidente a través de su Plan de Resiliencia del Sistema de Transmisión y Distribución, que incluye un programa piloto de microrredes que se implementará durante un período de tres años. Este programa es parte de un conjunto más amplio de 39 medidas de mejora de la resiliencia. Si bien la empresa está explorando soluciones de microrredes, el proyecto aún se encuentra en fase piloto, lo que sugiere que aún no es un foco estratégico importante.",8093,USD,CNP,SMART,STK,True,"[{'name': 'cnp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cnp-Q225-10-Q.html'}, {'name': 'cnp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cnp-FY24-10-K.html'}]",MIC
