industry,theme,isin_code,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
entertainment and media,interactive_entertainment,US67066G1040,NVIDIA CORP,11,"Desarrolla y suministra unidades de procesamiento gráfico y plataformas de software de alto rendimiento que son fundamentales para los juegos modernos y la industria del entretenimiento interactivo en general, mejorando el realismo visual y el rendimiento.",,4815747,USD,NVDA,SMART,STK,True,,INT
entertainment and media,interactive_entertainment,US0231351067,AMAZON.COM INC,12,"Apoya el sector del entretenimiento interactivo operando una plataforma líder de transmisión en vivo, ofreciendo un servicio de juegos en la nube y desarrollando contenido de videojuegos original.",,3691937,USD,AMZN,SMART,STK,True,,INT
entertainment and media,interactive_entertainment,FR0000054470,UBISOFT ENTERTAINMENT,13,"Desarrolla y publica una cartera diversa de videojuegos para múltiples plataformas, contribuyendo significativamente al sector del entretenimiento interactivo a nivel mundial.",,2953285,EUR,UBI,SMART,STK,False,,INT
entertainment and media,interactive_entertainment,JP3778630008,BANDAI NAMCO HOLDINGS INC,14,"Desarrolla y publica una amplia gama de videojuegos y entretenimiento digital, contribuyendo significativamente a la industria del entretenimiento interactivo.",,36215830,JPY,7832,SMART,STK,False,,INT
entertainment and media,interactive_entertainment,US26142V1052,DRAFTKINGS INC-CL A,15,"Se enfoca en proporcionar plataformas de apuestas deportivas en línea y deportes de fantasía, involucrando a los usuarios en experiencias interactivas de entretenimiento digital.","DraftKings se identifica como una empresa de entretenimiento deportivo digital y juegos, que ofrece apuestas deportivas en línea y minoristas, casino en línea (iGaming) y deportes de fantasía diarios (DFS). El enfoque de la empresa en expandir sus ofertas de productos Sportsbook e iGaming es una prioridad estratégica, evidenciada por aumentos sustanciales de ingresos y un fuerte compromiso de los usuarios en estas áreas. Una parte significativa de los ingresos totales de la empresa proviene de Sportsbook e iGaming, lo que demuestra un fuerte vínculo con el entretenimiento interactivo. Además, la empresa rastrea los Pagadores Únicos Mensuales (MUP) como un indicador clave de su base de usuarios de juegos en línea, lo que resalta la importancia del entretenimiento interactivo para sus operaciones.",560105364,USD,DKNG,SMART,STK,False,"[{'name': 'dkng-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dkng-Q125-10-Q.html'}]",INT
entertainment and media,interactive_entertainment,JP3283460008,KOEI TECMO HOLDINGS CO LTD,16,"Se dedica a la planificación, el desarrollo y la venta de software de entretenimiento interactivo, contribuyendo al mercado mundial de videojuegos.",,59156326,JPY,3635,SMART,STK,False,,INT
entertainment and media,interactive_entertainment,US9344231041,WARNER BROS DISCOVERY INC,17,"Desarrolla y publica videojuegos y experiencias interactivas aprovechando su extensa cartera de propiedades intelectuales icónicas, contribuyendo significativamente al sector del entretenimiento interactivo.",,554208351,USD,WBD,SMART,STK,True,,INT
entertainment and media,interactive_entertainment,US36467W1099,GAMESTOP CORP-CLASS A,18,"Opera como minorista que ofrece hardware, software y accesorios de videojuegos, sirviendo como canal de distribución de productos de entretenimiento interactivo.","El enfoque de GameStop en el entretenimiento interactivo es evidente a través de su posición como minorista especializado líder en juegos y productos relacionados, ofrecidos a través de su red de tiendas y plataformas en línea. Las ventas netas de la empresa están significativamente impulsadas por el hardware, los accesorios y el software, todos ellos integrales para la experiencia de entretenimiento interactivo. Como minorista, GameStop asigna su fuerza laboral y recursos al entretenimiento interactivo.",36285627,USD,GME,SMART,STK,True,"[{'name': 'gme-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gme-Q224-10-Q.html'}]",INT
entertainment and media,interactive_entertainment,GG00BMF1JR16,GENIUS SPORTS LTD,19,"Proporciona soluciones de datos y tecnología que sustentan experiencias deportivas interactivas, incluidas las apuestas deportivas y los deportes de fantasía.",,482880561,USD,GENI,SMART,STK,False,,INT
entertainment and media,interactive_entertainment,US64110L1061,NETFLIX INC,20,"Ofrece una cartera creciente de juegos móviles y experiencias de narración interactiva, mejorando su servicio de suscripción con diversas opciones de entretenimiento.",,15124833,USD,NFLX,SMART,STK,True,,INT
