industry,theme,isin_code,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
automotive,automotive_telematics,US3453708600,FORD MOTOR CO,11,"Desarrolla e integra sistemas telemáticos avanzados en su cartera de vehículos, ofreciendo servicios conectados que mejoran el rendimiento, la seguridad y la comodidad del conductor.","La participación de Ford en la Telemática Automotriz es evidente a través del crecimiento de sus suscripciones de software Ford Pro, impulsado específicamente por las suscripciones de telemática y gestión de flotas. Este crecimiento se refleja en un aumento del 24% en las suscripciones de software de pago, alcanzando las 757.000, y un aumento correspondiente del 24% en los ingresos mensuales promedio por unidad (ARPU), lo que destaca la creciente importancia de la telemática dentro de las ofertas de la empresa. La duplicación de las suscripciones de telemática y gestión de flotas subraya aún más la inversión y expansión de Ford en soluciones de telemática automotriz.",9599491,USD,F,SMART,STK,True,,AU6
automotive,automotive_telematics,US37045V1008,GENERAL MOTORS CO,12,"Es un proveedor significativo de soluciones de telemática automotriz, integrando conectividad avanzada y servicios en el automóvil en sus ofertas de vehículos.",,80986742,USD,GM,SMART,STK,True,,AU6
automotive,automotive_telematics,US67066G1040,NVIDIA CORP,13,"Ofrece plataformas de computación de alto rendimiento y soluciones de IA que potencian sistemas telemáticos avanzados, permitiendo funciones como la conducción autónoma, cabinas inteligentes y servicios de vehículos conectados.",,4815747,USD,NVDA,SMART,STK,True,,AU6
automotive,automotive_telematics,FR0013176526,VALEO,14,"Desarrolla y suministra sistemas telemáticos avanzados y soluciones de conectividad que mejoran la seguridad, la eficiencia y las capacidades de conducción autónoma de los vehículos para la industria automotriz.",,235161255,EUR,FR,SMART,STK,False,,AU6
automotive,automotive_telematics,US8962391004,TRIMBLE INC,15,"Proporciona soluciones para el seguimiento de vehículos, gestión de flotas y navegación, aprovechando su experiencia en tecnologías de posicionamiento para el sector de la telemática automotriz.",,275294,USD,TRMB,SMART,STK,True,,AU6
automotive,automotive_telematics,SGXZ19450089,KAROOOOO LTD,16,"Se enfoca en la entrega de soluciones telemáticas automotrices integrales, lo que permite el seguimiento de vehículos en tiempo real, la gestión de flotas y información basada en datos para mejorar la eficiencia operativa y la seguridad.","El compromiso de Karooooo con la telemática automotriz es evidente en su plataforma SaaS diseñada para vehículos conectados y activos móviles, que tiene como objetivo mejorar la eficiencia operativa, reducir costos, mejorar la seguridad y garantizar el cumplimiento para las empresas. La plataforma de la compañía integra datos de OEM a través de API, lo que facilita el acceso y la integración perfecta de datos de vehículos conectados. Además, el Cartrack Operations Cloud de Karooooo ofrece telemática en tiempo real, gestión de flotas y optimización de activos, lo que destaca el enfoque de la compañía en proporcionar soluciones telemáticas avanzadas.",479786418,USD,KARO,SMART,STK,False,,AU6
automotive,automotive_telematics,CH0114405324,GARMIN LTD,17,"Desarrolla soluciones de navegación y coches conectados que integran GPS, tráfico en tiempo real y funciones de comunicación para aplicaciones automotrices.",,76791198,USD,GRMN,SMART,STK,True,,AU6
automotive,automotive_telematics,US00206R1023,AT&T INC,18,Proporciona soluciones de conectividad esenciales para soportar sistemas y servicios de telemática automotriz.,,37018770,USD,T,SMART,STK,True,,AU6
automotive,automotive_telematics,US92343V1044,VERIZON COMMUNICATIONS INC,19,"Proporciona conectividad inalámbrica y servicios de red cruciales para habilitar soluciones de telemática automotriz, apoyando la comunicación en el vehículo, la navegación y los sistemas de entretenimiento.",,4901,USD,VZ,SMART,STK,True,,AU6
automotive,automotive_telematics,US92511U1025,VERRA MOBILITY CORP,20,"Proporciona soluciones que utilizan datos telemáticos para peajes electrónicos, aplicación automatizada de la ley y servicios de gestión de flotas, contribuyendo a la infraestructura de transporte inteligente.",,337722877,USD,VRRM,SMART,STK,True,,AU6
automotive,automotive_telematics,KYG037AX1015,AMBARELLA INC,21,Permite sistemas avanzados de asistencia al conductor y funcionalidades inteligentes dentro de la telemática automotriz a través de sus procesadores de visión IA.,"La exposición de Ambarella a la telemática automotriz se demuestra a través de importantes victorias de clientes e integraciones de productos. Samsara, un proveedor líder de soluciones de telemática para flotas comerciales, presentó su plataforma AI Multicam basada en el SoC de IA CV72 de Ambarella, que ofrece visibilidad en vivo de 360 grados y detección de riesgos en tiempo real. Además, RoadEazy utiliza la cámara de doble vista basada en CV25 de Ambarella en su producto RZ1 para mejorar la seguridad y la rendición de cuentas de la flota, capturando imágenes de la carretera y la cabina con IA integrada en el borde para identificar riesgos como la conducción distraída.",115324103,USD,AMBA,SMART,STK,False,,AU6
automotive,automotive_telematics,US76954A1034,RIVIAN AUTOMOTIVE INC-A,22,"Integra sistemas telemáticos avanzados para proporcionar conectividad, infoentretenimiento, navegación y diagnósticos remotos dentro de sus vehículos eléctricos.",,525768800,USD,RIVN,SMART,STK,False,,AU6
automotive,automotive_telematics,US0326541051,ANALOG DEVICES INC,23,Proporciona soluciones avanzadas de procesamiento de señales y conectividad esenciales para el desarrollo y la funcionalidad de los sistemas telemáticos automotrices.,,4157,USD,ADI,SMART,STK,True,,AU6
automotive,automotive_telematics,US8299331004,SIRIUS XM HOLDINGS INC,24,"Ofrece plataformas de radio satelital y vehículos conectados, integrando servicios de entretenimiento y datos en el ecosistema telemático automotriz.","La participación de SiriusXM en Telemática Automotriz es evidente a través de su provisión de servicios de vehículos conectados a varios fabricantes de automóviles, diseñados para mejorar la seguridad, la protección y la experiencia de conducción. Estos servicios forman parte del flujo de ingresos de Sirius XM, con ingresos específicos atribuidos a ellos. Además de estos servicios, la empresa ofrece un conjunto de servicios de datos que incluyen pronósticos meteorológicos gráficos, precios de combustible e información de tráfico.",727785544,USD,SIRI,SMART,STK,False,"[{'name': 'siri-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/siri-Q125-10-Q.html'}, {'name': 'siri-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/siri-FY24-10-K.html'}]",AU6
automotive,automotive_telematics,US83088M1027,SKYWORKS SOLUTIONS INC,25,Proporciona soluciones que respaldan la funcionalidad de los sistemas de telemática automotriz.,"Skyworks enfatiza la creciente demanda de enlaces inalámbricos seguros en la industria automotriz, particularmente en telemática 5G, como un impulsor clave del crecimiento. La empresa está asegurando activamente programas con fabricantes de equipos originales (OEM) de automóviles que incluyen telemática 5G y ganando programas en una variedad de productos, incluida la telemática 5G. A medida que los vehículos se definen cada vez más por software y se conectan, Skyworks ve oportunidades de contenido crecientes en áreas que van desde la telemática 5G hasta las actualizaciones inalámbricas y el infoentretenimiento.",4726021,USD,SWKS,SMART,STK,True,,AU6
automotive,automotive_telematics,US8825081040,TEXAS INSTRUMENTS INC,26,Desarrolla componentes semiconductores que permiten diversas funcionalidades dentro de los sistemas de telemática automotriz.,,13096,USD,TXN,SMART,STK,True,,AU6
automotive,automotive_telematics,US4581401001,INTEL CORP,27,Mantiene una presencia en la industria de Telemática Automotriz.,,270639,USD,INTC,SMART,STK,True,,AU6
automotive,automotive_telematics,US77664L2079,ROOT INC/OH -CLASS A,28,"Contribuye al sector de Telemática Automotriz, una industria enfocada en la integración de tecnologías de comunicación e información dentro de los vehículos.","Root aprovecha la telemática de manera extensiva en sus procesos de fijación de precios y suscripción, utilizando un enfoque basado en datos y tecnología que incorpora modelos telemáticos propios. La compañía emplea el aprendizaje automático para refinar los datos de comportamiento obtenidos de los dispositivos móviles de los clientes, que luego se modelan utilizando métodos estadísticos avanzados para generar puntuaciones de comportamiento utilizables. Root también se enfoca en expandir su alcance dentro del sector automotriz a través de asociaciones como la de Hyundai Capital America, con el objetivo de proporcionar tarifas basadas en datos y experiencias conectadas a los clientes.",579315774,USD,ROOT,SMART,STK,False,"[{'name': 'root-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/root-Q225-10-Q.html'}, {'name': 'root-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/root-FY24-10-K.html'}]",AU6
automotive,automotive_telematics,US0528001094,AUTOLIV INC,29,Incorpora aspectos relacionados con la Telemática Automotriz dentro de sus operaciones generales.,,2746144,USD,ALV,SMART,STK,True,,AU6
automotive,automotive_telematics,US0200021014,ALLSTATE CORP,30,Utiliza la telemática automotriz para recopilar información relevante para sus ofertas de seguros y gestión de riesgos.,"El compromiso de Allstate con la telemática automotriz es evidente a través de su fuerte inversión en Arity, que aprovecha la telemática para mejorar la eficiencia del sistema de transporte personal. Allstate está utilizando los 2 billones de millas de datos de conducción de Arity para analizar cómo los coches conectados impactan la frecuencia y los costos de los accidentes, con el objetivo de mejorar la seguridad y la eficiencia generales. Arity también está expandiendo sus servicios a compañías de seguros y abriéndose camino en la inteligencia de movilidad, contribuyendo a la favorabilidad en la frecuencia, ya que los datos telemáticos indican una caída en las millas por operador año tras año.",4357,USD,ALL,SMART,STK,True,,AU6
automotive,automotive_telematics,US3719011096,GENTEX CORP,31,"Proporciona componentes y sistemas que apoyan la integración de telecomunicaciones e informática dentro de aplicaciones automotrices, contribuyendo al tema de Telemática Automotriz.",,269828,USD,GNTX,SMART,STK,True,,AU6
