industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,hybrid_vehicles,FR0000131906,RENAULT SA,11,"Desarrolla y ofrece una gama de vehículos híbridos, desempeñando un papel en la evolución de los trenes motrices automotrices electrificados.",,29612183,EUR,RNO,SMART,STK,False,,HYB
transportation and logistics,hybrid_vehicles,IE000IVNQZ81,TE CONNECTIVITY PLC,12,Suministra soluciones esenciales de conectividad y sensores que permiten la compleja arquitectura eléctrica y los sistemas de control requeridos para vehículos híbridos.,,731466402,MXN,TEL1 N,MEXI,STK,True,,HYB
transportation and logistics,hybrid_vehicles,US01749D1054,ALLEGRO MICROSYSTEMS INC,13,Soporta la funcionalidad y eficiencia de los vehículos híbridos a través de sus soluciones semiconductoras especializadas.,,452380681,USD,ALGM,SMART,STK,True,,HYB
transportation and logistics,hybrid_vehicles,US37253A1034,GENTHERM INC,14,Contribuye al tema de la industria de Vehículos Híbridos.,"Gentherm reconoce el impacto potencial de la volatilidad en los mercados de vehículos híbridos y eléctricos y cree que sus productos ofrecen ventajas, incluida una mayor eficiencia energética. Los productos de la empresa están diseñados para posicionarla bien para resistir los cambios en la mezcla de volumen entre vehículos impulsados por motores de combustión interna y vehículos híbridos y otros vehículos eléctricos. Si bien los productos de Gentherm ofrecen ventajas para los vehículos híbridos, la empresa no fabrica vehículos híbridos por sí misma.",113306104,USD,THRM,SMART,STK,True,"[{'name': 'thrm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/thrm-Q324-10-Q.html'}, {'name': 'thrm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/thrm-Q125-10-Q.html'}, {'name': 'thrm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/thrm-FY24-10-K.html'}]",HYB
transportation and logistics,hybrid_vehicles,GB00BFMBMT84,SENSATA TECHNOLOGIES HOLDING,15,Desarrolla sensores críticos y soluciones de control que permiten una funcionalidad avanzada y optimizan la eficiencia dentro de las arquitecturas de vehículos híbridos.,,311458442,USD,ST,SMART,STK,True,,HYB
transportation and logistics,hybrid_vehicles,US2310211063,CUMMINS INC,16,Participa en actividades relacionadas con el tema de Vehículos Híbridos.,"El compromiso de Cummins con el tema de Vehículos Híbridos es evidente a través de su diversa gama de productos, que incluye trenes motrices avanzados diésel, gas natural, eléctricos e híbridos. Esto se ve respaldado además por su adquisición de First Mode, una empresa especializada en soluciones híbridas de reacondicionamiento para operaciones mineras y ferroviarias, que proporciona el primer sistema híbrido de reacondicionamiento comercialmente disponible para equipos mineros. Si bien los trenes motrices híbridos forman parte de las ofertas de Cummins, se mencionan en un contexto más amplio, y la adquisición de First Mode por parte de la empresa indica un interés estratégico en la tecnología híbrida, particularmente en soluciones de reacondicionamiento.",6207,USD,CMI,SMART,STK,True,"[{'name': 'cmi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cmi-FY24-10-K.html'}, {'name': 'cmi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmi-Q324-10-Q.html'}]",HYB
transportation and logistics,hybrid_vehicles,US01973R1014,ALLISON TRANSMISSION HOLDING,17,Está involucrado en el tema de Vehículos Híbridos.,"La participación de Allison en el tema de los vehículos híbridos se demuestra a través del desarrollo y la promoción de su sistema de propulsión híbrida eGen Flex, que ha sido seleccionado por múltiples agencias de tránsito, incluido el Departamento de Transporte de Maryland, para su uso en autobuses urbanos. La empresa ha expresado su compromiso de apoyar a las agencias de tránsito en sus objetivos de reducción de emisiones al proporcionar soluciones híbridas innovadoras. Esto se ve aún más corroborado por el aumento de la demanda de autobuses de tránsito híbridos, que compensan parcialmente la disminución de la demanda de camiones medianos en América del Norte.",104054141,USD,ALSN,SMART,STK,False,"[{'name': 'alsn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/alsn-Q225-10-Q.html'}]",HYB
transportation and logistics,hybrid_vehicles,US9282981086,VISHAY INTERTECHNOLOGY INC,18,Desempeña un papel en el tema de Vehículos Híbridos.,"El enfoque de Vishay en la electrificación automotriz se dirige significativamente a las transmisiones híbridas, como lo demuestran sus actividades de diseño en curso en esta área. Este énfasis incluye actividades de diseño relacionadas con vehículos eléctricos de batería y transmisiones híbridas, junto con otras tecnologías automotrices. Si bien las transmisiones híbridas son un área clave de actividad de diseño, representan una contribución de ingresos relativamente pequeña.",13591,USD,VSH,SMART,STK,True,,HYB
transportation and logistics,hybrid_vehicles,US3665051054,GARRETT MOTION INC,19,Apoya el tema de Vehículos Híbridos al proporcionar tecnologías avanzadas de turbocompresor y asistencia eléctrica que mejoran la eficiencia y el rendimiento del motor en trenes motrices híbridos.,"La participación de la empresa en el tema de los vehículos híbridos es evidente a través de varios factores. Están observando que los fabricantes de automóviles, particularmente en América del Norte, se están moviendo hacia modelos híbridos, incluyendo híbridos enchufables y de gasolina, lo que presenta oportunidades significativas para la empresa. Esta transición se ve aún más resaltada por la disminución de las ventas de productos diésel en Europa debido a la creciente adopción de híbridos de gasolina. La empresa también señala el éxito en las aplicaciones de tecnología híbrida y anticipa una demanda constante de turbocompresores, impulsada por la creciente penetración de trenes motrices hibridados.",332922484,USD,GTX,SMART,STK,False,"[{'name': 'gtx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gtx-FY24-10-K.html'}, {'name': 'gtx-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gtx-Q125-10-Q.html'}, {'name': 'gtx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gtx-Q225-10-Q.html'}]",HYB
transportation and logistics,hybrid_vehicles,US1265011056,CTS CORP,20,Apoya el desarrollo y la funcionalidad de los vehículos híbridos a través de sus operaciones.,"CTS reconoce la creciente adopción de vehículos híbridos, señalando que las tasas de penetración han mejorado en algunas regiones, mientras que la penetración de vehículos eléctricos se ha suavizado. Aunque los productos de vehículos ligeros de la compañía son en su mayoría agnósticos a la tecnología de tren motriz, fabrica sensores, actuadores y componentes de conectividad para OEMs y proveedores de nivel uno en el mercado del transporte. La compañía también ha comenzado la producción de bajo volumen de su actuador de vehículo comercial de próxima generación. Si bien las ventas del mercado del transporte representan una parte de las ventas netas, las tasas de crecimiento a corto plazo para ICE frente a EV e Híbridos son una preocupación menor.",6190,USD,CTS,SMART,STK,True,"[{'name': 'cts-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cts-Q324-10-Q.html'}]",HYB
transportation and logistics,hybrid_vehicles,US92839U2069,VISTEON CORP,21,Contribuye con sistemas electrónicos y soluciones de software que se integran en plataformas de vehículos híbridos.,,79565601,USD,VC,SMART,STK,True,,HYB
transportation and logistics,hybrid_vehicles,US7751331015,ROGERS CORP,22,Está involucrado con el tema de Vehículos Híbridos.,"El enfoque de la empresa en el mercado de Vehículos Híbridos es evidente, ya que reconoce el sector de Vehículos Eléctricos/Vehículos Híbridos Eléctricos (VE/VHE) como su oportunidad de mercado de más rápido crecimiento, proyectando una tasa de crecimiento anual compuesta entre el 10% y el 15% durante los próximos años. La empresa tiene como objetivo capitalizar este crecimiento con sus avanzadas almohadillas de celdas de batería y sustratos cerámicos. Sin embargo, la empresa también experimentó menores ventas netas de VE/VHE en su segmento operativo AES.",756433,USD,ROG,SMART,STK,True,"[{'name': 'rog-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rog-FY24-10-K.html'}]",HYB
transportation and logistics,hybrid_vehicles,US71880K1016,PHINIA INC,23,Contribuye al sector de Vehículos Híbridos.,"La participación de PHINIA en el tema de Vehículos Híbridos es evidente a través de su desarrollo, diseño y fabricación de componentes y sistemas integrados optimizados para sistemas de propulsión de combustión e híbridos en varios tipos de vehículos, incluidos vehículos comerciales, industriales y ligeros. La empresa reconoce el creciente interés de los consumidores en los vehículos híbridos y enchufables como una tendencia notable que influye en su crecimiento a largo plazo. Esto está respaldado además por su compromiso con el desarrollo de nuevos productos e inversiones estratégicas destinadas a mejorar su estrategia de liderazgo de productos, que incluye la habilitación de soluciones de combustible cero y de bajas emisiones de carbono para vehículos de combustión.",638219806,USD,PHIN,SMART,STK,True,"[{'name': 'phin-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/phin-Q324-10-Q.html'}, {'name': 'phin-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/phin-Q125-10-Q.html'}, {'name': 'phin-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/phin-Q225-10-Q.html'}, {'name': 'phin-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/phin-FY24-10-K.html'}]",HYB
