industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
energy and utilities,energy_investments,IT0003132476,ENI SPA,11,"Implica una asignación de capital significativa para la exploración, el desarrollo y la producción de recursos energéticos, junto con inversiones estratégicas en energía renovable e iniciativas de descarbonización para apoyar la transición energética mundial.",,29816844,EUR,ENI,SMART,STK,False,,EN2
energy and utilities,energy_investments,US09290D1019,BLACKROCK INC,12,"Asigna capital sustancial y gestiona diversos productos de inversión centrados en el sector energético mundial, influyendo significativamente en la financiación y la dirección estratégica de las empresas energéticas.",,729193719,USD,BLK,SMART,STK,True,,EN2
energy and utilities,energy_investments,US49456B1017,KINDER MORGAN INC,13,"Invierte y opera una vasta red de infraestructura energética, incluyendo oleoductos y terminales para gas natural, productos petrolíferos refinados, petróleo crudo y dióxido de carbono, facilitando el transporte y almacenamiento esenciales para el sector energético.","Kinder Morgan demuestra un fuerte enfoque en las inversiones energéticas a través de diversas iniciativas estratégicas. La empresa está invirtiendo activamente en proyectos con rendimientos atractivos, utilizando el flujo de caja para financiar estas empresas, como lo demuestra el aumento de su cartera de proyectos y la adición de nuevos proyectos. Esto está respaldado además por la inversión planificada de $2.3 mil millones en proyectos de expansión y contribuciones a empresas conjuntas para 2025, junto con adquisiciones como la compra de $640 millones de un sistema de recolección y procesamiento de gas natural. El enfoque disciplinado de la empresa en el despliegue de capital, el enfoque en la relación riesgo-recompensa y la anticipación de beneficios fiscales significativos subrayan la importancia de las inversiones energéticas para su estrategia general.",83975037,USD,KMI,SMART,STK,True,"[{'name': 'kmi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kmi-FY24-10-K.html'}]",EN2
energy and utilities,energy_investments,US8425871071,SOUTHERN CO/THE,14,"Participa en importantes gastos de capital para el desarrollo, construcción y mantenimiento de diversas instalaciones de generación de energía e infraestructura de transmisión, impulsando inversiones significativas dentro del sector energético.",,12300,USD,SO,SMART,STK,True,,EN2
energy and utilities,energy_investments,US16411R2085,CHENIERE ENERGY INC,15,"Implica un despliegue sustancial de capital en el desarrollo y operación de instalaciones de exportación de gas natural licuado, contribuyendo significativamente a las inversiones en infraestructura energética global.","La participación de Cheniere Energy en Inversiones Energéticas es evidente a través de su continua inversión en crecimiento orgánico, particularmente en el Proyecto Corpus Christi Etapa 3. Las posiciones de terreno de la compañía en las terminales de GNL de Corpus Christi y Sabine Pass también presentan oportunidades para una mayor expansión de la capacidad de licuefacción. Estas expansiones y otros proyectos requerirán acuerdos comerciales y de financiación adecuados antes de tomar una decisión de inversión final, lo que destaca el enfoque de la compañía en un crecimiento disciplinado y acumulativo de la capacidad de licuefacción.",4728003,USD,LNG,SMART,STK,False,"[{'name': 'lng-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lng-FY24-10-K.html'}]",EN2
energy and utilities,energy_investments,NO0010096985,EQUINOR ASA,16,"Invierte significativamente en diversos proyectos energéticos, incluyendo fuentes de energía renovable y desarrollos tradicionales de petróleo y gas, para satisfacer la demanda global de energía y la transición.",,12492456,NOK,EQNR,SMART,STK,False,,EN2
energy and utilities,energy_investments,US30161N1019,EXELON CORP,17,"Realiza importantes inversiones de capital en infraestructura energética, incluida la generación, transmisión y distribución, para mejorar la confiabilidad de la red y expandir las soluciones de energía sostenible.","El enfoque de Exelon en las inversiones energéticas se demuestra por su compromiso de reinvertir las ganancias en sus sistemas de servicios públicos, con el 98% de las ganancias netas reinvertidas en los últimos 5 años para prevenir cortes. Esto está aún más respaldado por el plan de Exelon de invertir $38 mil millones hasta 2028, con $10 mil millones a $15 mil millones adicionales asignados para trabajos de transmisión más allá de ese plazo. Estas inversiones están destinadas a apoyar las jurisdicciones y garantizar un servicio confiable para los clientes.",11000,USD,EXC,SMART,STK,True,,EN2
energy and utilities,energy_investments,US29273V1008,ENERGY TRANSFER LP,18,"Implica una asignación sustancial de capital y desarrollo de infraestructura dentro del sector energético, impulsando inversiones significativas en diversos proyectos y activos energéticos.","El compromiso de Energy Transfer con las inversiones energéticas es evidente a través de sus importantes planes de gastos de capital. La empresa ha asignado aproximadamente 5 mil millones de dólares para proyectos de capital de crecimiento orgánico en 2025, esperando rendimientos de un solo dígito medio en la mayoría de estos proyectos. Estas inversiones abarcan varios proyectos de infraestructura energética, incluido el proyecto de gasoducto del Desierto del Suroeste, la expansión de la instalación de almacenamiento de gas natural de Bethel y la duplicación de un gasoducto de NGL aguas arriba de su Lone Star Express Pipeline, lo que demuestra un compromiso para expandir sus capacidades en los segmentos de NGL y productos refinados, midstream e interestatal.",37830920,USD,ET,SMART,STK,False,,EN2
energy and utilities,energy_investments,US91913Y1001,VALERO ENERGY CORP,19,"Participa directamente en importantes gastos de capital y proyectos estratégicos dentro del refino, los combustibles renovables y la infraestructura asociada, lo que demuestra una participación central en las inversiones energéticas.","El compromiso de Valero con las Inversiones Energéticas es evidente a través de su importante programa de inversión de capital. La empresa ha destinado fondos sustanciales, con $1.100 millones invertidos en los primeros seis meses de 2025 y unos $2.000 millones previstos para el año, dirigidos principalmente a sostener el negocio y perseguir estrategias de crecimiento. Estas inversiones abarcan diversos segmentos, como la refinación, el diésel renovable y el etanol, con una parte dedicada a proyectos de bajas emisiones de carbono, lo que refleja el compromiso de Valero con el sector energético.",13497,USD,VLO,SMART,STK,True,"[{'name': 'vlo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vlo-Q225-10-Q.html'}]",EN2
energy and utilities,energy_investments,US09260D1072,BLACKSTONE INC,20,"Invierte significativamente en varios sectores energéticos, incluida la generación de energía tradicional y renovable, y la infraestructura energética, a través de sus fondos de capital privado e infraestructura.",,372834689,USD,BX,SMART,STK,True,,EN2
energy and utilities,energy_investments,US4062161017,HALLIBURTON CO,21,"Proporciona servicios, tecnologías y productos esenciales que permiten y optimizan la exploración, perforación, producción y desarrollo en todo el sector energético, apoyando importantes inversiones en infraestructura energética global.",,7890,USD,HAL,SMART,STK,True,,EN2
energy and utilities,energy_investments,BMG162521014,BROOKFIELD INFRASTRUCTURE PA,22,"Implica una inversión sustancial y la operación de diversos activos de infraestructura energética, contribuyendo al desarrollo y suministro de recursos energéticos esenciales.","El compromiso de Brookfield Infrastructure Partners (bip) en Inversiones Energéticas es evidente a través de la adquisición de Colonial Enterprises, que opera el sistema de oleoductos de productos refinados más grande de los Estados Unidos, un activo considerado un componente crítico de la economía estadounidense. La adquisición cumple con los criterios de inversión energética establecidos por la compañía, y también están buscando oportunidades en GNL y otros activos relacionados, impulsados por la necesidad de capacidad adicional debido a los cambios en los flujos de materias primas. Además, Brookfield ve oportunidades de inversión en infraestructura energética relacionadas con la reindustrialización nacional y la diversificación de las fuentes de energía, aprovechando sus negocios canadienses para mejorar el flujo de moléculas y materias primas.",48085842,USD,BIP,SMART,STK,False,,EN2
energy and utilities,energy_investments,IE000S9YS762,LINDE PLC,23,"Suministra gases industriales críticos y soluciones de ingeniería vitales para una amplia gama de proyectos de producción, procesamiento y transición de energía, apoyando y habilitando directamente las inversiones energéticas globales.",,617155599,USD,LIN,SMART,STK,True,,EN2
energy and utilities,energy_investments,US69331C1080,P G & E CORP,24,"Realiza importantes inversiones de capital en infraestructura energética, incluida la generación, transmisión y distribución, para respaldar sus operaciones de servicios públicos y satisfacer la demanda de los clientes.",,2586035,USD,PCG,SMART,STK,True,,EN2
energy and utilities,energy_investments,US26884L1098,EQT CORP,25,"Implica una asignación de capital significativa hacia la exploración, el desarrollo y la producción de gas natural, contribuyendo directamente al panorama más amplio de la inversión en energía.","El enfoque de EQT en las inversiones energéticas es evidente a través de proyectos estratégicos como MVP Boost, MVP Southgate, Shippingport Industrial Park y la reurbanización de Homer City. Estas iniciativas, junto con la adquisición de Olympus Energy por 475 millones de dólares en efectivo y acciones, forman parte de una oportunidad de inversión orgánica de casi 1.000 millones de dólares. La empresa prevé que estas inversiones en negocios tanto de midstream como de upstream, incluida la infraestructura hídrica y la compresión, generarán aproximadamente 250 millones de dólares en flujo de caja libre recurrente para 2029, con una oportunidad de gasto de capital de crecimiento colectivo de aproximadamente 1.000 millones de dólares en los próximos años.",57698865,USD,EQT,SMART,STK,True,,EN2
energy and utilities,energy_investments,US00130H1059,AES CORP,26,"Implica la inversión y el desarrollo activos de una cartera diversa de proyectos de infraestructura energética a nivel mundial, contribuyendo a la expansión y modernización de los sistemas energéticos.",,2560358,USD,AES,SMART,STK,True,,EN2
energy and utilities,energy_investments,US03743Q1085,APA CORP,27,"Implica un capital sustancial en la exploración y producción global de petróleo y gas, contribuyendo directamente al suministro y desarrollo de recursos energéticos.","La participación de APA en inversiones energéticas se destaca por sus avances estratégicos en varias regiones clave, incluidas el Pérmico, Egipto y Surinam. Específicamente, el desarrollo GranMorgu en Surinam avanza hacia su primera producción de petróleo a mediados de 2028, con el apoyo de una actualización de orientación de capital de $ 275 millones para acomodar pagos de hitos y progreso. Además, APA obtuvo la aprobación presidencial para aproximadamente 2 millones de acres prospectivos netos en el Desierto Occidental, lo que demuestra un compromiso con el desarrollo energético a largo plazo.",474515500,USD,APA,SMART,STK,True,,EN2
energy and utilities,energy_investments,US9694571004,WILLIAMS COS INC,28,Se centra en la implementación estratégica de capital dentro de la industria energética.,,13805,USD,WMB,SMART,STK,True,,EN2
energy and utilities,energy_investments,US8168511090,SEMPRA,29,Se enfoca en inversiones estratégicas en proyectos de infraestructura energética para apoyar la transición hacia energía más limpia y mejorar la confiabilidad y seguridad energética.,"El compromiso de Sempra con las inversiones en energía es evidente a través de su enfoque estratégico en el desarrollo y operación de infraestructura energética. El nuevo plan de capital récord de la compañía de $56 mil millones para 2025-2029, con más de la mitad impulsado por oportunidades en Oncor, demuestra un compromiso financiero significativo. Esto se ve respaldado además por la preparación de Oncor para presentar una revisión integral de tarifas base para facilitar inversiones críticas necesarias para respaldar el crecimiento esperado de la demanda de energía, así como las inversiones de la compañía en infraestructura energética en América del Norte.",11020,USD,SRE,SMART,STK,True,"[{'name': 'sre-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sre-Q324-10-Q.html'}, {'name': 'sre-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sre-FY24-10-K.html'}]",EN2
energy and utilities,energy_investments,US69351T1060,PPL CORPORATION,30,"Implica importantes gastos de capital en infraestructura regulada de electricidad y gas natural, incluidas inversiones en activos de generación, transmisión y distribución para respaldar la entrega de energía confiable y eficiente.","El compromiso de PPL con las inversiones en energía es evidente a través de sus significativas mejoras de infraestructura, proyectando $20 mil millones en necesidades de inversión de capital de 2025 a 2028, destinadas a fortalecer la confiabilidad de la red y avanzar en su estrategia de reemplazo de generación. La compañía está construyendo nuevas unidades de ciclo combinado de gas natural y ha recibido aprobación para inversiones en infraestructura relacionadas con infraestructura eléctrica y de gas. Central para la estrategia de PPL es la recuperación eficiente de los costos de los proyectos de capital a través de varios mecanismos de fijación de tarifas, y si bien la compañía reconoce la Ley de Reducción de la Inflación, no anticipa un impacto material en sus estados financieros.",661547,USD,PPL,SMART,STK,True,"[{'name': 'ppl-Q322-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ppl-Q322-10-Q.html'}]",EN2
energy and utilities,energy_investments,US72919P2020,PLUG POWER INC,31,"Se centra en el desarrollo y despliegue de tecnología de pilas de combustible de hidrógeno y ecosistemas de hidrógeno verde, atrayendo capital significativo para infraestructuras de energía limpia y esfuerzos de descarbonización.","La participación de Plug Power en inversiones energéticas es evidente a través de diversas estrategias financieras y participaciones en proyectos. La empresa ha obtenido una financiación sustancial, incluida una garantía de préstamo del Departamento de Energía de 1.660 millones de dólares, una línea de financiación estructurada de 525 millones de dólares y 280 millones de dólares en capital recaudado en marzo, para impulsar sus objetivos de infraestructura. Estos fondos respaldan proyectos clave, como el desarrollo de una instalación en Texas, para la cual Plug ya ha gastado 250 millones de dólares con un CapEx total de 800 millones de dólares, y el proyecto de 100 MW con Galp en Portugal, que está respaldado por 84 millones de euros en subsidios operativos del Banco Europeo de Hidrógeno.",88385302,USD,PLUG,SMART,STK,False,,EN2
energy and utilities,energy_investments,US55336V1008,MPLX LP,32,"Implica una asignación sustancial de capital a infraestructura de transporte intermedio, que incluye oleoductos, instalaciones de procesamiento y terminales de almacenamiento, esenciales para la recolección, el procesamiento y el transporte eficientes de petróleo crudo, gas natural y líquidos de gas natural dentro del sector energético.","MPLX demuestra su participación en inversiones energéticas a través de adquisiciones estratégicas y empresas conjuntas, incluido el aumento de su participación en BANGL, LLC, y la formación de la Whistler Joint Venture para conectar el suministro del Pérmico con los mercados de exportación de GNL. Estas iniciativas se complementan con la expansión de su cadena de valor del Pérmico a la Costa del Golfo, que incluye la construcción de un complejo de fraccionamiento y una terminal de exportación de GLP. Solidificando aún más este enfoque, MPLX puso en servicio nuevas plantas de procesamiento tanto en las cuencas de Marcellus como en las del Pérmico y anunció una importante perspectiva de capital para proyectos de crecimiento y mantenimiento.",116339790,USD,MPLX,SMART,STK,False,"[{'name': 'mplx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mplx-FY24-10-K.html'}]",EN2
energy and utilities,energy_investments,US34379V1035,FLUENCE ENERGY INC,33,Impulsa la asignación de capital dentro del sector energético a través de su desarrollo y despliegue de tecnologías energéticas.,"La participación de Fluence en inversiones energéticas es evidente a través de varias actividades financieras y consideraciones estratégicas. La compañía firmó contratos por un valor aproximado de $700 millones en Australia y aumentó su cartera de contratos en aproximadamente $1.1 mil millones, respaldada por más de $900 millones en liquidez y una nueva línea de suministro de $150 millones. También están estratégicamente posicionados para beneficiarse de la extensión de los créditos fiscales a la inversión para almacenamiento independiente hasta 2034, lo que influye en su estrategia en EE. UU. y potencialmente les permite adquirir la línea AESC sin necesidad de capital adicional.",523222620,USD,FLNC,SMART,STK,False,,EN2
energy and utilities,energy_investments,US6745991058,OCCIDENTAL PETROLEUM CORP,34,"Se centra en el despliegue de capital significativo y proyectos estratégicos en sus actividades principales de exploración, producción y desarrollo de petróleo y gas, junto con inversiones sustanciales en soluciones de gestión de carbono.",,10880,USD,OXY,SMART,STK,True,,EN2
energy and utilities,energy_investments,US56585A1025,MARATHON PETROLEUM CORP,35,"Realiza importantes gastos de capital en sus negocios de refinación, comercialización y logística, contribuyendo significativamente a las inversiones generales del sector energético.",,89495776,USD,MPC,SMART,STK,True,,EN2
energy and utilities,energy_investments,US05722G1004,BAKER HUGHES CO,36,"Proporciona tecnologías y servicios críticos en toda la cadena de valor energética, apoyando las inversiones globales en exploración, producción y desarrollo de infraestructura de petróleo y gas.","El compromiso de Baker Hughes con las Inversiones Energéticas es evidente a través de sus transacciones estratégicas destinadas a la optimización de la cartera y la mejora del valor para el accionista a largo plazo. La empresa está invirtiendo activamente en nuevas soluciones energéticas, incluyendo la energía limpia CCUS, la reducción de emisiones, la geotermia y el hidrógeno, al tiempo que equilibra estas inversiones con la devolución de efectivo a los accionistas. Esto se demuestra además por su acuerdo para establecer una empresa conjunta con Cactus y la adquisición de Continental Disc Corporation, junto con la venta de Precision Sensors & Instrumentation, lo que refleja un compromiso con la optimización de su cartera y el enfoque en áreas de mayor crecimiento dentro del sector energético.",281316445,USD,BKR,SMART,STK,True,"[{'name': 'bkr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bkr-FY24-10-K.html'}]",EN2
energy and utilities,energy_investments,US69047Q1022,OVINTIV INC,37,"Contribuye directamente al sector energético a través de importantes inversiones en actividades de exploración, desarrollo y producción de petróleo y gas natural.","El enfoque de Ovintiv en inversiones energéticas es evidente en su objetivo estratégico de ser un productor de energía líder en América del Norte, desarrollando su cartera multizona de yacimientos de petróleo y gas natural. Esto está respaldado por un importante plan de inversión de capital, con $2,303 millones asignados en 2024 y entre $2,150 y $2,250 millones planificados para 2025, destinados a maximizar la rentabilidad a través de eficiencias operativas y de capital. El compromiso de la compañía de ofrecer rendimientos de calidad de sus inversiones de capital y proporcionar retornos de efectivo duraderos a los accionistas a través de los ciclos de precios de las materias primas subraya aún más la importancia de estas inversiones energéticas.",400651394,USD,OVV,SMART,STK,True,"[{'name': 'ovv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ovv-FY24-10-K.html'}]",EN2
energy and utilities,energy_investments,US3379321074,FIRSTENERGY CORP,38,"Dirige capital hacia el desarrollo y la modernización de su infraestructura de transmisión, distribución y generación para garantizar un suministro de energía confiable.","La participación de FirstEnergy en inversiones energéticas se demuestra a través de sus importantes programas de inversión de capital y estrategias reguladas. El compromiso de la empresa es evidente a través del programa de capital Energize365, con más de $1 mil millones invertidos solo en el primer trimestre de 2025, lo que representa un aumento interanual del 15%. Sus planes incluyen la implementación de $5 mil millones en inversiones centradas en el cliente este año y $28 mil millones hasta 2029, con estas inversiones impactando significativamente sus resultados financieros, particularmente a partir de las tarifas base actualizadas en Pensilvania, Nueva Jersey y Virginia Occidental.",3265376,USD,FE,SMART,STK,True,,EN2
energy and utilities,energy_investments,US30069T1016,EXCELERATE ENERGY INC-A,39,Impulsa un despliegue de capital significativo y atrae inversiones en infraestructura global de gas natural licuado flotante y soluciones de regasificación.,"Excelerate Energy demuestra su enfoque en inversiones energéticas a través de la adquisición de una plataforma integrada de GNL y energía downstream en Jamaica por aproximadamente mil millones de dólares. Esta adquisición incluye la Terminal de GNL de Montego Bay, la Terminal de GNL de Old Harbour y la planta de energía CHP de Clarendon, representando la única plataforma de GNL de Jamaica. Para financiar esta adquisición, Excelerate Energy completó una oferta de acciones de 8 millones de acciones ordinarias de Clase A, generando 212 millones de dólares, y cerró una oferta de 800 millones de dólares de notas sénior no garantizadas al 8% con vencimiento en 2030.",555711270,USD,EE,SMART,STK,False,,EN2
energy and utilities,energy_investments,US25746U1097,DOMINION ENERGY INC,40,"Realiza importantes gastos de capital para el desarrollo, mantenimiento y expansión de su infraestructura energética, incluidos activos de generación, transmisión y distribución de energía.",,6327,USD,D,SMART,STK,True,,EN2
energy and utilities,energy_investments,US48242W1062,KBR INC,41,"Proporciona soluciones de ingeniería, tecnología y entrega de proyectos para la producción de energía sostenible, procesamiento y desarrollo de infraestructura, apoyando las inversiones energéticas globales.",,41552939,USD,KBR,SMART,STK,True,,EN2
energy and utilities,energy_investments,US71424F1057,PERMIAN RESOURCES CORP,42,Se caracteriza por su participación en el tema de Inversiones Energéticas.,"La empresa demuestra su enfoque en inversiones energéticas a través de su importante programa de capital, asignando aproximadamente $2 mil millones anuales. Una gran parte de este programa, el 80%, se dedica a operaciones de perforación y completación dentro de la Cuenca Delaware, mientras que el 20% restante apoya el desarrollo de infraestructura para impulsar el valor futuro. Esta estrategia de asignación de capital se complementa con un programa mejorado de retorno de capital, lo que resalta el compromiso de la empresa de maximizar el valor para los accionistas a través de sus actividades relacionadas con la energía.",583257697,USD,PR,SMART,STK,True,,EN2
energy and utilities,energy_investments,US1258961002,CMS ENERGY CORP,43,"Participa activamente en inversiones de capital para desarrollar, mantener y mejorar la infraestructura energética, incluidos los sistemas de generación, transmisión y distribución de energía, contribuyendo al crecimiento y la modernización del sector energético en general.","CMS Energy se enfoca en inversiones energéticas, impulsadas por importantes inversiones planificadas para clientes que superan los $25 mil millones más allá de su plan de 5 años, incluidas inversiones en la red eléctrica, energía renovable y capacidad de gas. Estas inversiones están destinadas a mejorar la confiabilidad y resiliencia de la red, cumplir con la ley de energía limpia de Michigan y potencialmente asegurar créditos fiscales de producción e inversión para proyectos renovables. La empresa también está explorando inversiones en almacenamiento y acuerdos de compra de energía (PPA) como parte de su plan de energía renovable.",5840,USD,CMS,SMART,STK,True,,EN2
energy and utilities,energy_investments,US26875P1012,EOG RESOURCES INC,44,"Implica importantes inversiones de capital en la exploración, desarrollo y producción de petróleo y gas natural, impulsando la actividad dentro del sector energético.",,6890,USD,EOG,SMART,STK,True,,EN2
energy and utilities,energy_investments,US3364331070,FIRST SOLAR INC,45,"Desarrolla y fabrica módulos solares fotovoltaicos, sirviendo como proveedor de tecnología clave dentro del panorama más amplio de las inversiones energéticas.","La participación de First Solar en inversiones energéticas es evidente a través de su enfoque estratégico en instalaciones de fabricación, desarrollo de tecnología y materias primas, además de beneficiarse de créditos fiscales e incentivos como la Sección 45X del IRC. La empresa prevé importantes gastos de capital, incluida una inversión sustancial en una instalación en EE. UU. e iniciativas continuas de I+D. Además, First Solar monitorea de cerca y se ve influenciada por la política industrial, los créditos fiscales y las políticas comerciales que afectan a la industria solar, así como por programas de incentivos gubernamentales como el esquema de Incentivo Vinculado a la Producción (PLI) en India, para incentivar la demanda y respaldar las expansiones de las instalaciones.",41622169,USD,FSLR,SMART,STK,True,"[{'name': 'fslr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fslr-Q225-10-Q.html'}]",EN2
energy and utilities,energy_investments,GB00BDSFG982,TECHNIPFMC PLC,46,"Apoya la inversión de capital y el desarrollo de proyectos energéticos al proporcionar tecnologías, sistemas y servicios integrados para la industria del petróleo y el gas.",,262072228,USD,FTI,SMART,STK,True,,EN2
energy and utilities,energy_investments,US21037T1097,CONSTELLATION ENERGY,47,Realiza importantes gastos de capital en su diversa cartera de activos de generación de energía e infraestructura energética asociada.,"La compañía demuestra su compromiso con las inversiones en energía a través de varias iniciativas clave. Específicamente, la compañía está asignando aproximadamente $1.6 mil millones de efectivo de las operaciones para reiniciar el Crane Clean Energy Center. Este compromiso está respaldado además por la emisión de Green Senior Notes, que están destinadas a financiar o refinanciar proyectos verdes elegibles, incluyendo generación limpia, hidrógeno limpio, almacenamiento de energía y ofertas comerciales limpias. Además, la visión estratégica de la compañía incluye la búsqueda de inversiones en tecnologías nuevas y existentes para abordar la creciente demanda de energía limpia, confiable y asequible, potencialmente fortalecida por la adquisición de Calpine.",538132976,USD,CEG,SMART,STK,True,"[{'name': 'ceg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ceg-FY24-10-K.html'}, {'name': 'ceg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ceg-Q324-10-Q.html'}]",EN2
