industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
TE,BIG,MA,technology,big_data,US57636Q1040,MASTERCARD INC - A,18,"Procesa y analiza grandes volúmenes de datos de transacciones para mejorar la seguridad de los pagos, optimizar el rendimiento de la red y ofrecer información basada en datos para sus socios del ecosistema.",,38685693,USD,SMART,STK,
TE,BIG,INFA,technology,big_data,US45674M1018,INFORMATICA INC - CLASS A,19,"Proporciona soluciones integrales de gestión de datos que permiten a las organizaciones procesar, integrar y gobernar grandes volúmenes de datos diversos para análisis y conocimientos operativos.",,523014847,USD,VALUE,STK,
TE,BIG,SIE,technology,big_data,DE0007236101,SIEMENS AG-REG,20,"Aprovecha el análisis de Big Data para optimizar las operaciones industriales, mejorar las soluciones de infraestructura inteligente e impulsar la digitalización en sus diversos segmentos de negocio.",,14217,EUR,SMART,STK,
TE,BIG,MDB,technology,big_data,US60937P1066,MONGODB INC,21,"Ofrece una plataforma de base de datos basada en documentos que permite a las organizaciones almacenar, procesar y gestionar grandes volúmenes de datos diversos, abordando las necesidades de escalabilidad y flexibilidad de los entornos modernos de big data.",,292833239,USD,SMART,STK,
TE,BIG,EFX,technology,big_data,US2944291051,EQUIFAX INC,22,"Gestiona y analiza vastos conjuntos de datos de consumidores y empresas para proporcionar información crítica para el riesgo crediticio, la prevención de fraudes y la verificación de identidad, aprovechando las metodologías de Big Data para ofrecer inteligencia procesable.","Equifax está significativamente involucrada con Big Data, aprovechando sus activos de datos únicos y Single Data Fabric para potenciar nuevas soluciones a través de EFX.AI. Esto incluye el desarrollo de nuevas plataformas como Ignite e InterConnect, así como la participación de clientes con nuevos modelos y puntuaciones. Equifax también está lanzando nuevas soluciones de crédito hipotecario con indicadores TWN, con planes de introducir productos de préstamos para automóviles y P impulsados por TWN en 2025, combinando datos alternativos de crédito e indicadores de ingresos TWN en una única solución.",6735,USD,SMART,STK,
TE,BIG,INFY,technology,big_data,INE009A01021,INFOSYS LTD,23,"Proporciona servicios integrales para la gestión, el análisis y el aprovechamiento de grandes conjuntos de datos para impulsar información comercial y la transformación digital para sus clientes.",,44652017,INR,NSE,STK,
TE,BIG,ESTC,technology,big_data,NL0013056914,ELASTIC NV,24,"Ofrece un motor de búsqueda y análisis distribuido que facilita el procesamiento, análisis y visualización en tiempo real de grandes volúmenes de datos para aplicaciones de inteligencia operativa, seguridad y búsqueda empresarial.",,335844146,USD,SMART,STK,
TE,BIG,DELL,technology,big_data,US24703L2025,DELL TECHNOLOGIES -C,25,Participa en el tema de Big Data a través de sus actividades comerciales.,,346218218,USD,SMART,STK,
TE,BIG,FDS,technology,big_data,US3030751057,FACTSET RESEARCH SYSTEMS INC,26,"Procesa y entrega datos y análisis extensos de los mercados financieros, lo que permite a los clientes aprovechar grandes conjuntos de datos para tomar decisiones informadas.","La plataforma de FactSet ofrece datos exhaustivos, análisis sofisticados y tecnología flexible a profesionales financieros globales, impulsando sus flujos de trabajo de inversión críticos. La empresa continúa escalando su ecosistema de datos para proporcionar un inventario completo de datos de la industria, propietarios y de terceros, incluyendo datos granulares para verticales clave de la industria, datos de mercado en tiempo real, datos de fondos y finanzas sostenibles. FactSet cree que su amplitud de datos de alta calidad y conectados servirá como materia prima crítica para modelos de lenguaje grandes. El enfoque de la empresa en ofrecer datos exhaustivos y escalar su ecosistema de datos señala un compromiso de proporcionar un inventario completo de datos.",1847145,USD,SMART,STK,"[{'name': 'fds-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fds-Q125-10-Q.html'}, {'name': 'fds-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fds-Q325-10-Q.html'}]"
TE,BIG,RBRK,technology,big_data,US7811541090,RUBRIK INC-A,27,Opera en el ámbito del Big Data.,,699030013,USD,SMART,STK,
TE,BIG,DDOG,technology,big_data,US23804L1035,DATADOG INC - CLASS A,28,"Proporciona una plataforma para monitorear y analizar grandes volúmenes de datos operativos, permitiendo a las organizaciones administrar y optimizar sus entornos en la nube.",,383858515,USD,SMART,STK,
TE,BIG,PGY,technology,big_data,IL0011858912,PAGAYA TECHNOLOGIES LTD -A,29,"Aprovecha el análisis extensivo de big data para potenciar sus modelos de inteligencia artificial y aprendizaje automático, optimizando la evaluación crediticia y ampliando el acceso a servicios financieros.",,689365099,USD,SMART,STK,
TE,BIG,TEM,technology,big_data,US88023B1035,TEMPUS AI INC,30,"Aprovecha extensos conjuntos de datos para desarrollar y aplicar soluciones de inteligencia artificial, contribuyendo a los avances en información y análisis basados en datos.",,709237125,USD,SMART,STK,
TE,BIG,MCO,technology,big_data,US6153691059,MOODY'S CORP,31,"Aprovecha el análisis de datos extensos y grandes conjuntos de datos para mejorar sus calificaciones crediticias, evaluación de riesgos y servicios de inteligencia de mercado.",,6497,USD,SMART,STK,
TE,BIG,AI,technology,big_data,US12468P1049,C3.AI INC-A,32,Desarrolla aplicaciones de IA empresarial que procesan y analizan grandes conjuntos de datos para generar información útil y eficiencia operativa para las organizaciones.,"El enfoque de C3 AI en el desarrollo de una plataforma de software para permitir a las empresas aprovechar los big data es central para su estrategia comercial, ya que la empresa se fundó para explotar el poder de los big data, junto con la computación elástica en la nube, el IoT y el análisis predictivo. La plataforma y las ofertas de productos de la empresa están diseñadas para capitalizar el creciente mercado de estas tecnologías. Esto se demuestra con los más de $1.4 mil millones en contratos adicionales y $1.3 mil millones en ingresos de 2019 a 2024, que son atribuibles a la expansión del mercado de la computación en la nube, los big data, el IoT y el análisis predictivo.",459113767,USD,SMART,STK,"[{'name': 'ai-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ai-Q225-10-Q.html'}]"
TE,BIG,SRAD,technology,big_data,CH1134239669,SPORTRADAR GROUP AG-A,33,Aprovecha la recopilación y el análisis de extensos conjuntos de datos para potenciar sus servicios de inteligencia de datos deportivos e integridad.,,513610886,USD,SMART,STK,
TE,BIG,SNX,technology,big_data,US87162W1009,TD SYNNEX CORP,34,"Facilita la distribución de hardware, software y servicios que permiten a las organizaciones gestionar, analizar y aprovechar grandes conjuntos de datos para obtener información empresarial.",,26904835,USD,SMART,STK,
TE,BIG,CTSH,technology,big_data,US1924461023,COGNIZANT TECH SOLUTIONS-A,35,"Aprovecha las capacidades de Big Data para proporcionar servicios de consultoría, implementación y análisis, permitiendo a los clientes extraer información valiosa e impulsar la transformación digital.",,4728759,USD,SMART,STK,
TE,BIG,NTAP,technology,big_data,US64110D1046,NETAPP INC,36,Contribuye al tema de Big Data.,"La participación de NetApp en el tema de Big Data es evidente a través de sus soluciones para gestionar volúmenes sustanciales de datos estructurados y no estructurados. Las capacidades de la empresa se destacan por la dependencia de un importante banco global en NetApp para gestionar datos sensibles, utilizando un lago de datos híbrido en la nube centralizado para sus iniciativas de IA, enfatizando la resiliencia cibernética y la protección de datos. Además, un importante fabricante de automóviles seleccionó NetApp para gestionar eficientemente los enormes volúmenes de datos esenciales para entrenar modelos avanzados de IA y construir una pila de software de vehículos autónomos, y las capacidades de gobernanza de datos, seguridad y auto-tiering de NetApp desempeñaron un papel crucial en su implementación de NVIDIA SuperPod.",49921110,USD,SMART,STK,
TE,BIG,EPAM,technology,big_data,US29414B1044,EPAM SYSTEMS INC,37,"La participación en Big Data abarca la provisión de servicios de consultoría, ingeniería e implementación para clientes que buscan aprovechar grandes conjuntos de datos para obtener información empresarial y eficiencia operativa.","La participación de EPAM en Big Data es evidente en el desarrollo de visualización de datos geoespaciales impulsada por IA e información, particularmente en los sectores de petróleo y gas y manufactura. Las capacidades de la empresa se extienden al manejo de conjuntos de datos grandes e incompletos y a la entrega de aplicaciones basadas en la nube nativas de IA a escala, como lo demuestra su asociación con Google Cloud Industry Solutions y el reconocimiento como Socio del Año 2025 de Google para Petróleo y Gas. EPAM aprovecha servicios avanzados de IA generativa, incluido Amazon Bedrock, para desarrollar agentes especializados en soluciones nativas de IA que abordan los desafíos de productividad del SDLC, creando una plataforma para acelerar la modernización de la nube y los datos a través de la automatización de flujos de trabajo y herramientas impulsadas por IA.",101898880,USD,SMART,STK,
TE,BIG,GTM,technology,big_data,US98980F1049,ZOOMINFO TECHNOLOGIES INC,38,"Proporciona amplias soluciones de datos e inteligencia B2B, gestionando y entregando eficazmente grandes conjuntos de datos para esfuerzos de ventas, marketing y contratación.","La participación de ZoomInfo en el tema de Big Data es evidente en su posicionamiento estratégico como el eje inteligente para las operaciones de salida al mercado, lo que permite a las empresas avanzar hacia sistemas impulsados por IA. La Capa de Inteligencia de la empresa, construida sobre miles de millones de puntos de datos de fuentes propias y de terceros, sustenta su estrategia basada en datos. ZoomInfo ayuda a los clientes a consolidar datos en una única fuente de verdad y a permitir la activación en tiempo real en sus equipos de salida al mercado, integrando datos propios con datos de terceros para impulsar iniciativas de IA.",425203222,USD,SMART,STK,"[{'name': 'gtm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gtm-FY24-10-K.html'}]"
TE,BIG,META,technology,big_data,US30303M1027,META PLATFORMS INC-CLASS A,39,"Aprovecha datos extensos de usuarios para potenciar su negocio publicitario y mejorar sus plataformas de redes sociales, lo que requiere capacidades avanzadas de procesamiento de big data.",,107113386,USD,SMART,STK,
TE,BIG,G,technology,big_data,BMG3922B1072,GENPACT LTD,40,Utiliza Big Data para impulsar la transformación digital y ofrecer información y soluciones basadas en datos a sus clientes.,,45411028,USD,SMART,STK,
TE,BIG,BR,technology,big_data,US11133T1034,BROADRIDGE FINANCIAL SOLUTIO,41,"Aprovecha el análisis de big data para mejorar sus soluciones de tecnología financiera, proporcionando información y mejorando la eficiencia operativa para sus clientes en la industria de servicios financieros.","La participación de Broadridge en Big Data se demuestra a través de la venta de su modelo de Datos y Análisis de Demanda Global habilitado por IA a un importante gestor de activos, marcando su decimotercera venta desde su lanzamiento y enfatizando la calidad y profundidad de los datos. La compañía también está experimentando un impulso creciente en su canal de análisis de datos, que ayuda a los clientes a refinar sus estrategias de ventas. Este producto de datos impulsado por IA destaca la aplicación de Big Data por parte de Broadridge para proporcionar soluciones a los clientes, aunque su contribución específica a los ingresos sigue sin especificarse.",43523793,USD,SMART,STK,
TE,BIG,TWLO,technology,big_data,US90138F1021,TWILIO INC - A,42,Está involucrada en el tema de la industria del Big Data.,,237794430,USD,SMART,STK,
TE,BIG,RAMP,technology,big_data,US53815P1084,LIVERAMP HOLDINGS INC,43,Participa en el tema de la industria de Big Data.,"El enfoque de LiveRamp en la colaboración de datos es fundamental para su negocio, permitiendo a las empresas construir valor de marca y de negocio a través de prácticas de datos responsables. Su plataforma unifica datos de clientes y prospectos de diversas fuentes para crear una vista única del cliente mientras protege la privacidad del consumidor. Esto implica el procesamiento y la gestión de grandes conjuntos de datos, ya que LiveRamp ayuda a más de 500 marcas importantes a comprender a los consumidores en múltiples canales y a activar información en plataformas de marketing digital. La tecnología central de la empresa incluye un sistema de resolución de identidad omnicanal, lo que destaca su experiencia en colaboración de datos.",335460283,USD,SMART,STK,"[{'name': 'ramp-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ramp-Q325-10-Q.html'}]"
TE,BIG,EXLS,technology,big_data,US3020811044,EXLSERVICE HOLDINGS INC,44,Utiliza Big Data dentro de su marco operativo.,,41155380,USD,SMART,STK,
TE,BIG,YEXT,technology,big_data,US98585N1063,YEXT INC,45,"Aprovecha los principios de Big Data para organizar y distribuir grandes cantidades de información digital, mejorando las experiencias de búsqueda y la visibilidad en línea para las empresas.",,272561934,USD,SMART,STK,
TE,BIG,CVLT,technology,big_data,US2041661024,COMMVAULT SYSTEMS INC,46,"Proporciona soluciones integrales de gestión, protección y recuperación de datos que son cruciales para las organizaciones que manejan los vastos y complejos conjuntos de datos característicos de los entornos de big data.",,40738085,USD,SMART,STK,
TE,BIG,CLVT,technology,big_data,JE00BJJN4441,CLARIVATE PLC,47,Las actividades de la empresa incluyen elementos relacionados con el tema de Big Data.,,365792551,USD,SMART,STK,
TE,BIG,KD,technology,big_data,US50155Q1004,KYNDRYL HOLDINGS INC,48,Apoya las iniciativas de los clientes relacionadas con la gestión y el análisis de Big Data.,,520488080,USD,SMART,STK,
TE,BIG,BOX,technology,big_data,US10316T1043,BOX INC - CLASS A,49,Aborda aspectos del tema de la industria del Big Data.,"Box enfatiza su papel en permitir a los clientes extraer valor de datos no estructurados, que constituyen una parte significativa de la información corporativa, al permitir a los clientes revisar, resumir y extraer detalles críticos de documentos empresariales utilizando agentes de IA. Las empresas aprovechan Box AI para automatizar procesos, acelerar el desarrollo de productos, optimizar la contratación y la capacitación, y agilizar las solicitudes de préstamos. La plataforma de la empresa facilita la respuesta a preguntas de grandes conjuntos de datos y la ejecución de agentes de IA sobre datos para extraer detalles de contratos, facturas y datos de atención médica, automatizando así los flujos de trabajo.",181158987,USD,SMART,STK,
TE,BIG,ASGN,technology,big_data,US00191U1025,ASGN INC,50,Contribuye al tema Big Data a través de sus actividades comerciales.,"Los compromisos de consultoría de ASGN se centran en soluciones de IA y datos, incluida la asistencia a clientes de Fortune 200 en la modernización de sus cadenas de suministro mediante el desarrollo y la operacionalización de estrategias de datos e IA. Proporcionan equipos de consultores cercanos para apoyar la implementación de soluciones de optimización de la cadena de suministro, aprovechando plataformas para respaldar operaciones de datos y aprendizaje automático. Estos proyectos de consultoría dependen cada vez más de la IA para una gestión eficaz de los datos empresariales, con un enfoque en permitir ahorros de costos y eficiencia.",308729732,USD,SMART,STK,
TE,BIG,NTNX,technology,big_data,US67059N1081,NUTANIX INC - A,51,"Proporciona infraestructura hiperconvergente y soluciones de software en la nube que permiten a las empresas almacenar, administrar y procesar grandes volúmenes de datos para análisis de big data.",,249850033,USD,SMART,STK,
TE,BIG,NSIT,technology,big_data,US45765U1034,INSIGHT ENTERPRISES INC,52,Aborda soluciones dentro del dominio de Big Data.,,4431267,USD,SMART,STK,
