type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
industrial,sustainable_products,US2774321002,EASTMAN CHEMICAL CO,12,Se centra en el desarrollo y la provisión de productos sostenibles que contribuyen a una economía circular y reducen el impacto ambiental.,"Eastman demuestra su compromiso con los productos sostenibles a través de varias iniciativas. El modelo de crecimiento impulsado por la innovación de la empresa enfatiza la sostenibilidad y opera una gran instalación de reciclaje molecular. Eastman utiliza tecnología de reciclaje en sus productos con la marca ""Renew"" y ofrece biopolímeros biodegradables y compostables como Naia™ y Naia™ Renew. Además, Eastman está contribuyendo a una economía circular a través de la biodegradación, el reciclaje molecular y colaboraciones estratégicas, y su línea de crédito incluye términos de precios vinculados a la sostenibilidad, junto con proyectos como el ""Proyecto de Descarbonización del Reciclaje de Tereftalato de Polietileno"". La sostenibilidad es también un aspecto fundamental de las iniciativas de investigación y desarrollo de la empresa.",6832,USD,EMN,SMART,STK,True,"[{'name': 'emn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/emn-Q225-10-Q.html'}, {'name': 'emn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/emn-FY24-10-K.html'}]",SUS
industrial,sustainable_products,US94106L1098,WASTE MANAGEMENT INC,13,Apoya la economía circular procesando residuos y recuperando materiales que pueden utilizarse en la creación de nuevos productos sostenibles.,,13379,USD,WM,SMART,STK,True,,SUS
industrial,sustainable_products,FI0009013296,NESTE OYJ,14,"Desarrolla y produce combustibles y productos químicos sostenibles a partir de materias primas renovables, contribuyendo a una economía circular y reduciendo la dependencia de los recursos fósiles.",,33815032,EUR,NESTE,HEX,STK,False,,SUS
industrial,sustainable_products,US0394831020,ARCHER-DANIELS-MIDLAND CO,15,Desempeña un papel importante en el desarrollo y la provisión de productos sostenibles en todas sus operaciones.,,4165,USD,ADM,SMART,STK,True,,SUS
industrial,sustainable_products,US89531P1057,TREX COMPANY INC,16,"Fabrica soluciones sostenibles de terrazas y barandillas, principalmente a partir de materiales reciclados, ofreciendo alternativas duraderas y respetuosas con el medio ambiente para la construcción exterior.","El compromiso de Trex con los productos sostenibles es evidente en sus procesos de fabricación, que utilizan principalmente fibras de madera recuperada y polietileno reciclado. La empresa enfatiza que la mayoría de sus productos son ecológicos y utilizan materiales reciclados en la mayor medida posible. Trex integra la sostenibilidad en su negocio como una estrategia central, ejemplificada por sus productos de revestimiento hechos de un 95% de materiales reciclados y recuperados, y su continuo reconocimiento como líder en sostenibilidad, incluido ser nombrada la Marca de Revestimiento Más Sostenible por Green Builder Media durante 14 años consecutivos y figurar entre las 100 Empresas Más Sostenibles de Barron's para 2024.",6608603,USD,TREX,SMART,STK,True,"[{'name': 'trex-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trex-Q125-10-Q.html'}, {'name': 'trex-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trex-Q324-10-Q.html'}, {'name': 'trex-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/trex-FY24-10-K.html'}, {'name': 'trex-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trex-Q225-10-Q.html'}]",SUS
industrial,sustainable_products,IE00BY7QL619,JOHNSON CONTROLS INTERNATION,17,Se centra en proporcionar productos y soluciones sostenibles que mejoran la eficiencia energética y reducen el impacto ambiental en diversos sistemas de construcción.,,244164913,USD,JCI,SMART,STK,True,,SUS
industrial,sustainable_products,US2786421030,EBAY INC,18,"Impulsa la accesibilidad de productos sostenibles ofreciendo un vasto mercado en línea de productos de segunda mano, reacondicionados y de origen ético, apoyando patrones de consumo circular.","El compromiso de eBay con los productos sostenibles se demuestra a través de su reconocimiento como una de las Empresas Más Sostenibles del Mundo de Time y las Empresas Más Verdes del Mundo 2025 de Newsweek, lo que destaca su dedicación al comercio electrónico y a un planeta más saludable. Este compromiso se apoya aún más en sus esfuerzos para ampliar el acceso de los compradores a piezas usadas y ecológicas a buen precio, muchas de las cuales se obtienen localmente. Además, eBay se centra en generar conciencia sobre los beneficios de sostenibilidad asociados con la adopción de servicios de envío gestionados.",4347086,USD,EBAY,SMART,STK,True,,SUS
industrial,sustainable_products,US14448C1045,CARRIER GLOBAL CORP,19,"Desarrolla y proporciona productos sostenibles en HVAC, refrigeración y protección contra incendios y seguridad, contribuyendo a la eficiencia energética y la protección del medio ambiente.","El compromiso de Carrier con los productos sostenibles se refleja en el Negocio VCS, que proporciona un conjunto integral de soluciones sostenibles e innovadoras para edificios y cadena de frío. Los segmentos de Soluciones Climáticas en América, Europa, Asia Pacífico, Oriente Medio y África contribuyen a la sostenibilidad mejorando el rendimiento de los edificios, la salud y la eficiencia energética. Esta expansión de la cartera de Carrier indica un enfoque estratégico en la integración de soluciones sostenibles en sus ofertas.",410755397,USD,CARR,SMART,STK,True,"[{'name': 'carr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/carr-Q225-10-Q.html'}]",SUS
industrial,sustainable_products,US3886891015,GRAPHIC PACKAGING HOLDING CO,20,Desarrolla y proporciona soluciones de embalaje sostenibles que respaldan ofertas de productos ambientalmente responsables en diversas industrias.,"El enfoque de Graphic Packaging en productos sostenibles es evidente en su compromiso de mejorar la huella ambiental del embalaje de consumo, lo que la empresa afirma que es fundamental para su misión. Como proveedor mundial líder de embalajes para bienes de consumo fabricados con materiales renovables o reciclados, Graphic Packaging diseña y fabrica soluciones de embalaje sostenibles, que incluyen cartones, cartones multipack, bandejas, portapaquetes, envases cilíndricos de cartón, tazas y cuencos, principalmente de cartón sin blanquear, reciclado y blanqueado. El embalaje de consumo de la empresa está diseñado para ser reciclado y apoya activamente una economía circular, con un crecimiento de las ventas impulsado por la conversión a sus soluciones de embalaje de consumo sostenibles.",49476732,USD,GPK,SMART,STK,True,"[{'name': 'gpk-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gpk-Q324-10-Q.html'}, {'name': 'gpk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gpk-FY24-10-K.html'}, {'name': 'gpk-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gpk-Q125-10-Q.html'}]",SUS
industrial,sustainable_products,US6907421019,OWENS CORNING,21,"Desarrolla y fabrica materiales de construcción sostenibles y soluciones compuestas que contribuyen a la eficiencia energética, la conservación de recursos y una huella ambiental reducida en aplicaciones de construcción e industriales.","Owens Corning demuestra su enfoque en productos sostenibles a través de varias iniciativas clave. El compromiso de la empresa de construir un futuro sostenible a través de la innovación de materiales es evidente en la fabricación y venta de soluciones duraderas, sostenibles y energéticamente eficientes en sus segmentos de techos, aislamiento y puertas. Este compromiso se ve aún más resaltado por la publicación de su 19º Informe Anual de Sostenibilidad, que detalla los esfuerzos para reducir las emisiones de gases de efecto invernadero y los residuos, y avanzar en su cartera de productos diseñados para ayudar a los clientes a ahorrar energía y reducir las emisiones. El reconocimiento de la empresa como una de las 100 empresas más sostenibles de Estados Unidos por Barron's también subraya su dedicación al crecimiento sostenible.",41289692,USD,OC,SMART,STK,True,"[{'name': 'oc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oc-Q324-10-Q.html'}, {'name': 'oc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oc-Q225-10-Q.html'}]",SUS
industrial,sustainable_products,US4601461035,INTERNATIONAL PAPER CO,22,"Impulsa el desarrollo y suministro de productos de embalaje y pulpa derivados de materiales renovables, priorizando la silvicultura sostenible y la reciclabilidad.",La estrategia de la empresa se centra en ofrecer un crecimiento rentable al convertirse en el proveedor de soluciones de embalaje sostenible más confiable e innovador. Esto es evidente en su intención declarada de alinear su negocio con clientes atractivos y mercados finales que priorizan la sostenibilidad. El enfoque estratégico de la empresa tiene como objetivo lograr un crecimiento de la cuota de mercado al ser el productor de menor costo y al mismo tiempo ofrecer soluciones de embalaje sostenible en América del Norte y EMEA. Esta iniciativa refleja un compromiso de centrarse en soluciones de embalaje sostenible como un aspecto central de su negocio.,8511,USD,IP,SMART,STK,True,"[{'name': 'ip-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ip-Q324-10-Q.html'}, {'name': 'ip-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ip-FY24-10-K.html'}]",SUS
industrial,sustainable_products,US4586653044,INTERFACE INC,23,Contribuye al tema de Productos Sostenibles al ser pionera y producir baldosas de moqueta modulares y otras soluciones de suelo respetuosas con el medio ambiente.,"Interface demuestra un fuerte compromiso con los productos sostenibles a través de diversas iniciativas. La empresa está persiguiendo activamente la neutralidad de carbono para 2040, reduciendo la huella de carbono de sus baldosas de moqueta, LVT y productos de caucho nora, y con el objetivo de almacenar más carbono del que emite. Interface incorpora el carbono capturado en sus procesos de fabricación y utiliza una cantidad significativa de materiales reciclados o de base biológica, con el 52% de sus materiales cayendo ahora en esta categoría. Este enfoque en la sostenibilidad es también un punto de venta clave, particularmente dentro del sector educativo.",107233203,USD,TILE,SMART,STK,True,,SUS
industrial,sustainable_products,US40434L1052,HP INC,24,"Se enfoca en el desarrollo de productos con contenido reciclado, la mejora de la eficiencia energética y la promoción de la circularidad a través del diseño y operaciones responsables.",,209411801,USD,HPQ,SMART,STK,True,,SUS
industrial,sustainable_products,US0138721065,ALCOA CORP,25,"Enfatiza la producción de aluminio, un material altamente reciclable y ligero esencial para la creación de productos y soluciones sostenibles en diversos sectores.","Alcoa enfatiza su papel como proveedor preferido de soluciones de aluminio sostenible, particularmente a través de su producto EcoLum de bajo carbono, con la primera venta en América del Norte completada. Esto está respaldado además por el Marco de Finanzas Verdes de Alcoa, que prioriza los gastos de mitigación del cambio climático relacionados con productos circulares o de bajo carbono. La empresa está asignando los ingresos netos de su primera emisión de bonos bajo este marco a proyectos como la descarbonización, la gestión del agua y la producción de alúmina y productos de aluminio de bajo carbono.",251962528,USD,AA,SMART,STK,True,"[{'name': 'aa-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aa-FY24-10-K.html'}]",SUS
industrial,sustainable_products,US29355A1079,ENPHASE ENERGY INC,26,"Desarrolla y fabrica una gama de soluciones de energía solar, incluidos microinversores y sistemas de almacenamiento de baterías, lo que contribuye a la adopción de productos de energía sostenible.",,105368327,USD,ENPH,SMART,STK,True,,SUS
industrial,sustainable_products,US98983L1089,ZURN ELKAY WATER SOLUTIONS C,27,"Desarrolla y fabrica una gama de soluciones de gestión y filtración de agua diseñadas para mejorar la sostenibilidad a través de la conservación del agua, la eficiencia y la mejora de la calidad del agua.","Zurn Elkay Water Solutions enfatiza su compromiso con los productos sostenibles al afirmar que diseña, adquiere, fabrica y comercializa lo que considera la cartera de productos sostenibles más amplia de soluciones de gestión del agua basadas en especificaciones. El objetivo de la empresa es mejorar la salud, la hidratación, la seguridad humana y el medio ambiente a través de sus ofertas de productos, que incluyen productos profesionales de seguridad y control del agua, productos de sistemas de flujo, productos higiénicos y medioambientales, y productos de agua potable filtrada para espacios públicos y privados. El enfoque de la empresa en una cartera de productos sostenibles indica un fuerte énfasis en la sostenibilidad como un aspecto central de su estrategia comercial.",516064498,USD,ZWS,SMART,STK,True,"[{'name': 'zws-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/zws-Q324-10-Q.html'}, {'name': 'zws-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/zws-Q225-10-Q.html'}, {'name': 'zws-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/zws-FY24-10-K.html'}, {'name': 'zws-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/zws-Q125-10-Q.html'}]",SUS
industrial,sustainable_products,US2283681060,CROWN HOLDINGS INC,28,Opera en el ámbito de los productos sostenibles.,"El compromiso de CCK con los Productos Sostenibles es evidente a través de múltiples iniciativas. La empresa eleva activamente su compromiso con la sostenibilidad, demostrado por el programa 'Twentyby30' que describe objetivos ambientales, sociales y de gobernanza específicos. Este compromiso le ha valido a la empresa reconocimiento, incluido un puesto de liderazgo dentro de la categoría de la industria 'Envases y Embalajes' de Sustainalytics. Además, la empresa enfatiza los beneficios de sostenibilidad del aluminio en el creciente mercado de latas de bebidas, particularmente en Europa, donde el enfoque del consumidor impulsa un cambio hacia las latas.",5513,USD,CCK,SMART,STK,True,"[{'name': 'cck-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cck-Q324-10-Q.html'}, {'name': 'cck-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cck-Q225-10-Q.html'}, {'name': 'cck-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cck-FY24-10-K.html'}]",SUS
industrial,sustainable_products,US1423391002,CARLISLE COS INC,29,"Desarrolla y suministra productos que contribuyen a la eficiencia energética, la conservación de recursos y la reducción del impacto ambiental en diversas aplicaciones industriales y de construcción.","El enfoque de Carlisle en productos sostenibles es evidente a través de la adquisición de Bonded Logic, una empresa especializada en tecnología de aislamiento de denim reciclado. Esta adquisición se alinea con los objetivos de sostenibilidad de Carlisle y su objetivo Visión 2030, que tiene como objetivo generar el 25% de los ingresos de nuevos productos introducidos en los últimos 5 años. El compromiso de la empresa se ve aún más resaltado por el reconocimiento de su producto Henry UltraTouch como finalista del Premio a la Innovación en Merchandising de Home Depot de 2025, lo que demuestra un énfasis estratégico en las ofertas sostenibles dentro del mercado de aislamiento en rápido crecimiento.",6120,USD,CSL,SMART,STK,True,,SUS
industrial,sustainable_products,US81211K1007,SEALED AIR CORP,30,Desarrolla y fabrica soluciones de embalaje sostenibles diseñadas para minimizar el impacto ambiental y apoyar una economía circular.,"Sealed Air integra materiales sostenibles en sus soluciones de embalaje y anticipa un crecimiento en su cartera de embalajes sostenibles, particularmente a través de las sinergias esperadas de la combinación de las soluciones Cryovac y Liquibox. El enfoque de la empresa en los esfuerzos de desarrollo para embalajes sostenibles tiene como objetivo acelerar su velocidad de comercialización para ciertas soluciones sostenibles. Si bien las ofertas sostenibles apoyan el crecimiento en el negocio de Alimentos, forman parte de una estrategia más amplia que incluye la automatización y los materiales de alto rendimiento.",4082282,USD,SEE,SMART,STK,True,"[{'name': 'see-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/see-Q324-10-Q.html'}, {'name': 'see-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/see-FY24-10-K.html'}]",SUS
industrial,sustainable_products,NL0009434992,LYONDELLBASELL INDU-CL A,31,Implica el desarrollo y la producción de materiales y soluciones sostenibles.,,74866700,USD,LYB,SMART,STK,True,,SUS
industrial,sustainable_products,US21037T1097,CONSTELLATION ENERGY,32,"Proporciona electricidad libre de carbono y otras soluciones de energía limpia, contribuyendo directamente a la producción y disponibilidad de productos sostenibles en diversas industrias.",,538132976,USD,CEG,SMART,STK,True,,SUS
industrial,sustainable_products,US65290E1010,NEXTPOWER INC-CL A,33,"Se enfoca en proporcionar sistemas de seguimiento solar que mejoran la eficiencia y la rentabilidad de los proyectos de energía solar, contribuyendo a una mayor adopción de soluciones de energía sostenible.",,613058308,USD,NXT,SMART,STK,True,,SUS
industrial,sustainable_products,US9037311076,UL SOLUTIONS INC - CLASS A,34,"Proporciona servicios de prueba, inspección y certificación que ayudan a validar las afirmaciones de sostenibilidad de los productos, apoyando su desarrollo y aceptación en el mercado.","La participación de ULS en el tema de Productos Sostenibles es evidente a través de su segmento Industrial, que ofrece servicios de prueba, inspección y certificación (TIC) para garantizar que los productos industriales de los clientes cumplan con los estándares internacionales de sostenibilidad. Además, el segmento de Software y Asesoramiento proporciona software y soluciones de asesoramiento que permiten a los clientes operacionalizar la sostenibilidad, gestionar requisitos regulatorios complejos y ofrecer transparencia en la cadena de suministro. Si bien la sostenibilidad se aborda dentro de sus ofertas de servicios, parece ser un aspecto complementario en lugar de un enfoque principal.",696016914,USD,ULS,SMART,STK,False,"[{'name': 'uls-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uls-Q225-10-Q.html'}]",SUS
industrial,sustainable_products,US88579Y1010,3M CO,35,"Desarrolla y ofrece una amplia cartera de productos diseñados pensando en la sostenibilidad, centrándose en el impacto ambiental y la eficiencia de los recursos en diversas industrias.",,9720,USD,MMM,SMART,STK,True,,SUS
industrial,sustainable_products,US05368V1061,AVIENT CORP,36,Desarrolla y suministra soluciones de materiales especializados que permiten la creación de productos más sostenibles en diversas industrias.,"Avient enfatiza su papel en la provisión de soluciones de materiales sostenibles, posicionándose como un actor clave en la habilitación de un mundo sostenible a través de sus productos y tecnologías. El propósito de la empresa es innovar soluciones de materiales que ayuden a los clientes a tener éxito al tiempo que permiten la sostenibilidad, ofreciendo una amplia cartera de tecnologías diseñadas para lograr este objetivo. Avient destaca tres formas en que ayuda a los clientes a cumplir sus objetivos de sostenibilidad: Renovar, Reducir y Preservar, reforzando su compromiso de integrar la sostenibilidad en su estrategia comercial principal.",431102494,USD,AVNT,SMART,STK,True,"[{'name': 'avnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/avnt-FY24-10-K.html'}, {'name': 'avnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avnt-Q324-10-Q.html'}]",SUS
industrial,sustainable_products,US4595061015,INTL FLAVORS & FRAGRANCES,37,Opera dentro del alcance de productos sostenibles.,,8385,USD,IFF,SMART,STK,True,,SUS
industrial,sustainable_products,US74623V1035,PURECYCLE TECHNOLOGIES INC,38,"Se centra en el desarrollo de tecnología para transformar residuos plásticos en resina virgen, lo que permite la creación de productos nuevos y sostenibles.",,477149077,USD,PCT,SMART,STK,False,,SUS
industrial,sustainable_products,US7311052010,POLESTAR AUTOMOTIVE-CL A ADS,39,"Proporciona vehículos eléctricos, que son productos sostenibles clave en la industria automotriz.",,569833086,USD,PSNY.OLD,SMART,STK,False,,SUS
industrial,sustainable_products,US1844961078,CLEAN HARBORS INC,40,Contribuye al tema de Productos Sostenibles.,"Clean Harbors demuestra su enfoque en Productos Sostenibles a través de varias iniciativas, incluido el apoyo a los clientes para lograr sus objetivos de sostenibilidad al ofrecer servicios y productos ecológicos. El segmento de Soluciones de Sostenibilidad Safety-Kleen atiende la demanda de productos de aceite reciclado ambientalmente responsables. Además, Clean Harbors se asocia con BP Castrol para ofrecer soluciones circulares para flotas corporativas, proporcionando opciones de menor huella de carbono que están ganando terreno en el mercado.",267700,USD,CLH,SMART,STK,True,"[{'name': 'clh-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/clh-Q225-10-Q.html'}]",SUS
industrial,sustainable_products,US6951561090,PACKAGING CORP OF AMERICA,41,"Implica el desarrollo y la producción de soluciones de embalaje que incorporan materiales y procesos sostenibles, contribuyendo a la economía circular en general.",,7740411,USD,PKG,SMART,STK,True,,SUS
industrial,sustainable_products,US0383361039,APTARGROUP INC,42,Desarrolla y proporciona soluciones innovadoras de dispensación y envasado que tienen como objetivo mejorar la sostenibilidad de los productos y reducir el impacto ambiental.,,4651,USD,ATR,SMART,STK,True,,SUS
industrial,sustainable_products,US6936561009,PVH CORP,43,Se enfoca en desarrollar y ofrecer productos que incorporan materiales y métodos de producción ambientalmente responsables.,"El compromiso de PVH con el tema de Productos Sostenibles es evidente a través de su intención de asignar los ingresos netos de las ofertas para financiar proyectos ambientales. Estos proyectos se centran principalmente en el uso de materiales y envases sostenibles, así como en la circularidad. Específicamente, PVH tiene la intención de asignar fondos tanto a proyectos ambientales nuevos como existentes que se alineen con estos objetivos de sostenibilidad. Este compromiso se ve aún más resaltado por la emisión de pagarés senior, con los ingresos destinados a estos proyectos ambientalmente elegibles.",90794895,USD,PVH,SMART,STK,True,"[{'name': 'pvh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pvh-Q324-10-Q.html'}, {'name': 'pvh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pvh-FY24-10-K.html'}, {'name': 'pvh-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pvh-Q224-10-Q.html'}]",SUS
industrial,sustainable_products,US8354951027,SONOCO PRODUCTS CO,44,"Se enfoca en el desarrollo y la provisión de productos sostenibles, lo que indica un compromiso con ofertas ambientalmente conscientes dentro de su cartera de productos.",,611273,USD,SON,SMART,STK,True,,SUS
