symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
TMO,HE,ME1,health,medical_innovation,US8835561023,THERMO FISHER SCIENTIFIC INC,17,"Contribuye a los avances en la innovación médica al proporcionar instrumentación científica esencial, reactivos y servicios que permiten la investigación, el diagnóstico y el desarrollo de nuevas terapias.",,12869,USD,SMART,STK,
ILMN,HE,ME1,health,medical_innovation,US4523271090,ILLUMINA INC,18,"Se enfoca en avanzar en las tecnologías de secuenciación genómica y arrays, que son críticas para impulsar la innovación médica en áreas como la medicina de precisión, el diagnóstico de enfermedades y el desarrollo terapéutico.",,9869443,USD,SMART,STK,
SAN1,HE,ME1,health,medical_innovation,FR0000120578,SANOFI,19,"Se centra en la investigación, el desarrollo y la comercialización de terapias y soluciones innovadoras para avanzar en la atención médica global.",,29612249,EUR,SMART,STK,
ISRG,HE,ME1,health,medical_innovation,US46120E6023,INTUITIVE SURGICAL INC,20,"Se enfoca en avanzar en la atención quirúrgica a través de plataformas asistidas por robot, contribuyendo significativamente a la innovación médica en procedimientos mínimamente invasivos.",,9063285,USD,SMART,STK,
EW,HE,ME1,health,medical_innovation,US28176E1082,EDWARDS LIFESCIENCES CORP,21,"Se centra en el desarrollo de tecnologías y dispositivos médicos innovadores, particularmente en enfermedades cardíacas estructurales y monitorización de cuidados críticos, para avanzar en el tratamiento y los resultados de los pacientes.","El enfoque de Edwards en la innovación disruptiva es evidente en sus iniciativas estratégicas y desarrollo de productos. La compañía se dedica a ser pionera y liderar categorías dentro de las terapias para enfermedades cardíacas estructurales, como lo demuestran hitos como la aprobación de Sapien M3 en Europa y los avances en oportunidades emergentes como el sistema Edwards J-Valve AR. Este compromiso se extiende a importantes inversiones en I+D en su cartera de enfermedades cardíacas estructurales, todo ello con el objetivo de transformar la atención de los pacientes con enfermedades cardíacas estructurales y impulsar el crecimiento de las ventas. La compañía también está ampliando el acceso a terapias a nivel mundial, desarrollando nuevas tecnologías como las válvulas transcatéter y generando evidencia de alta calidad sobre su tecnología de tejido RESILIA.",8101142,USD,SMART,STK,
SHL,HE,ME1,health,medical_innovation,DE000SHL1006,SIEMENS HEALTHINEERS AG,22,Impulsa avances en tecnología médica y soluciones de atención médica a través del desarrollo de productos de diagnóstico y terapéuticos innovadores.,,310520441,EUR,SMART,STK,
STVN,HE,ME1,health,medical_innovation,IT0005452658,STEVANATO GROUP SPA,23,Proporciona soluciones críticas de contención y administración de medicamentos que apoyan el desarrollo y avance de terapias médicas innovadoras.,"El compromiso de Stevanato Group con el tema de Innovación Médica es evidente a través de su enfoque en capacidades de fabricación avanzadas y soluciones premium de contención de fármacos. La empresa demuestra su compromiso con la innovación y la calidad al organizar eventos como la Conferencia de la Parental Drug Association (PDA), mostrando la fabricación integrada de dispositivos y los servicios de posventa de ingeniería. Este enfoque se ve aún más respaldado por su alineación estratégica de inversiones de capital para satisfacer las necesidades impulsadas por la demanda en mercados dinámicos y de alto crecimiento, y el desarrollo de líneas de fabricación personalizadas para el ensamblaje y envasado de dispositivos.",502252241,USD,SMART,STK,
GEHC,HE,ME1,health,medical_innovation,US36266G1076,GE HEALTHCARE TECHNOLOGY,24,"Desarrolla e integra tecnologías avanzadas para impulsar el progreso en el diagnóstico médico, el tratamiento y el cuidado del paciente, fomentando avances significativos en el sector de la salud.",,601776309,USD,SMART,STK,
BSX,HE,ME1,health,medical_innovation,US1011371077,BOSTON SCIENTIFIC CORP,25,Juega un papel en el impulso de avances dentro de la innovación médica.,"Boston Scientific subraya su enfoque en la innovación médica a través de su 'cartera altamente innovadora' y las inversiones continuas en productos de próxima generación. Esto se ejemplifica con la estrategia de liderazgo de categoría de la empresa y el crecimiento de WATCHMAN, respaldado por datos clínicos de ensayos como OPTION y CHAMPION. La empresa se enfoca en expandir su posición en áreas como la Ablación por Pulso (PFA) a través de evidencia clínica e innovación.",5270,USD,SMART,STK,
VRTX,HE,ME1,health,medical_innovation,US92532F1003,VERTEX PHARMACEUTICALS INC,26,"Se enfoca en el descubrimiento, desarrollo y comercialización de medicamentos innovadores para enfermedades graves, impulsando avances en la ciencia médica y la atención al paciente.",,275850,USD,SMART,STK,
REGN,HE,ME1,health,medical_innovation,US75886F1075,REGENERON PHARMACEUTICALS,27,"Desarrolla y comercializa medicamentos novedosos y avances biotecnológicos, impulsando el progreso en diversas áreas terapéuticas a través de la investigación y el desarrollo continuos.",,273733,USD,SMART,STK,
ZBH,HE,ME1,health,medical_innovation,US98956P1021,ZIMMER BIOMET HOLDINGS INC,28,Desarrolla y comercializa tecnologías y soluciones médicas innovadoras para avanzar en la atención al paciente y los resultados quirúrgicos.,"El enfoque de Zimmer Biomet en la innovación médica es evidente en sus planes estratégicos para lanzar más de 50 nuevos productos en los próximos 36 meses, con una parte de estos representando ofertas pioneras. Esta iniciativa se alinea con el objetivo más amplio de la compañía de lograr una Tasa de Crecimiento de Mercado Ponderada (WAMGR) del 5% para finales de 2027 y mejorar la atención al paciente en todo el mundo. Además, la adquisición de OrthoGrid por parte de Zimmer Biomet, que integra la navegación por IA para cirujanos, demuestra un compromiso con la incorporación de tecnologías avanzadas en su cartera.",12851783,USD,SMART,STK,
LH,HE,ME1,health,medical_innovation,US5049221055,LABCORP HOLDINGS INC,29,"Aprovecha su extensa red de laboratorios y capacidades de diagnóstico para apoyar el desarrollo y la adopción de nuevas pruebas y terapias médicas, contribuyendo a los avances en la atención médica.","El compromiso de Labcorp con la innovación médica es evidente a través de su lanzamiento continuo de nuevas pruebas, especialmente en oncología, salud de la mujer, neurología y enfermedades autoinmunes. La compañía está expandiendo su cartera de oncología con soluciones para la detección, diagnóstico y monitorización del cáncer, incluida la expansión de su cartera de MRD a través de Labcorp Plasma Detect y PGDx elio plasma focus Dx. Además, Labcorp está añadiendo capacidades de patología digital a su negocio de laboratorio central, incorporando escaneo de imágenes avanzado y soluciones impulsadas por IA para el análisis de datos.",703660032,USD,SMART,STK,
ALGN,HE,ME1,health,medical_innovation,US0162551016,ALIGN TECHNOLOGY INC,30,Desarrolla soluciones digitales avanzadas y sistemas de alineadores transparentes que revolucionan la ortodoncia y la odontología restauradora a través de tecnología médica innovadora.,,11459264,USD,SMART,STK,
RMD,HE,ME1,health,medical_innovation,US7611521078,RESMED INC,31,"Desarrolla dispositivos médicos innovadores y soluciones de salud digital, avanzando en las opciones de diagnóstico y terapéuticas para trastornos del sueño y respiratorios.","El enfoque de ResMed en mejorar la salud del sueño y la respiración, junto con la atención médica en el hogar, subraya su compromiso con la innovación médica, como lo demuestra su reconocimiento como uno de los principales innovadores mundiales. La empresa enfatiza su compromiso con la innovación a través de inversiones continuas de más del 6% al 7% de sus ingresos en investigación y desarrollo e introduce nuevas tecnologías como NightOwl y VPAP Tx. Además, ResMed destaca el desarrollo de terapias inteligentes y conectadas a la nube para la apnea del sueño, el insomnio y la insuficiencia respiratoria.",4817352,USD,SMART,STK,
DGX,HE,ME1,health,medical_innovation,US74834L1008,QUEST DIAGNOSTICS INC,32,Aprovecha sus amplias capacidades de diagnóstico y tecnologías avanzadas para desarrollar y ofrecer soluciones innovadoras que mejoran la atención al paciente y apoyan los avances médicos.,"Quest Diagnostics enfatiza su compromiso de ofrecer soluciones que satisfagan las necesidades cambiantes de sus clientes clínicos principales a través de diagnósticos innovadores y avanzados. Esto es evidente en su enfoque estratégico en diagnósticos avanzados de crecimiento más rápido en áreas clínicas clave, incluido el lanzamiento de nuevas pruebas como el panel AD-Detect para la enfermedad de Alzheimer y una prueba molecular para el virus Oropouche. La compañía también está brindando a los hospitales opciones estratégicas para acceder a la innovación diagnóstica de primera clase y experimentar crecimiento de ingresos a partir de soluciones clínicas innovadoras, lo que solidifica aún más su enfoque en la innovación médica.",2459465,USD,SMART,STK,
BAX,HE,ME1,health,medical_innovation,US0718131099,BAXTER INTERNATIONAL INC.,33,Contribuye a los avances en la atención médica a través del desarrollo e introducción de nuevos productos y terapias médicas.,,8111188,USD,SMART,STK,
PODD,HE,ME1,health,medical_innovation,US45784P1012,INSULET CORP,34,"Desarrolla y comercializa dispositivos médicos innovadores, particularmente en sistemas automatizados de administración de insulina, que avanzan significativamente el manejo de la diabetes a través de la infusión subcutánea continua de insulina.","La empresa demuestra un fuerte enfoque en la innovación médica a través de su plataforma de productos Omnipod, un sistema continuo de administración de insulina diseñado para mejorar la vida de las personas con diabetes al eliminar la necesidad de múltiples inyecciones diarias. Este compromiso está respaldado por esfuerzos continuos de desarrollo de productos, incluidas las ofertas de AID (administración automatizada de insulina) y las mejoras en la experiencia del cliente a través de capacidades digitales de productos y datos. La empresa también está expandiendo la plataforma Omnipod para integrarla con diferentes CGM y teléfonos inteligentes y continúa invirtiendo en el avance de su innovación y cartera clínica, con un gasto en investigación y desarrollo que se espera que aumente en 2025.",44061838,USD,SMART,STK,"[{'name': 'podd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/podd-FY24-10-K.html'}]"
BIIB,HE,ME1,health,medical_innovation,US09062X1037,BIOGEN INC,35,"Desarrolla y comercializa terapias innovadoras para afecciones neurológicas y neurodegenerativas, avanzando en la ciencia médica y la atención al paciente.",,26734397,USD,SMART,STK,
HOLX,HE,ME1,health,medical_innovation,US4364401012,HOLOGIC INC,36,Desarrolla y comercializa tecnologías médicas innovadoras y soluciones de diagnóstico que contribuyen a los avances en la atención médica.,,270188,USD,SMART,STK,
GMED,HE,ME1,health,medical_innovation,US3795772082,GLOBUS MEDICAL INC - A,37,Se enfoca en el desarrollo y la comercialización de tecnologías médicas innovadoras y soluciones quirúrgicas para avanzar en la atención al paciente y los resultados clínicos.,"Globus Medical demuestra un fuerte compromiso con la innovación en dispositivos médicos a través de diversas iniciativas. La empresa enfatiza su dedicación a mejorar los resultados de los pacientes y abordar las necesidades clínicas no satisfechas, respaldada por un historial de desarrollo y comercialización rápidos de productos y procedimientos avanzados. Este compromiso se evidencia aún más con el lanzamiento de 21 nuevos productos desde principios de 2024, incluidos productos para la columna vertebral, traumatología y articulaciones, así como la aprobación de la FDA para Excelsius XR, un casco de navegación de realidad aumentada. Además, Globus Medical explora nuevas aplicaciones de estimulación eléctrica, como el tratamiento de trastornos de la marcha en pacientes con enfermedad de Parkinson, lo que demuestra su enfoque en llevar tecnologías emocionantes al mercado a través de su motor de I+D.",111576465,USD,SMART,STK,"[{'name': 'gmed-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gmed-Q324-10-Q.html'}, {'name': 'gmed-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gmed-Q125-10-Q.html'}]"
ARE,HE,ME1,health,medical_innovation,US0152711091,ALEXANDRIA REAL ESTATE EQUIT,38,"Proporciona infraestructura inmobiliaria crítica adaptada para empresas dedicadas a la investigación y desarrollo médico, apoyando los avances en la innovación médica.","El enfoque de Alexandria Real Estate Equities en el impulso de innovaciones científicas y tecnológicas que cambian la vida a través de sus dinámicos ecosistemas Megacampus impulsa su compromiso con la innovación médica. Los ecosistemas de la empresa están diseñados para inspirar a empresas innovadoras, particularmente en la industria de las ciencias de la vida, que se beneficia de diversas fuentes de financiación, incluido el capital de riesgo y el apoyo gubernamental para la innovación biomédica. Este énfasis en la creación de entornos propicios para el avance científico subraya el papel de la empresa en el fomento de la innovación médica.",6607487,USD,SMART,STK,"[{'name': 'ARE-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ARE-Q225-10-Q.html'}]"
COO,HE,ME1,health,medical_innovation,US2166485019,COOPER COS INC/THE,39,"Se enfoca en el desarrollo de productos y soluciones médicas avanzadas, particularmente en el cuidado de la visión y la salud de la mujer, para abordar las necesidades cambiantes de los pacientes.",,685217803,USD,SMART,STK,
PEN,HE,ME1,health,medical_innovation,US70975L1070,PENUMBRA INC,40,Impulsa la innovación médica a través del desarrollo y la comercialización de tecnologías avanzadas de atención médica.,,206663857,USD,SMART,STK,
ELAN,HE,ME1,health,medical_innovation,US28414H1032,ELANCO ANIMAL HEALTH INC,41,"Desarrolla y comercializa productos innovadores y soluciones para la salud animal, contribuyendo a los avances en la medicina veterinaria.","El enfoque de Elanco en la innovación médica es evidente a través de su diversa cartera de soluciones innovadoras, incluidos productos como Credelio Quattro y Zenrelia, así como el desarrollo de IL-31. La empresa enfatiza que la innovación está acelerando el crecimiento y estabilizando su cartera base, con una innovación que supera las expectativas e impulsa ingresos significativos. Elanco también está avanzando en su próxima innovación exitosa a través del pipeline, incluido el logro de hitos con la FDA para Zenrelia y la recepción de aprobaciones en la Unión Europea y Suiza.",333848211,USD,SMART,STK,
MASI,HE,ME1,health,medical_innovation,US5747951003,MASIMO CORPORATION,42,Se enfoca en el desarrollo de tecnologías y soluciones médicas avanzadas que impulsan mejoras en la atención al paciente y los resultados clínicos.,,45441825,USD,SMART,STK,
BMRN,HE,ME1,health,medical_innovation,US09061G1013,BIOMARIN PHARMACEUTICAL INC,43,Impulsa la innovación médica dentro del sector farmacéutico.,"BioMarin demuestra su enfoque en la innovación médica a través de su cartera de terapias novedosas y sus esfuerzos para mejorar los resultados de los pacientes, particularmente en el desarrollo de nuevos tratamientos para enfermedades genéticas como la acondroplasia y la fenilcetonuria. Este compromiso está respaldado además por decisiones estratégicas, priorización de la cartera e inversión continua destinada a impulsar la innovación y el crecimiento, con avances en candidatos a fármacos como BMN 351 y BMN 333 que ofrecen potencialmente opciones de tratamiento diferenciadas. La visión estratégica de la empresa está diseñada para amplificar el desempeño financiero y crear valor para los accionistas, con reinversiones en innovación y crecimiento que permiten un camino hacia un crecimiento de los ingresos de dos dígitos.",6857447,USD,SMART,STK,
RARE,HE,ME1,health,medical_innovation,US90400D1081,ULTRAGENYX PHARMACEUTICAL IN,44,Contribuye a la innovación médica a través del desarrollo y la comercialización de nuevas soluciones terapéuticas.,"El enfoque de Ultragenyx en el desarrollo de tratamientos para enfermedades raras subraya su compromiso con la innovación médica, como lo demuestra su trabajo en terapias génicas, oligonucleótidos antisentido y anticuerpos monoclonales. La compañía tiene varios programas clínicos de Fase III y ya ha logrado la aprobación de múltiples programas en diversas regiones. Además, la FDA otorgó la designación de Terapia Innovadora a GTX-102, que está destinado a tratar enfermedades graves y muestra un potencial de mejora sustancial sobre las terapias existentes, y la compañía también discute su novedoso método MDRI para trastornos del desarrollo neurológico complejos y multidominio.",143541504,USD,SMART,STK,
INSP,HE,ME1,health,medical_innovation,US4577301090,INSPIRE MEDICAL SYSTEMS INC,45,Participa en iniciativas de innovación médica dentro de su ámbito operativo.,"Inspire Medical Systems demuestra un fuerte enfoque en la innovación médica a través del desarrollo y lanzamiento comercial de su sistema Inspire V de próxima generación, que incluye características como SleepSync y capacidades de detección mejoradas. Esto se ve respaldado aún más por los resultados de estudios clínicos que demuestran tiempos quirúrgicos reducidos y la presentación del manuscrito PREDICTOR, que propone un algoritmo para determinar la elegibilidad del paciente, eliminando potencialmente la necesidad del procedimiento DISE. La participación de la empresa con la American Academy of Otolaryngology, donde se convirtieron en patrocinadores corporativos, los posiciona aún más como una voz líder en innovación de ORL.",316490710,USD,SMART,STK,
ENOV,HE,ME1,health,medical_innovation,US1940145022,ENOVIS CORP,46,"Impulsa avances en la innovación médica mediante el desarrollo y la comercialización de tecnologías ortopédicas, quirúrgicas y de rehabilitación que mejoran la movilidad del paciente y los resultados de la recuperación.","Enovis enfatiza la innovación como motor del rendimiento y crecimiento financiero, particularmente en tecnologías habilitadoras que mejoran los resultados clínicos y la eficiencia quirúrgica. Esto se evidencia en su enfoque en acelerar el pipeline de productos, lanzamientos de nuevos productos como el sistema de cadera Nebula y el ARG para el hombro, y el desarrollo de la plataforma de realidad aumentada Arvis. La compañía también persigue adquisiciones estratégicas, como Lima, que se enfoca en la innovación digital y hardware personalizado, para complementar los planes de crecimiento orgánico. La dedicación de Enovis a la innovación la posiciona como líder del mercado en el negocio de implantes quirúrgicos.",550587856,USD,SMART,STK,"[{'name': 'enov-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/enov-FY24-10-K.html'}]"
TMDX,HE,ME1,health,medical_innovation,US89377M1099,TRANSMEDICS GROUP INC,47,Desarrolla tecnologías y soluciones médicas innovadoras destinadas a mejorar los resultados de los trasplantes de órganos y ampliar la reserva de órganos trasplantables.,"TransMedics se dedica a transformar la terapia de trasplante de órganos a través de su innovadora tecnología Organ Care System (OCS), que tiene como objetivo reemplazar los estándares obsoletos y mejorar el acceso a trasplantes que salvan vidas. El compromiso de la empresa con la innovación es evidente en el desarrollo de plataformas OCS de próxima generación para corazón y pulmón, junto con planes para una plataforma OCS para riñón, respaldados por inversiones continuas en I+D. TransMedics también se enfoca en impulsar avances a través de su tecnología OCS y su programa NOP, como lo demuestran las aprobaciones de la FDA y los ensayos clínicos para los programas OCS Heart y Lung de próxima generación.",364036140,USD,SMART,STK,"[{'name': 'tmdx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tmdx-FY24-10-K.html'}]"
TFX,HE,ME1,health,medical_innovation,US8793691069,TELEFLEX INC,48,Desarrollo y provisión de dispositivos médicos que contribuyen a los avances en las prácticas de atención médica y los resultados de los pacientes.,,12750,USD,SMART,STK,
LIVN,HE,ME1,health,medical_innovation,GB00BYMT0J19,LIVANOVA PLC,49,Contribuye a los avances en la innovación médica.,"El enfoque de LivaNova en la Innovación Médica se ve subrayado por su énfasis estratégico en la innovación como motor clave de crecimiento, como lo destacaron tanto el CEO como el Director de Innovación. Este compromiso se demuestra a través de sus inversiones en desarrollo de productos e I+D destinadas a mejorar su cartera principal y avanzar en programas para afecciones como la depresión difícil de tratar y la apnea obstructiva del sueño. Las innovaciones específicas incluyen el desarrollo de un oxigenador de próxima generación, mejoras en el sistema Essenz e iniciativas de evidencia clínica para la Terapia VNS, lo que demuestra la dedicación de la empresa a avanzar en la tecnología médica.",209755497,USD,SMART,STK,
HAE,HE,ME1,health,medical_innovation,US4050241003,HAEMONETICS CORP/MASS,50,"Se centra en el desarrollo de tecnologías y soluciones médicas innovadoras para la gestión de la sangre, contribuyendo a los avances en la atención al paciente y los resultados clínicos dentro del sector de la salud.","El compromiso de Haemonetics con el tema de Innovación Médica se demuestra a través de su dedicación a proporcionar soluciones innovadoras de tecnología médica destinadas a mejorar la calidad, la efectividad y la eficiencia de la atención médica. Esto se apoya aún más en adquisiciones estratégicas, incluida Attune Medical, que fabrica el dispositivo de enfriamiento esofágico proactivo ensoETM®, y OpSens Inc., una empresa de dispositivos médicos centrada en soluciones de cardiología que utilizan tecnología óptica patentada. Además, Haemonetics emprende acciones legales para proteger la propiedad intelectual relacionada con patentes de recolección de plasma sanguíneo centradas en el donante, como NexSys PCS® con tecnologías YES® y Persona®, lo que refleja su inversión en avances de tecnología médica.",7884,USD,SMART,STK,"[{'name': 'hae-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hae-Q325-10-Q.html'}]"
UFPT,HE,ME1,health,medical_innovation,US9026731029,UFP TECHNOLOGIES INC,51,Apoya el avance de la innovación médica proporcionando componentes y soluciones diseñadas a medida para dispositivos y aplicaciones médicas.,"UFP Technologies demuestra su enfoque en la innovación médica a través de varias iniciativas, incluido el lanzamiento de nuevos programas de cirugía robótica y el desarrollo de productos avanzados en prevención de infecciones. Esto está respaldado además por los esfuerzos continuos de la empresa para expandir sus capacidades de desarrollo de productos y mantener una cultura innovadora. La empresa también se enfoca en mejorar continuamente todos los aspectos de su negocio, aumentar la eficiencia y reducir los costos, al tiempo que expande sus capacidades de I + D y se traslada a países de bajo costo para mejorar la competitividad.",6746220,USD,SMART,STK,
GKOS,HE,ME1,health,medical_innovation,US3773221029,GLAUKOS CORP,52,"Desarrolla dispositivos y terapias médicas innovadores, particularmente en oftalmología, avanzando en las opciones de tratamiento para afecciones oculares.",,198048703,USD,SMART,STK,
IONS,HE,ME1,health,medical_innovation,US4622221004,IONIS PHARMACEUTICALS INC,53,"Es pionera en el descubrimiento y desarrollo de terapias dirigidas al ARN para enfermedades graves, impulsando avances en medicina genética y modalidades de fármacos novedosas.","Ionis Pharmaceuticals enfatiza su papel como pionera en medicamentos dirigidos por ARN, impulsando activamente la innovación en terapias de ARN para desarrollar tratamientos para enfermedades graves. La compañía tiene una cartera de seis medicamentos comercializados y una sólida cartera centrada en neurología, cardiología y enfermedades raras. Este compromiso con la innovación se ve aún más subrayado por su dedicación a inventar medicamentos destinados a mejorar la vida de las personas con enfermedades graves.",216201303,USD,SMART,STK,"[{'name': 'ions-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ions-FY24-10-K.html'}]"
STE,HE,ME1,health,medical_innovation,IE00BFY8C754,STERIS PLC,54,Participa en el desarrollo de soluciones innovadoras para el sector médico.,,358060563,USD,SMART,STK,
ATEC,HE,ME1,health,medical_innovation,US02081G2012,ALPHATEC HOLDINGS INC,55,Se enfoca en el desarrollo de nuevas tecnologías y soluciones para avanzar en la atención al paciente y los resultados quirúrgicos dentro del campo médico.,,245164531,USD,SMART,STK,
OCUL,HE,ME1,health,medical_innovation,US67576A1007,OCULAR THERAPEUTIX INC,56,Impulsa avances en el panorama de la innovación médica.,"El enfoque de Ocular Therapeutix en redefinir la experiencia de la retina y preservar la visión a través de la innovación médica es evidente en el desarrollo de AXPAXLI, un tratamiento diseñado para una durabilidad, eficacia y flexibilidad de primer nivel. La compañía está buscando una etiqueta de superioridad para AXPAXLI, que sería la primera en el campo, y cree que tiene el potencial de ser el primer producto para la DMA húmeda con una afirmación de superioridad basada en el ensayo SOL-1. Además, Ocular está expandiendo su enfoque para incluir enfermedades oculares diabéticas, con el objetivo de redefinir el tratamiento en estas áreas con protección duradera a través de inyecciones menos frecuentes, e incorporando estudios de extensión abiertos a largo plazo para generar información valiosa del mundo real.",162104102,USD,SMART,STK,
