industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
RE,UR5,ESS,real estate,urban_housing,US2971781057,ESSEX PROPERTY TRUST INC,11,"Se especializa en la propiedad, operación y desarrollo de propiedades residenciales multifamiliares en mercados costeros urbanos y suburbanos.","El negocio de Essex Property Trust se centra en propiedades residenciales multifamiliares en áreas urbanas, particularmente en la costa oeste, donde adquiere, desarrolla, redesarrolla y administra comunidades de apartamentos. El enfoque de la empresa en los fundamentos multifamiliares de la costa oeste la posiciona favorablemente en diversas condiciones económicas, con operaciones concentradas en centros urbanos como el norte de California, Seattle y el sur de California. Además, Essex reconoce y ve positivamente los cambios de política en Sacramento destinados a fomentar el desarrollo urbano.",6946,USD,SMART,STK,"[{'name': 'ess-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ess-FY24-10-K.html'}]"
RE,UR5,INVH,real estate,urban_housing,US46187W1071,INVITATION HOMES INC,12,"Proporciona viviendas de alquiler unifamiliares dentro de mercados urbanos y suburbanos clave, ofreciendo a los residentes opciones de vida flexibles y contribuyendo al panorama de la vivienda urbana.",,264405214,USD,SMART,STK,
RE,UR5,MAA,real estate,urban_housing,US59522J1034,MID-AMERICA APARTMENT COMM,13,"Se especializa en la propiedad y operación de comunidades de apartamentos ubicadas en mercados urbanos y suburbanos, satisfaciendo la demanda de vivienda urbana.",,9317,USD,SMART,STK,
RE,UR5,AMH,real estate,urban_housing,US02665T3068,AMERICAN HOMES 4 RENT- A,14,Se enfoca en el desarrollo y la gestión de viviendas de alquiler unifamiliares ubicadas principalmente en mercados urbanos y suburbanos de los Estados Unidos.,,132221970,USD,SMART,STK,
RE,UR5,TOL,real estate,urban_housing,US8894781033,TOLL BROTHERS INC,15,"Desarrolla residencias de lujo en entornos urbanos, contribuyendo al suministro de opciones de vivienda de alta gama dentro de las áreas metropolitanas.","Toll Brothers participa en el mercado de viviendas urbanas a través del diseño, construcción, comercialización y financiación de comunidades urbanas de baja, media y alta densidad, incluidos desarrollos de condominios de lujo. La empresa también se dedica a la venta de propiedades comerciales y minoristas ubicadas dentro de estas comunidades urbanas de condominios de lujo. Además, Toll Brothers participa en proyectos de condominios de lujo urbanos de alta densidad y gran altura a través de empresas conjuntas.",12915,USD,SMART,STK,"[{'name': 'tol-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tol-FY24-10-K.html'}, {'name': 'tol-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tol-Q225-10-Q.html'}]"
RE,UR5,PHM,real estate,urban_housing,US7458671010,PULTE GROUP INC,16,"Desarrolla y construye propiedades residenciales, contribuyendo a la disponibilidad de viviendas en entornos urbanos.",,11109,USD,SMART,STK,
RE,UR5,KBH,real estate,urban_housing,US48666K1097,KB HOME,17,"Se enfoca en la construcción y venta de viviendas en entornos urbanos y suburbanos, abordando las necesidades de vivienda en regiones metropolitanas.",,8772,USD,SMART,STK,
RE,UR5,MTH,real estate,urban_housing,US59001A1025,MERITAGE HOMES CORP,18,"Construye y vende viviendas en mercados urbanos y suburbanos, contribuyendo a la disponibilidad y desarrollo de viviendas en estas áreas.",,2586041,USD,SMART,STK,
RE,UR5,KW,real estate,urban_housing,US4893981070,KENNEDY-WILSON HOLDINGS INC,19,"Desarrolla, adquiere y gestiona propiedades de vivienda urbana, contribuyendo a la disponibilidad y modernización de espacios residenciales en áreas metropolitanas.","El compromiso de Kennedy Wilson con el tema de la Vivienda Urbana se refleja en su enfoque estratégico en oportunidades de adquisición multifamiliares, particularmente en mercados de relleno con oferta limitada. La compañía busca la creación de valor a través de la gestión institucional, la rehabilitación de activos, el reposicionamiento y la recapitalización dentro de estos mercados. Su actividad incluye la originación de préstamos para la construcción de viviendas multifamiliares, destacada por la finalización de 1.400 millones de dólares en nuevas originaciones de préstamos en el cuarto trimestre, centradas en multifamiliares de mercado de alta calidad y viviendas para estudiantes, y 3.500 millones de dólares para el año. Además, aproximadamente dos tercios de sus activos estabilizados se concentran ahora en viviendas de alquiler.",70298853,USD,SMART,STK,"[{'name': 'kw-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kw-Q125-10-Q.html'}, {'name': 'kw-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kw-Q225-10-Q.html'}]"
RE,UR5,HHH,real estate,urban_housing,US44267T1025,HOWARD HUGHES HOLDINGS INC,20,Contribuye a la vivienda urbana a través del desarrollo y la gestión de propiedades residenciales dentro de comunidades planificadas.,"La empresa demuestra su compromiso con el tema de la Vivienda Urbana a través de sus desarrollos residenciales en áreas urbanas, incluyendo proyectos de condominios en Ward Village, Honolulu, y desarrollos multifamiliares en Downtown Columbia y Texas. Específicamente, la empresa está construyendo Ulana, un desarrollo de vivienda para trabajadores que está completamente vendido, y planea aumentar las concesiones residenciales, lo que sugiere un enfoque en la vivienda urbana. Las comunidades planificadas por la empresa también incluyen desarrollos residenciales dentro de los límites de la ciudad, atendiendo a las necesidades de vivienda urbana, con una demanda robusta de los constructores de viviendas por terrenos residenciales.",647324601,USD,SMART,STK,"[{'name': 'hhh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hhh-FY24-10-K.html'}]"
RE,UR5,GRBK,real estate,urban_housing,US3927091013,GREEN BRICK PARTNERS INC,21,"Se enfoca en el desarrollo y construcción de propiedades residenciales en ubicaciones urbanas y de relleno, contribuyendo al suministro de viviendas en áreas metropolitanas.","El enfoque de la empresa en ubicaciones superiores dentro y adyacentes a áreas de reurbanización en mercados de alto crecimiento es un factor clave en su sólido desempeño, lo que destaca una inversión estratégica en vivienda urbana. Esto se ve aún más respaldado por la competencia limitada en sitios de comunidades de reurbanización y adyacentes a ellas, lo que contribuye al éxito de la empresa. El promedio de comunidades activas de venta de la empresa también experimentó un aumento.",172103160,USD,SMART,STK,"[{'name': 'grbk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/grbk-FY24-10-K.html'}]"
RE,UR5,VRE,real estate,urban_housing,US5544891048,VERIS RESIDENTIAL INC,22,Opera dentro del mercado de vivienda urbana proporcionando propiedades residenciales.,"Veris Residential participa en el tema de la vivienda urbana a través de su enfoque en propiedades residenciales en áreas urbanas, particularmente en el Noreste, incluidas propiedades frente al mar en Jersey City y ubicaciones en la ciudad de Nueva York. La empresa gestiona su cartera de viviendas multifamiliares para satisfacer la demanda de viviendas en áreas densamente pobladas, abordando la necesidad de viviendas urbanas. Esto se ve reforzado por las discusiones sobre las tendencias de migración urbana resiliente y la dinámica favorable de oferta y demanda dentro del panorama multifamiliar del Noreste.",5775,USD,SMART,STK,
RE,UR5,UMH,real estate,urban_housing,US9030021037,UMH PROPERTIES INC,23,Apoya la provisión de propiedades residenciales situadas en áreas urbanas.,"UMH Properties participa en el tema de la vivienda urbana a través del desarrollo y operación de comunidades de casas prefabricadas, que ofrecen opciones de vivienda asequible en varios estados. Estas comunidades abordan la necesidad de vivienda asequible tanto en áreas densamente pobladas como en Zonas de Oportunidad Calificadas. La empresa alquila espacios y casas prefabricadas a los residentes, y también vende y financia casas prefabricadas, contribuyendo a soluciones de vivienda urbana, especialmente para aquellos que buscan opciones asequibles. Si bien no se centra exclusivamente en áreas urbanas, las comunidades de casas prefabricadas de la empresa se encuentran en varios estados, algunos de los cuales incluyen entornos urbanos.",38615181,USD,SMART,STK,"[{'name': 'umh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/umh-FY24-10-K.html'}]"
