symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
OXY,EU,SHA,energy and utilities,shale_gas,US6745991058,OCCIDENTAL PETROLEUM CORP,11,Mantiene operaciones sustanciales en el desarrollo y producción de recursos de gas de esquisto.,"La participación de la empresa en el tema del Gas de Esquisto es evidente a través de sus operaciones en áreas ricas en esquisto como la Cuenca Pérmica, donde es el mayor poseedor de acreage. Esto incluye la extracción de gas natural de formaciones rocosas de esquisto y la aplicación de CO2 para la recuperación mejorada de petróleo. El enfoque de la empresa en activos no convencionales y su ampliada pista de aterrizaje no convencional en EE. UU., junto con la capacidad de agregar bancos secundarios y EOR, respaldan aún más su participación en la extracción de gas de esquisto.",10880,USD,SMART,STK,
AR,EU,SHA,energy and utilities,shale_gas,US03674X1063,ANTERO RESOURCES CORP,12,"Se enfoca en la exploración, desarrollo y producción de gas natural y líquidos de gas natural a partir de formaciones de esquisto, principalmente en la cuenca de los Apalaches.","El enfoque de la empresa en yacimientos no convencionales, específicamente formaciones de esquisto fracturadas, resalta la importancia del gas de esquisto para sus operaciones. Esto se ve respaldado además por el hecho de que las ventas de líquidos de gas natural constituyen una parte significativa (41,5%) de los ingresos totales de la empresa. El presupuesto de capital neto de la empresa para 2025, que asigna una cantidad sustancial para perforación y completación en la Cuenca de los Apalaches, refuerza su compromiso con el desarrollo de gas de esquisto.",135942630,USD,SMART,STK,"[{'name': 'ar-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ar-Q125-10-Q.html'}, {'name': 'ar-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ar-FY24-10-K.html'}]"
CTRA,EU,SHA,energy and utilities,shale_gas,US1270971039,COTERRA ENERGY INC,13,"Es un productor y desarrollador significativo de recursos de gas de esquisto, desempeñando un papel clave en las actividades de exploración y producción de la industria.","El compromiso de Coterra Energy con el tema del gas de esquisto es evidente a través de sus operaciones en el esquisto de Marcellus, una importante región productora de gas de esquisto, donde la empresa ha reducido estratégicamente la producción de gas natural en respuesta a precios más débiles. Esta reducción resultó en una disminución estimada de 232 MMcf por día de producción neta entre agosto y noviembre de 2024. Si bien Coterra redujo los gastos de capital en el esquisto de Marcellus, también está aumentando la actividad en la región en $50 millones y observando estructuras de costos mejoradas con laterales más largos. Además, el proyecto Windham Row de la empresa incluye pozos Harkey, lo que indica un interés continuo, aunque potencialmente desafiado, en la extracción de gas de esquisto.",5946,USD,SMART,STK,"[{'name': 'ctra-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ctra-Q324-10-Q.html'}, {'name': 'ctra-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ctra-FY24-10-K.html'}]"
DVN,EU,SHA,energy and utilities,shale_gas,US25179M1036,DEVON ENERGY CORP,14,"Participa en la exploración y producción de gas natural de formaciones de esquisto, contribuyendo al suministro general de gas de esquisto.","Devon Energy es una empresa de exploración y producción de petróleo y gas natural con operaciones centradas en tierra en los Estados Unidos, específicamente dentro de la Cuenca Delaware, Rockies, Eagle Ford y Anadarko. Si bien la producción de gas de la empresa incluye operaciones en áreas ricas en esquisto como las cuencas Delaware y Anadarko, los documentos no mencionan explícitamente 'gas de esquisto' o 'fracturación hidráulica'. Aunque la empresa participa en la producción de gas natural en cuencas de esquisto, no hay mención explícita de la contribución a los ingresos.",754442,USD,SMART,STK,"[{'name': 'dvn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dvn-Q125-10-Q.html'}, {'name': 'dvn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dvn-Q225-10-Q.html'}]"
BP.,EU,SHA,energy and utilities,shale_gas,GB0007980591,BP PLC,15,"Es un actor clave en el desarrollo y la producción de gas de esquisto, contribuyendo significativamente al suministro y la infraestructura energética global.",,228891,GBP,SMART,STK,
PTEN,EU,SHA,energy and utilities,shale_gas,US7034811015,PATTERSON-UTI ENERGY INC,16,Proporciona servicios de perforación y completación cruciales para la exploración y producción de recursos de gas de esquisto.,"La empresa demuestra su participación en la industria del gas de esquisto a través de sus servicios para la perforación de pozos horizontales en esquisto y otras áreas de recursos no convencionales. La empresa mejora las capacidades de su flota de perforación para satisfacer las necesidades de los clientes en la perforación de esquisto, con servicios de completamiento operando en cuencas activas como Marcellus Shale/Utica, Eagle Ford y Haynesville. Además, la empresa ha invertido en la preparación de su negocio para la próxima fase de desarrollo de esquisto, centrándose en servicios digitales y automatización para mejorar la eficiencia.",4817001,USD,SMART,STK,"[{'name': 'pten-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pten-Q324-10-Q.html'}, {'name': 'pten-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pten-FY24-10-K.html'}]"
LBRT,EU,SHA,energy and utilities,shale_gas,US53115L1044,LIBERTY ENERGY INC,17,Proporciona servicios de fracturación hidráulica esenciales para la extracción y producción de recursos de gas de esquisto.,"El enfoque de la compañía en la prestación de servicios de fracturación hidráulica y tecnologías relacionadas a empresas de exploración y producción (E&P) de petróleo y gas natural en tierra, particularmente en cuencas de esquisto, subraya su participación en la extracción de gas de esquisto. Sus servicios se prestan principalmente en las principales cuencas de esquisto, incluidas la Cuenca Pérmica, la Cuenca Williston, Eagle Ford Shale, Haynesville Shale y la Cuenca Apalache (Marcellus Shale y Utica Shale). Las operaciones de la compañía también se extienden a algunas cuencas de esquisto más pequeñas, incluidas la Cuenca Uinta, la Cuenca Powder River y la Cuenca San Juan.",302202060,USD,SMART,STK,"[{'name': 'lbrt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lbrt-FY24-10-K.html'}, {'name': 'lbrt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lbrt-Q324-10-Q.html'}]"
NFG,EU,SHA,energy and utilities,shale_gas,US6361801011,NATIONAL FUEL GAS CO,18,"Desempeña un papel importante en la exploración, producción y transporte de gas natural de formaciones de esquisto.","La empresa demuestra un enfoque en la industria del gas de esquisto a través de sus operaciones y desarrollo de infraestructura en la Cuenca Apalache. Específicamente, las actividades de exploración y producción de la empresa se concentran en los esquistos de Marcellus y Utica. Esto está respaldado además por el Proyecto Tioga Pathway, una iniciativa de expansión y modernización diseñada para transportar 190,000 Dth por día de suministros de gas de esquisto desde una nueva interconexión en el noroeste del condado de Tioga, Pensilvania, mejorando el acceso a los mercados del Atlántico Medio.",10199,USD,SMART,STK,"[{'name': 'nfg-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nfg-Q325-10-Q.html'}, {'name': 'nfg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nfg-Q125-10-Q.html'}, {'name': 'nfg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nfg-Q225-10-Q.html'}, {'name': 'nfg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nfg-FY24-10-K.html'}]"
HP,EU,SHA,energy and utilities,shale_gas,US4234521015,HELMERICH & PAYNE,19,"Proporciona soluciones y equipos de perforación avanzados esenciales para la extracción de gas de esquisto, apoyando las actividades de exploración y producción en cuencas no convencionales clave.","La participación de la empresa en el tema del gas de esquisto es evidente a través de sus operaciones en el mercado de esquisto de EE. UU. y su participación en la perforación de gas natural en las regiones de Haynesville y Marcellus. Si bien la empresa reconoce la importancia de la eficiencia del capital dentro del mercado de esquisto de EE. UU., también reconoce que esta necesidad se extiende más allá de este sector específico. La empresa también señala un repunte en las explotaciones de gas natural, particularmente en las áreas de Haynesville y Marcellus.",8097,USD,SMART,STK,
EQNR,EU,SHA,energy and utilities,shale_gas,NO0010096985,EQUINOR ASA,20,"Participa en la exploración, desarrollo y producción de recursos de gas de esquisto.",,12492456,NOK,SMART,STK,
NOV,EU,SHA,energy and utilities,shale_gas,US62955J1034,NOV INC,21,"Proporciona equipos y tecnología críticos para los procesos de perforación, completación y producción inherentes a la extracción de gas de esquisto.",,462100032,USD,SMART,STK,
TTE,EU,SHA,energy and utilities,shale_gas,FR0000120271,TOTALENERGIES SE,22,Contribuye al suministro de gas de esquisto a través de sus actividades de exploración y producción.,,29612193,EUR,SMART,STK,
MTDR,EU,SHA,energy and utilities,shale_gas,US5764852050,MATADOR RESOURCES CO,23,Participa en la exploración y producción de recursos de gas de esquisto.,"La empresa demuestra exposición al tema del Gas de Esquisto a través de su participación en la exploración, desarrollo, producción y adquisición de recursos de petróleo y gas natural, con un énfasis específico en esquistos de petróleo y gas natural y otras formaciones no convencionales. Sus operaciones se centran principalmente en las formaciones Wolfcamp y Bone Spring en la Cuenca Delaware, y también tienen operaciones en las formaciones Eagle Ford, Haynesville shale y Cotton Valley. La empresa también ha reservado las formaciones Cotton Valley por encima de Haynesville, estimando más de 200 mil millones de pies cúbicos de gas, a la espera de precios de gas más estables.",101694297,USD,SMART,STK,"[{'name': 'mtdr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtdr-Q225-10-Q.html'}, {'name': 'mtdr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtdr-Q324-10-Q.html'}, {'name': 'mtdr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mtdr-FY24-10-K.html'}]"
MGY,EU,SHA,energy and utilities,shale_gas,US5596631094,MAGNOLIA OIL & GAS CORP - A,24,Opera dentro de la industria del gas de esquisto.,"La participación de Magnolia Oil & Gas en el tema del Gas de Esquisto es evidente en su enfoque operativo. Las propiedades de petróleo y gas natural de la empresa se encuentran principalmente en las áreas de Karnes y Giddings en el sur de Texas, donde se dirige a las formaciones Eagle Ford Shale y Austin Chalk. La empresa se dirige específicamente al Eagle Ford Shale, que es una formación de gas de esquisto bien conocida, lo que indica un énfasis estratégico en la producción de gas de esquisto.",327849712,USD,SMART,STK,"[{'name': 'mgy-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgy-Q324-10-Q.html'}, {'name': 'mgy-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgy-Q225-10-Q.html'}, {'name': 'mgy-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mgy-FY24-10-K.html'}]"
BKV,EU,SHA,energy and utilities,shale_gas,US05603J1088,BKV CORPORATION,25,Se centra en el desarrollo y la producción de gas natural a partir de formaciones de esquisto.,"El enfoque de BKV en el Gas de Esquisto es evidente a través de la adquisición de Bedrock Production, que posee los activos de Barnett Shale de Bedrock Energy Partners, añadiendo aproximadamente 97,000 acres netos a su cartera. Se espera que esta adquisición añada más de 100 millones de pies cúbicos equivalentes por día de producción y casi 1 Tcfe de reservas 1P a la cartera Barnett de BKV, extendiendo su posición de liderazgo en el esquisto Barnett. Además, BKV está aumentando su guía de producción para 2025 a un punto medio de 800 millones de pies cúbicos equivalentes por día, lo que destaca la importancia del gas de esquisto en la estrategia de producción general de la empresa.",731109568,USD,SMART,STK,"[{'name': 'bkv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bkv-Q225-10-Q.html'}]"
GPOR,EU,SHA,energy and utilities,shale_gas,US4026355028,GULFPORT ENERGY CORP,26,"Se dedica a la exploración y producción de gas natural de formaciones de esquisto, contribuyendo al suministro general de gas de esquisto.","La exposición de Gulfport Resources al tema del Gas de Esquisto es evidente en su enfoque operativo y sus planes de perforación estratégicos. Las propiedades principales de la empresa se encuentran en el este de Ohio, apuntando específicamente a las formaciones de esquisto Utica y Marcellus, y sus planes de perforación reflejan este enfoque, incluyendo una plataforma Utica de 4 pozos de gas seco en 2025. Este movimiento estratégico para incluir la plataforma Utica, mientras se aplaza una plataforma Marcellus, demuestra la capacidad de respuesta de la empresa a las condiciones del mercado de materias primas. Además, la empresa completó la perforación de 13 pozos brutos en Ohio durante el primer trimestre, con 7 apuntando a Utica en Ohio.",491186703,USD,SMART,STK,"[{'name': 'gpor-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gpor-FY24-10-K.html'}]"
SM,EU,SHA,energy and utilities,shale_gas,US78454L1008,SM ENERGY CO,27,"Opera dentro de la industria del gas de esquisto, lo que refleja su enfoque estratégico en este sector energético.","El compromiso de la empresa con el tema del Gas de Esquisto es evidente a través de sus activos en el sur de Texas, que incluyen acreage en las formaciones Eagle Ford shale y Austin Chalk. Su posición de acreage en la cuenca de Maverick cubre una parte significativa del shale Eagle Ford occidental, y la empresa se centra en la producción de ambas formaciones, Austin Chalk y Eagle Ford shale. El recuento de pozos perforados pero no completados de la empresa incluye pozos en el shale Eagle Ford.",75472988,USD,SMART,STK,"[{'name': 'sm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sm-Q324-10-Q.html'}, {'name': 'sm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sm-FY24-10-K.html'}]"
NOG,EU,SHA,energy and utilities,shale_gas,US6655313079,NORTHERN OIL AND GAS INC,28,"Se dedica a la adquisición, exploración y producción de petróleo y gas natural, incluidos los recursos de formaciones de esquisto.","Las operaciones de la compañía en la Cuenca Apalache, combinadas con su perforación activa y volúmenes récord de gas, indican su participación en la producción de gas de esquisto. La empresa conjunta Apalache, ahora en línea, contribuye significativamente a los volúmenes de gas de la compañía, con una producción que alcanza aproximadamente 343 mmcf por día. Además, la compañía está persiguiendo oportunidades de fusiones y adquisiciones relacionadas con el gas, lo que indica un interés estratégico en expandir sus operaciones de gas, a pesar de que el 'gas de esquisto' no se menciona explícitamente en el contexto de la empresa conjunta Apalache.",443378898,USD,SMART,STK,
WHD,EU,SHA,energy and utilities,shale_gas,US1272031071,CACTUS INC - A,29,Está vinculado a la industria del gas de esquisto.,"El compromiso de la empresa con el tema del Gas de Esquisto se deriva de que sus productos se venden y alquilan principalmente para pozos de petróleo y gas no convencionales en tierra, que se utilizan durante las fases de perforación, completación y producción. Debido a que los productos de control de presión de la empresa se utilizan durante las fases de perforación, completación y producción de pozos de gas de esquisto, una parte notable de sus ingresos está conectada a la producción de gas de esquisto. Sin embargo, no hay evidencia de especialización o tecnología patentada relacionada con la extracción de gas de esquisto.",305881950,USD,SMART,STK,"[{'name': 'whd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/whd-Q324-10-Q.html'}, {'name': 'whd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/whd-FY24-10-K.html'}]"
AESI,EU,SHA,energy and utilities,shale_gas,US6420451089,ATLAS ENERGY SOLUTIONS INC,30,Proporciona soluciones esenciales de apuntalamiento que son críticas para los procesos de fracturación hidráulica utilizados en la extracción de gas de esquisto.,,656365592,USD,SMART,STK,
CHRD,EU,SHA,energy and utilities,shale_gas,US6742152076,CHORD ENERGY CORP,31,Está involucrado en la exploración y producción de gas natural de formaciones de esquisto.,"La participación de Enerplus en el tema del Gas de Esquisto se refleja en su volumen de producción de gas natural del Esquisto de Marcellus, que ascendió a 24.727 MMcf para el año finalizado el 31 de diciembre de 2024, y 10.508 MMcf y 14.272 MMcf para los tres y nueve meses finalizados el 30 de septiembre de 2024, respectivamente. Sin embargo, los intereses de la empresa en el Esquisto de Marcellus son limitados y no operativos, con la gran mayoría de sus activos de producción ubicados en la Cuenca de Williston en Dakota del Norte. Esto indica una participación menor en gas de esquisto.",456517746,USD,SMART,STK,"[{'name': 'chrd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chrd-Q324-10-Q.html'}, {'name': 'chrd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/chrd-FY24-10-K.html'}]"
