type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources
materials and mining,bioplastics_and_sustainable_packaging,US67098H1041,O-I GLASS INC,11,"Contribuye al envasado sostenible a través de sus productos de vidrio, que ofrecen reciclabilidad y reutilización inherentes como alternativa a otros materiales de envasado.",,396135117,USD,OI,SMART,STK,True,
materials and mining,bioplastics_and_sustainable_packaging,FI0009005987,UPM-KYMMENE OYJ,12,Se enfoca en el desarrollo de materiales de embalaje a base de fibra y otras soluciones de base biológica que contribuyen al embalaje sostenible y los bioplásticos.,,29816600,EUR,UPM,HEX,STK,False,
materials and mining,bioplastics_and_sustainable_packaging,FR0010313833,ARKEMA,13,Contribuye al sector de los bioplásticos y el embalaje sostenible a través de su desarrollo y suministro de materiales y soluciones avanzadas.,,38980618,EUR,AKE,SMART,STK,False,
materials and mining,bioplastics_and_sustainable_packaging,US81211K1007,SEALED AIR CORP,14,"Desarrolla y proporciona soluciones de embalaje sostenibles, incluidas aquellas que utilizan bioplásticos, destinadas a reducir el impacto ambiental en diversas industrias.","Sealed Air integra materiales sostenibles en sus soluciones de embalaje y considera las ofertas sostenibles un factor de apoyo para el crecimiento, particularmente dentro de su negocio de alimentos. Se espera que las actividades de adquisición de la empresa complementen los esfuerzos de desarrollo de embalajes sostenibles y aceleren la introducción de soluciones sostenibles en el mercado. Si bien Sealed Air tiene como objetivo apoyar las necesidades de sostenibilidad de los clientes a través de sus soluciones de embalaje, la empresa perdió negocio de Amazon al convertirse en relleno de papel completo.",4082282,USD,SEE,SMART,STK,True,"[{'name': 'see-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/see-Q324-10-Q.html'}, {'name': 'see-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/see-Q125-10-Q.html'}, {'name': 'see-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/see-Q225-10-Q.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US8354951027,SONOCO PRODUCTS CO,15,"Desarrolla y proporciona una variedad de soluciones de embalaje sostenible, contribuyendo al avance de los bioplásticos y otras opciones ambientalmente responsables para sus clientes.","Sonoco se identifica como un diseñador, desarrollador y fabricante global de productos de embalaje sostenibles, lo que indica el compromiso de la empresa con el tema de Bioplásticos y Embalaje Sostenible. Esto se demuestra aún más a través del enfoque de Sonoco en plataformas centrales de embalaje sostenible y su objetivo de avanzar en la innovación y la sostenibilidad en las ofertas de embalaje metálico, incluida una transacción significativa para expandir su liderazgo global en envases metálicos para alimentos y aerosoles. Además, Sonoco aumentó su inversión de propiedad en un diseñador y fabricante de soluciones de embalaje protector sostenible y adquirió RTS Packaging para fortalecer sus soluciones de embalaje basadas en fibra 100% reciclada, lo que refleja un compromiso con las prácticas sostenibles.",611273,USD,SON,SMART,STK,True,"[{'name': 'son-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/son-Q125-10-Q.html'}, {'name': 'son-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/son-Q225-10-Q.html'}, {'name': 'son-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/son-Q324-10-Q.html'}, {'name': 'son-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/son-FY24-10-K.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US74623V1035,PURECYCLE TECHNOLOGIES INC,16,"Desarrolla y comercializa un innovador proceso de reciclaje para transformar residuos plásticos en resinas de alta calidad, apoyando el avance de materiales de embalaje sostenibles.",,477149077,USD,PCT,SMART,STK,False,
materials and mining,bioplastics_and_sustainable_packaging,US8270481091,SILGAN HOLDINGS INC,17,Desarrolla y suministra soluciones de embalaje que abordan el tema de los bioplásticos y el embalaje sostenible.,"El enfoque de la empresa en el tema de Bioplásticos y Embalajes Sostenibles es evidente en su papel como fabricante y proveedor líder de soluciones de embalaje rígido sostenible para bienes de consumo esenciales. La empresa produce cierres dispensadores y especiales, contenedores de acero y aluminio, y contenedores de plástico diseñados a medida, todo ello al tiempo que enfatiza las prácticas sostenibles. Si bien la empresa se identifica como un fabricante de 'soluciones de embalaje rígido sostenible', se alinea implícitamente con el tema, incluso sin declarar explícitamente 'Bioplásticos y Embalajes Sostenibles'.",4818193,USD,SLGN,SMART,STK,True,"[{'name': 'slgn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/slgn-Q324-10-Q.html'}, {'name': 'slgn-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/slgn-Q224-10-Q.html'}, {'name': 'slgn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/slgn-Q125-10-Q.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US2283681060,CROWN HOLDINGS INC,18,Desarrolla y ofrece soluciones dentro del dominio de Bioplásticos y Embalajes Sostenibles.,,5513,USD,CCK,SMART,STK,True,
materials and mining,bioplastics_and_sustainable_packaging,US05368V1061,AVIENT CORP,19,Desarrolla y suministra materiales especializados para bioplásticos y soluciones de embalaje sostenible.,"Avient se identifica como un formulador principal de soluciones de materiales especializados y sostenibles, ofreciendo tecnologías diseñadas para ayudar a los clientes a tener éxito y a la vez permitir un mundo sostenible. Esto incluye el desarrollo de tecnologías que mejoran la reciclabilidad de los productos y permiten la incorporación de contenido reciclado, impulsando una economía más circular. Avient también ofrece productos únicos como agentes de conformado químico a baja temperatura para el embalaje de películas flexibles y el respaldo de composites, ayudando a los clientes a reducir el uso de materiales y energía y a mejorar la productividad.",431102494,USD,AVNT,SMART,STK,True,"[{'name': 'avnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avnt-Q324-10-Q.html'}, {'name': 'avnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/avnt-FY24-10-K.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US76171L1061,REYNOLDS CONSUMER PRODUCTS I,20,"Se enfoca en el desarrollo e implementación de soluciones de empaque más sostenibles, incluidas iniciativas para reducir el uso de plástico y mejorar la reciclabilidad en su cartera de productos.","La compañía demuestra su compromiso con el tema de Bioplásticos y Embalajes Sostenibles a través de varias iniciativas. Ofrece opciones sostenibles como papel de aluminio 100% reciclado Reynolds Wrap y papel pergamino sin blanquear, así como Hefty ECOSAVE y platos de papel impresos compostables. Presto Products fue el primero en comercializar bolsas para sándwiches de marca propia que contienen aproximadamente un 20% de materiales renovables de origen vegetal y oceánico. La adquisición de Atacama Manufacturing Inc. mejoró aún más la cartera de innovación de la compañía, lo que llevó a la introducción de cubiertos compostables Hefty, que aprovechan la nueva tecnología y el trabajo de resina de la adquisición.",402183626,USD,REYN,SMART,STK,True,"[{'name': 'reyn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/reyn-FY24-10-K.html'}, {'name': 'reyn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/reyn-Q225-10-Q.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US0383361039,APTARGROUP INC,21,Desarrolla soluciones de envasado que integran bioplásticos y consideraciones de materiales sostenibles.,,4651,USD,ATR,SMART,STK,True,
materials and mining,bioplastics_and_sustainable_packaging,US0536111091,AVERY DENNISON CORP,22,Contribuye al sector de los bioplásticos y los envases sostenibles mediante el desarrollo y suministro de materiales y soluciones diseñados para mejorar el perfil medioambiental de diversas aplicaciones de embalaje.,,4694,USD,AVY,SMART,STK,True,
materials and mining,bioplastics_and_sustainable_packaging,US3976241071,GREIF INC-CL A,23,Apoya el tema de los Bioplásticos y Empaques Sostenibles mediante el desarrollo y la provisión de soluciones de empaque sostenibles.,"La empresa demuestra una participación en el tema de los Bioplásticos y Embalajes Sostenibles a través de su segmento de Soluciones de Fibra Sostenible, que se centra en la producción y venta de productos de embalaje a base de fibra. Este segmento utiliza materiales como cartón para envases, cartón reciclado sin recubrimiento y cartón reciclado con recubrimiento, y también implica la compra y venta de fibra reciclada. Si bien la empresa tiene como objetivo reducir las emisiones de gases de efecto invernadero y ofrece soluciones de fibra sostenibles, no menciona explícitamente bioplásticos ni tecnologías de embalaje sostenible patentadas.",4812174,USD,GEF,SMART,STK,True,"[{'name': 'gef-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gef-Q125-10-Q.html'}, {'name': 'gef-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gef-FY24-10-K.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US45688C1071,INGEVITY CORP,24,Contribuye al avance de los bioplásticos y las soluciones de embalaje sostenibles.,"Ingevity demuestra su compromiso con el tema Bioplásticos y Embalajes Sostenibles a través del desarrollo, fabricación y comercialización de soluciones que son en gran medida de origen renovable, ayudando a los clientes a abordar problemas complejos y promoviendo la sostenibilidad global. Los productos de la empresa encuentran aplicación en bioplásticos, con personal dedicado asignado a esta área. Si bien los productos de Ingevity se utilizan en diversas aplicaciones exigentes, incluidos los bioplásticos, la empresa también ve potencial en mercados de alto crecimiento como los bioplásticos utilizados en envases de alimentos.",231125622,USD,NGVT,SMART,STK,True,"[{'name': 'ngvt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ngvt-Q225-10-Q.html'}, {'name': 'ngvt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ngvt-Q125-10-Q.html'}, {'name': 'ngvt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ngvt-FY24-10-K.html'}, {'name': 'ngvt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ngvt-Q324-10-Q.html'}]"
materials and mining,bioplastics_and_sustainable_packaging,US6951561090,PACKAGING CORP OF AMERICA,25,Participa en el tema de los bioplásticos y el embalaje sostenible como proveedor de soluciones de embalaje.,,7740411,USD,PKG,SMART,STK,True,
