industry,theme,isin_code,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
energy and utilities,utilityscale_projects,US26441C2044,DUKE ENERGY CORP,11,"Participa en el desarrollo y operación de extensos proyectos de servicios públicos, que abarcan la generación, transmisión y distribución de energía, fundamentales para satisfacer las demandas energéticas.",,110176011,USD,DUK,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US25746U1097,DOMINION ENERGY INC,12,"Se enfoca en el desarrollo y la gestión de importantes proyectos de infraestructura de servicios públicos, que abarcan la generación, transmisión y distribución de energía.","La empresa demuestra un enfoque sustancial en proyectos a escala de servicios públicos, principalmente a través de su importante inversión en el proyecto Coastal Virginia Offshore Wind (CVOW), diseñado para suministrar casi 3 gigavatios de electricidad a la red de Virginia. Este proyecto, actualmente completado en un 55 % y cuya puesta en marcha está prevista para principios de 2026, apoya a clientes clave como Huntington Ingalls e instalaciones militares y de defensa críticas. Además, la empresa enfatiza que el proyecto CVOW es la forma más rápida y económica de apoyar la infraestructura de IA y ciberseguridad de Estados Unidos dentro del mercado de centros de datos más grande.",6327,USD,D,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US00130H1059,AES CORP,13,"Impulsa el desarrollo y la operación de proyectos de generación de energía e infraestructura a gran escala en todo el mundo, contribuyendo significativamente a la capacidad y distribución de energía global.",,2560358,USD,AES,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US0255371017,AMERICAN ELECTRIC POWER,14,"Desarrolla, posee y opera proyectos de infraestructura a gran escala esenciales para la generación y transmisión de energía, contribuyendo significativamente al desarrollo de energía a escala de servicios públicos.",,4211,USD,AEP,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US30161N1019,EXELON CORP,15,"Desarrolla y opera proyectos de infraestructura energética a gran escala, incluidas instalaciones de generación de energía y sistemas de transmisión, cruciales para el suministro de energía confiable a una amplia base de clientes.",,11000,USD,EXC,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US34379V1035,FLUENCE ENERGY INC,16,Proporciona productos y servicios avanzados de almacenamiento de energía esenciales para el desarrollo y la operación de proyectos de servicios públicos a gran escala.,"El negocio de Fluence está estrechamente ligado al mercado de almacenamiento de baterías a escala de servicios públicos, ya que la empresa obtiene la mayor parte de sus ingresos de la venta de soluciones de almacenamiento de energía basadas en baterías. La empresa está estratégicamente posicionada para capitalizar el mercado de almacenamiento de baterías a escala de servicios públicos, ofreciendo soluciones que abordan las complejas necesidades de un panorama energético en transformación. La industria del almacenamiento de baterías a escala de servicios públicos está experimentando un crecimiento significativo debido a la transición global hacia la energía renovable, un mayor enfoque en la resiliencia de la red y marcos regulatorios de apoyo.",523222620,USD,FLNC,SMART,STK,False,"[{'name': 'flnc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flnc-Q225-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US21037T1097,CONSTELLATION ENERGY,17,Impulsa el desarrollo y la operación de proyectos de infraestructura energética a gran escala críticos para la generación y distribución de energía.,"La participación de Constellation Energy en proyectos a escala de servicios públicos es evidente a través de su diversa capacidad de generación, que incluye activos nucleares, eólicos, solares, de gas natural e hidroeléctricos. Reforzando este compromiso, la empresa está llevando a cabo la reactivación del Crane Clean Energy Center, un proyecto a escala de servicios públicos diseñado para una generación de energía significativa. Ampliando aún más su huella, la adquisición propuesta de Calpine agregará una flota de generación sustancial que abarca gas natural, geotérmica, almacenamiento de baterías y activos solares, totalizando más de 27 GW de capacidad, y la empresa ha firmado un PPA de 20 años con Meta Platforms, Inc. para la producción del Clinton Clean Energy Center.",538132976,USD,CEG,SMART,STK,True,"[{'name': 'ceg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ceg-Q225-10-Q.html'}, {'name': 'ceg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ceg-Q125-10-Q.html'}, {'name': 'ceg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ceg-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US8168511090,SEMPRA,18,"Desarrolla, posee y opera importantes proyectos de infraestructura energética, contribuyendo significativamente a las capacidades de generación, transmisión y distribución de energía a gran escala.",,11020,USD,SRE,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,CA1366351098,CANADIAN SOLAR INC,19,"Desarrolla y entrega proyectos de energía solar a escala de servicios públicos, contribuyendo a la expansión de la infraestructura de energía renovable a gran escala.","La participación de Canadian Solar en proyectos a gran escala es evidente a través de varias iniciativas, incluido el lanzamiento de mejoras de SolBank 3.0 Plus para la fabricación de celdas de batería de fosfato de hierro y litio y la introducción de nuevos módulos TOPCon Gen 2 de alta potencia N-type diseñados para sistemas a gran escala. Recurrent Energy, una subsidiaria de Canadian Solar, tiene una importante cartera de proyectos solares y de almacenamiento a gran escala, con 1,2 gigavatios pico de proyectos solares y 1,4 gigavatios hora de proyectos de almacenamiento de energía en construcción en Europa y EE. UU. Además, Recurrent Energy ha energizado su primer proyecto de almacenamiento Duncan de 200 megavatios hora en Texas y ha asegurado financiación para el proyecto Blue Moon Solar en Kentucky, lo que demuestra un compromiso con el desarrollo y la inversión en infraestructura de energía renovable a gran escala.",41498671,USD,CSIQ,SMART,STK,False,,UTI
energy and utilities,utilityscale_projects,US2091151041,CONSOLIDATED EDISON INC,20,"Lleva a cabo proyectos integrales a escala de servicios públicos para desarrollar, mantener y expandir la infraestructura energética crítica para la generación, transmisión y distribución de electricidad.",,6691,USD,ED,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US5763231090,MASTEC INC,21,"Proporciona servicios integrales de ingeniería y construcción para infraestructura de servicios públicos a gran escala, incluidos proyectos de generación, transmisión y distribución de energía en diversos sectores energéticos.","La posición de MasTec en proyectos a escala de servicios públicos se ve significativamente fortalecida por su adquisición de IEA, un proveedor líder de soluciones de infraestructura a escala de servicios públicos en América del Norte, especializado en energías renovables y proyectos de ingeniería civil pesada, así como servicios de remediación ferroviaria y ambiental. La empresa es un proveedor líder de soluciones de infraestructura a escala de servicios públicos, involucrado en infraestructura de generación de energía, principalmente de fuentes limpias y renovables.",2586246,USD,MTZ,SMART,STK,True,"[{'name': 'mtz-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtz-Q324-10-Q.html'}, {'name': 'mtz-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mtz-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US2810201077,EDISON INTL,22,Centrales para sus operaciones son los Proyectos a Escala de Servicios Públicos.,,11899,USD,EIX,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US69351T1060,PPL CORPORATION,23,"Se enfoca en el desarrollo y la gestión de infraestructuras a gran escala dentro del sector de los servicios públicos, incluyendo activos de generación, transmisión y distribución.",,661547,USD,PPL,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US29364G1031,ENTERGY CORP,24,"Desarrolla y opera infraestructura de generación, transmisión y distribución a gran escala para servir a su base de clientes.",,6969,USD,ETR,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US9694571004,WILLIAMS COS INC,25,"Proporciona infraestructura esencial de gas natural, incluyendo recolección, procesamiento y transmisión, que impulsa y apoya el desarrollo y la operación de proyectos de energía a escala de servicios públicos.","La participación de Williams en proyectos a escala de servicios públicos se destaca por su inversión en generación de energía e infraestructura de gasoductos asociada, ejemplificada por el proyecto Sócrates. Este proyecto está respaldado además por un acuerdo de compra de energía a precio fijo a largo plazo. Además, la adquisición por parte de Williams de una participación del 10% en Cogentrix Energy tiene como objetivo mejorar su servicio a los mercados emergentes de energía con suministro de gas natural, mientras que el Power Express Pipeline suministra gas natural para satisfacer la demanda de energía.",13805,USD,WMB,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,26,"Invierte y financia activos de infraestructura a gran escala, incluidos proyectos de energía renovable, que contribuyen al desarrollo y operación de la generación de energía a escala de servicios públicos.","La participación de HASI en Proyectos a Escala de Servicios Públicos es evidente a través de sus inversiones en proyectos de energía renovable conectados a la red, incluidos proyectos solares y eólicos a escala de servicios públicos. Los ingresos de la compañía por inversiones en el método de la participación se ven significativamente influenciados por las asignaciones de ingresos relacionadas con créditos fiscales de proyectos solares a escala de servicios públicos conectados a la red. Además, HASI participa en inversiones a escala de servicios públicos, como lo ilustra la cronología de su participación y su cartera activa conectada a la red, donde proporciona capital a los desarrolladores.",125815462,USD,HASI,SMART,STK,True,"[{'name': 'hasi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q324-10-Q.html'}, {'name': 'hasi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hasi-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US3379321074,FIRSTENERGY CORP,27,"Se dedica al desarrollo, operación y mantenimiento de proyectos de infraestructura a gran escala esenciales para la generación, transmisión y distribución de energía en sus territorios de servicio.",,3265376,USD,FE,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US6293775085,NRG ENERGY INC,28,"Desarrolla y opera activos de generación a escala de servicios públicos, incluidas instalaciones de gas natural, carbón, petróleo y renovables, para suministrar electricidad a clientes mayoristas y minoristas.",,10188791,USD,NRG,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US18539C2044,CLEARWAY ENERGY INC-C,29,"Se enfoca en poseer y operar proyectos de energía renovable a escala de servicios públicos, contribuyendo al desarrollo y la entrega de energía sostenible.","Clearway Energy demuestra un fuerte enfoque en proyectos a escala de servicios públicos a través de su extensa cartera de activos de generación de energía limpia. La cartera de la empresa incluye aproximadamente 9 GW de sistemas de almacenamiento de energía eólica, solar y de baterías (BESS), de una capacidad bruta total de 11.8 GW, distribuidos en 26 estados. Este compromiso se enfatiza aún más con la adquisición por parte de Clearway de instalaciones como la instalación eólica de Tuolumne, la instalación solar de Luna Valley, la instalación de BESS Daggett 1 y la instalación solar Rosamond South I, junto con su propiedad de numerosos proyectos solares a escala de servicios públicos como Agua Caliente y Arica.",332126693,USD,CWEN,SMART,STK,True,"[{'name': 'cwen-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwen-Q125-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US92840M1027,VISTRA CORP,30,Se dedica al desarrollo y operación de instalaciones de generación de energía a gran escala que contribuyen a la producción de energía a escala de servicios públicos.,,254457731,USD,VST,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,DE000A0D6554,NORDEX SE,31,"Desarrolla y suministra turbinas eólicas terrestres para proyectos de energía a gran escala, contribuyendo a la expansión de la infraestructura de energía renovable a escala de servicios públicos.",,34029401,EUR,NDX1,SMART,STK,False,,UTI
energy and utilities,utilityscale_projects,US9202531011,VALMONT INDUSTRIES,32,Apoya el desarrollo y la funcionalidad continua de proyectos a escala de servicios públicos.,,275665,USD,VMI,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US98389B1008,XCEL ENERGY INC,33,Emprende proyectos a escala de servicios públicos como un componente fundamental de su estrategia operativa.,,10517,USD,XEL,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US7445731067,PUBLIC SERVICE ENTERPRISE GP,34,"Implica el desarrollo, la operación y el mantenimiento de proyectos de infraestructura energética a gran escala, contribuyendo a la generación y entrega de energía confiable.",,11005,USD,PEG,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US0188021085,ALLIANT ENERGY CORP,35,Implica el desarrollo y la operación de infraestructura a gran escala para la generación y distribución de energía.,"Alliant Energy demuestra un enfoque significativo en proyectos a escala de servicios públicos a través de la finalización de varias grandes instalaciones solares, incluidas las instalaciones solares Duane Arnold, Grant County y Creston. Estos proyectos han agregado colectivamente aproximadamente 1.500 MW de recursos de generación solar de costo de combustible cero. Además, Alliant Energy planea desarrollar o adquirir aproximadamente 1.200 MW de nueva generación eólica y solar, junto con 1.000 MW de almacenamiento de energía, lo que indica un compromiso continuo de expandir su cartera de energía renovable a escala de servicios públicos.",5026984,USD,LNT,SMART,STK,True,"[{'name': 'lnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lnt-Q324-10-Q.html'}, {'name': 'lnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lnt-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US6866881021,ORMAT TECHNOLOGIES INC,36,"Desarrolla, construye, posee y opera plantas de energía geotérmica y de recuperación de energía a escala de servicios públicos, contribuyendo a la generación de energía renovable para la red.","Ormat está activamente involucrada en proyectos a escala de servicios públicos, como lo demuestra su participación en plantas de energía geotérmica y solar, así como en instalaciones de almacenamiento de energía. Estos proyectos están diseñados para generar una capacidad de generación significativa para el suministro de la red comercial, incluido el desarrollo de plantas de energía geotérmica como la planta de Ijen y el despliegue de instalaciones BESS como Bottleneck. La empresa también ha sido adjudicataria de acuerdos para dos instalaciones de almacenamiento de energía con una capacidad combinada de aproximadamente 300MW/1200MWh, lo que solidifica aún más su papel en soluciones de energía a escala de servicios públicos.",32006502,USD,ORA,SMART,STK,True,"[{'name': 'ora-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ora-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US74164F1030,PRIMORIS SERVICES CORP,37,"Participa en proyectos de construcción de infraestructura a gran escala para servicios públicos, contribuyendo al desarrollo y la expansión de sistemas de servicios públicos críticos.","La participación de Primoris en Proyectos a Escala de Servicios Públicos está impulsada principalmente por su negocio de Renovables, que está superando las expectativas en EPC a escala de servicios públicos y almacenamiento de baterías. El segmento de Renovables de la empresa es el principal motor de crecimiento de los ingresos y está en camino de generar cerca de $2.5 mil millones. Además, Primoris tiene entre $20 mil millones y $30 mil millones de proyectos solares planificados hasta 2028 en su radar de ventas, junto con la preparación de ofertas para proyectos de generación de gas natural, lo que destaca la importancia estratégica de los proyectos a escala de servicios públicos para la empresa.",53509761,USD,PRIM,SMART,STK,False,"[{'name': 'prim-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/prim-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US15189T1079,CENTERPOINT ENERGY INC,38,"Participa en el desarrollo, construcción y operación de proyectos de infraestructura a gran escala críticos para la entrega de electricidad y gas natural a sus territorios de servicio.","La empresa demuestra una fuerte conexión con proyectos a escala de servicios públicos a través de varias iniciativas significativas, incluida la adquisición por parte de SIGECO de Posey Solar por $357 millones, que está construyendo un conjunto solar de 191 MW. La presentación de Indiana Electric ante la IURC para aprobar una BTA modificada para el proyecto Posey Solar, junto con la búsqueda de aprobación para un PPA solar de 100 MW con Clenera LLC, enfatiza aún más este enfoque. Además, la búsqueda de Indiana Electric de comprar 185 MW de energía solar a Oriden y 150 MW a Origis, junto con la ejecución continua de su IRP 2019/2020 con aprobaciones iniciales para 626 MW de generación solar, solidifica su participación activa e inversión en proyectos solares a escala de servicios públicos.",8093,USD,CNP,SMART,STK,True,"[{'name': 'cnp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cnp-Q125-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US5526901096,MDU RESOURCES GROUP INC,39,Contribuye a proyectos a escala de servicios públicos a través del desarrollo y la gestión de importantes activos de infraestructura.,,9485,USD,MDU,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US65473P1057,NISOURCE INC,40,"Se dedica al desarrollo, construcción y operación de proyectos de infraestructura energética a gran escala para satisfacer la demanda regional de electricidad y gas natural.","La empresa demuestra su participación en proyectos a escala de servicios públicos a través de la operación y el desarrollo de instalaciones de energía renovable. Específicamente, la empresa ha puesto en servicio proyectos de energía renovable y de almacenamiento de propiedad con capacidades nominales combinadas de 1.065 MW y 45 MW, respectivamente, junto con proyectos de PPA renovables con una capacidad nominal combinada de 600 MW. Además, la empresa ha ejecutado y recibido la aprobación de la IURC para BTAs y PPAs para proyectos de energía eólica, solar y solar más almacenamiento, con una capacidad nominal combinada de 1.950 MW y 1.400 MW, respectivamente, bajo el Plan de 2018. La empresa también planea futuras inversiones en generación para garantizar la confiabilidad para los clientes.",10260,USD,NI,SMART,STK,True,"[{'name': 'ni-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ni-FY24-10-K.html'}, {'name': 'ni-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ni-Q324-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US92939U1060,WEC ENERGY GROUP INC,41,Se dedica al desarrollo y operación de proyectos de infraestructura a gran escala para la generación y entrega de energía.,"El enfoque de WEC Energy Group en proyectos a escala de servicios públicos es evidente en sus inversiones estratégicas en energía renovable. La compañía planea invertir aproximadamente $7.0 mil millones de 2024 a 2028 y $9.1 mil millones de 2025 a 2029 en energía renovable regulada en Wisconsin, incluida la construcción de 2,700 a 2,900 MW de energía solar a escala de servicios públicos, 880 a 900 MW de energía eólica y 250 MW de almacenamiento de baterías. Además, WE y WPS recibieron la aprobación para construir una instalación de generación de electricidad a escala de servicios públicos alimentada por energía solar con un sistema de almacenamiento de energía de baterías en el condado de Kenosha, Wisconsin.",198560237,USD,WEC,SMART,STK,True,"[{'name': 'wec-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wec-Q324-10-Q.html'}, {'name': 'wec-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wec-Q224-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US30034W1062,EVERGY INC,42,Implica el desarrollo y la gestión de proyectos a escala de servicios públicos para la generación de energía y la infraestructura.,"Evergy participa activamente en proyectos a escala de servicios públicos a través de la construcción y propiedad de nuevas instalaciones de generación. Estos proyectos incluyen la instalación solar Kansas Sky de 159 MW, así como dos instalaciones de generación solar en desarrollo, Sunflower Sky y Foxtrot, con capacidades de 65 MW y 100 MW, respectivamente. Además, Evergy planea construir dos plantas de gas natural de ciclo combinado, cada una con una capacidad de generación inicial de aproximadamente 705 MW, y una planta de gas natural de ciclo simple. Estas inversiones tanto en energía renovable como en plantas de gas natural demuestran el enfoque de Evergy en expandir su capacidad de generación de energía para el suministro de la red comercial.",320106069,USD,EVRG,SMART,STK,True,"[{'name': 'evrg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/evrg-Q324-10-Q.html'}, {'name': 'evrg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/evrg-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US6460251068,NEW JERSEY RESOURCES CORP,43,Participa en el desarrollo y operación de proyectos a escala de servicios públicos.,,10285,USD,NJR,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US4511071064,IDACORP INC,44,"Desarrolla y opera proyectos de infraestructura a gran escala para generar, transmitir y distribuir energía, fundamentales para el avance de iniciativas energéticas a escala de servicios públicos.","Idaho Power demuestra su compromiso con los proyectos a escala de servicios públicos a través de varias iniciativas, incluidos los planes de vender la producción de PPA solares por un total de 645 MW a un gran cliente industrial a través del programa 'Clean Energy Your Way'. La empresa también está trabajando activamente en proyectos como la línea de transmisión Boardman-to-Hemingway y tiene acuerdos para convertirse en copropietaria del proyecto SWIP-North. Además, Idaho Power ha celebrado contratos para importantes activos de energía renovable, como una instalación eólica de 300 MW, activos de almacenamiento de baterías y PPA para una producción sustancial de energía solar y eólica, para satisfacer las necesidades pico y las crecientes ventas minoristas.",8360,USD,IDA,SMART,STK,True,"[{'name': 'ida-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ida-FY24-10-K.html'}, {'name': 'ida-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ida-Q324-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US6680743050,NORTHWESTERN ENERGY GROUP IN,45,"Se dedica al desarrollo, operación y mantenimiento de proyectos energéticos a escala de servicios públicos cruciales para la generación y entrega de electricidad a sus territorios de servicio.",,31918434,USD,NWE,SMART,STK,True,,UTI
