type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources
unclassified,insurtech_associations,US0200021014,ALLSTATE CORP,11,"Se relaciona con empresas insurtech para integrar tecnologías innovadoras y soluciones digitales, con el objetivo de mejorar sus productos, servicios y eficiencias operativas de seguros.",,4357,USD,ALL,SMART,STK,True,
unclassified,insurtech_associations,US1924461023,COGNIZANT TECH SOLUTIONS-A,12,Proporciona servicios de tecnología y consultoría que facilitan alianzas estratégicas e impulsan la transformación digital para empresas dentro del ecosistema insurtech.,,4728759,USD,CTSH,SMART,STK,True,
unclassified,insurtech_associations,US7433151039,PROGRESSIVE CORP,13,Participa activamente en colaboraciones con empresas Insurtech para integrar tecnologías innovadoras y mejorar el desarrollo de sus productos de seguros y la experiencia del cliente.,,11080,USD,PGR,SMART,STK,True,
unclassified,insurtech_associations,US29414B1044,EPAM SYSTEMS INC,14,Contribuye a las Alianzas Insurtech ofreciendo servicios avanzados de ingeniería y consultoría que permiten la innovación digital y la colaboración en la industria de seguros.,,101898880,USD,EPAM,SMART,STK,True,
unclassified,insurtech_associations,CH0044328745,CHUBB LTD,15,"Participa en asociaciones estratégicas de insurtech para integrar soluciones tecnológicas avanzadas en sus operaciones de seguros, con el objetivo de mejorar la innovación de productos y la prestación de servicios.",,83007963,EUR,AEX,SMART,STK,True,
unclassified,insurtech_associations,US59156R1086,METLIFE INC,16,"Establece alianzas estratégicas con innovadores tecnológicos para mejorar sus productos, servicios y capacidades operativas de seguros.",,8093509,USD,MET,SMART,STK,True,
unclassified,insurtech_associations,US4165151048,HARTFORD INSURANCE GROUP INC,17,Aprovecha las colaboraciones con empresas de insurtech para mejorar sus ofertas de seguros y su eficiencia operativa.,,1217009,USD,HIG,SMART,STK,True,
unclassified,insurtech_associations,US04621X1081,ASSURANT INC,18,Participa activamente en colaboraciones estratégicas dentro del ecosistema insurtech para innovar y mejorar la entrega de productos y servicios de seguros.,,27727424,USD,AIZ,SMART,STK,True,
unclassified,insurtech_associations,US89417E1091,TRAVELERS COS INC/THE,19,Participa en colaboraciones con empresas tecnológicas para innovar y mejorar las ofertas dentro del sector de los seguros.,,43150617,USD,TRV,SMART,STK,True,
unclassified,insurtech_associations,US77664L2079,ROOT INC/OH -CLASS A,20,Contribuye al tema de Alianzas Insurtech.,"El compromiso de Root con las Alianzas Insurtech es evidente a través de su canal de alianzas en rápida expansión, que ha visto cómo las nuevas suscripciones casi se triplican año tras año. Este crecimiento está impulsado por fuertes éxitos tempranos con agentes independientes e integraciones con importantes comparadores como EZLynx y PL Rating. Root enfatiza que la construcción de un acceso diferenciado a los clientes a través de este canal sigue siendo un pilar fundamental en su estrategia de crecimiento a largo plazo, con expansión en los subcanales de automoción, servicios financieros y de agentes, incluidas nuevas alianzas con Hyundai Capital America y Experian para ofrecer opciones de seguros basadas en datos.",579315774,USD,ROOT,SMART,STK,False,"[{'name': 'root-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/root-FY24-10-K.html'}]"
unclassified,insurtech_associations,US38267D1090,GOOSEHEAD INSURANCE INC -A,21,Participa en colaboraciones con soluciones de seguros impulsadas por la tecnología para mejorar sus capacidades operativas y ofertas de servicios.,"Goosehead está participando activamente en Asociaciones de Insurtech al formar alianzas estratégicas con empresas como Baird & Warner y Fay Servicing, con el objetivo de integrar ofertas de seguros con servicios inmobiliarios e hipotecarios. Estas asociaciones están estructuradas como acuerdos de franquicia y tienen como objetivo reducir la fricción en el proceso de compra de viviendas, mejorar los resultados de los clientes y capturar la economía de seguros. Además, Goosehead está desarrollando un mercado directo al consumidor y desplegándolo a través de su canal de asociaciones, al tiempo que aprovecha la IA para optimizar la experiencia del cliente y reducir los costos de servicio.",316073744,USD,GSHD,SMART,STK,True,"[{'name': 'gshd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gshd-FY24-10-K.html'}]"
unclassified,insurtech_associations,US40416E1038,HCI GROUP INC,22,Participa en colaboraciones con compañías de seguros impulsadas por la tecnología para mejorar sus capacidades operativas y ampliar su alcance en el mercado.,"La participación de HCI Group en Alianzas Insurtech es evidente a través de su subsidiaria, Exzeo Group, que proporciona soluciones tecnológicas y operativas de seguros llave en mano a transportistas de seguros externos, utilizando una plataforma propietaria de software y análisis de datos diseñada para el ecosistema de seguros de propiedad y accidentes. La tecnología de Exzeo también se utiliza internamente para mejorar la palanca operativa de HCI. La estrategia de la empresa incluye la posibilidad de asociarse con empresas ya establecidas en mercados como California para ampliar el alcance de la tecnología de Exzeo Group, y la escisión de Exzeo indica un enfoque en ofrecer su plataforma tecnológica a otras compañías de seguros para mejorar la suscripción y la eficiencia operativa.",129151636,USD,HCI,SMART,STK,True,
unclassified,insurtech_associations,US1851231068,CLEARWATER ANALYTICS HDS-A,23,Participa en Alianzas de Insurtech.,"Clearwater Analytics se relaciona con las Alianzas Insurtech a través de varias iniciativas clave, incluida la provisión de soluciones de contabilidad e informes de inversiones a compañías de seguros. La asociación de la empresa con Bloomberg tiene como objetivo ofrecer una solución integral de principio a fin al integrar Bloomberg AIM con Clearwater, agilizando los flujos de trabajo. Clearwater también se ha asociado con VKB, la aseguradora pública más grande de Alemania, para reemplazar a un proveedor heredado con una plataforma integrada que presenta componentes de Clearwater, Beacon y Enfusion.",516625135,USD,CWAN,SMART,STK,False,"[{'name': 'cwan-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cwan-FY24-10-K.html'}]"
unclassified,insurtech_associations,US49714P1084,KINSALE CAPITAL GROUP INC,24,Establece colaboraciones dentro del segmento de Asociaciones Insurtech.,,242140470,USD,KNSL,SMART,STK,True,
unclassified,insurtech_associations,US52567D1072,LEMONADE INC,25,Participa en asociaciones dentro del sector insurtech.,,430625913,USD,LMND,SMART,STK,False,
unclassified,insurtech_associations,US6877931096,OSCAR HEALTH INC - CLASS A,26,Participa en asociaciones dentro del sector insurtech.,,474517727,USD,OSCR,SMART,STK,False,
