type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources
industrial,food_processing,US5962781010,MIDDLEBY CORP,18,"Proporciona equipos y soluciones avanzadas esenciales para diversas etapas de preparación, cocción y procesamiento de alimentos en entornos comerciales e industriales.","La participación de Middleby en el tema de Procesamiento de Alimentos se ve subrayada por su dedicado segmento de Procesamiento de Alimentos y su decisión estratégica de escindirlo en una empresa separada que cotiza en bolsa. Este segmento ha mostrado mejoras en ventas y pedidos, particularmente dentro de la categoría de snacks de rápido crecimiento, y Middleby aspira a ser el proveedor de elección a través de sus soluciones de línea completa. La empresa anticipa un crecimiento a largo plazo y está explorando la expansión a mercados adyacentes como las carnes de ave y alimentos para mascotas, lo que demuestra aún más la importancia estratégica de este segmento.",4814876,USD,MIDD,SMART,STK,True,"[{'name': 'midd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/midd-Q324-10-Q.html'}, {'name': 'midd-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/midd-Q125-10-Q.html'}, {'name': 'midd-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/midd-Q225-10-Q.html'}, {'name': 'midd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/midd-FY24-10-K.html'}]"
industrial,food_processing,JP3119600009,AJINOMOTO CO INC,19,"Desarrolla y suministra una amplia gama de ingredientes alimentarios, condimentos y productos alimenticios procesados, aprovechando su experiencia en aminoácidos y biotecnología para mejorar el sabor y la nutrición en la industria global de procesamiento de alimentos.",,13905336,JPY,2802,SMART,STK,False,
industrial,food_processing,US4878361082,KELLANOVA,20,"Implica la fabricación y procesamiento a gran escala de una cartera diversa de productos alimenticios, desde materias primas hasta productos terminados, para su distribución a mercados globales.",,8758,USD,K,VALUE,STK,True,
industrial,food_processing,US4404521001,HORMEL FOODS CORP,21,"Opera extensamente en el desarrollo, producción y comercialización de una diversa gama de productos alimenticios de marca para los mercados minorista, de servicios de alimentos e internacionales.",,8153,USD,HRL,SMART,STK,True,
industrial,food_processing,US4778391049,JBT MAREL CORP,22,Proporciona equipos y soluciones avanzados que mejoran la eficiencia y la seguridad en diversas etapas del procesamiento de alimentos.,"JBT Marel Corporation demuestra una fuerte conexión con la industria del procesamiento de alimentos, principalmente a través de su enfoque estratégico y su reciente adquisición. La empresa se identifica como un proveedor líder mundial de soluciones tecnológicas para las industrias de alimentos y bebidas, enfatizando su dedicación al diseño, fabricación y servicio de tecnología y sistemas de vanguardia. Reforzando este compromiso, JBT Marel adquirió Marel hf., una empresa multinacional de procesamiento de alimentos, con el objetivo explícito de transformar el futuro de los alimentos y crear un proveedor líder y diversificado de soluciones tecnológicas para alimentos y bebidas a nivel mundial. La estrategia Elevate 2.0 de la empresa capitaliza aún más su posición de liderazgo dentro de la industria de procesamiento de alimentos y bebidas, destacando la importancia de este sector para su estrategia comercial general.",52619008,USD,JBTM,SMART,STK,True,"[{'name': 'jbtm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jbtm-FY24-10-K.html'}, {'name': 'jbtm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbtm-Q324-10-Q.html'}, {'name': 'jbtm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbtm-Q125-10-Q.html'}, {'name': 'jbtm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbtm-Q225-10-Q.html'}]"
industrial,food_processing,US2372661015,DARLING INGREDIENTS INC,23,"Suministra ingredientes esenciales derivados de bio-nutrientes para diversas aplicaciones alimentarias, contribuyendo significativamente a la industria de procesamiento de alimentos.","Darling Ingredients demuestra su participación en la industria de procesamiento de alimentos a través de su segmento de ingredientes alimentarios, que procesa astillas de huesos de res y cerdo, pieles de res, pieles de cerdo y pieles de pescado en colágeno, y recoge y procesa intestinos de porcino y bovino en tripas naturales. La empresa también refina la grasa animal en grasa de grado alimentario y procesa huesos en astillas de hueso para la industria del colágeno. Darling Ingredients transforma corrientes de subproductos animales en ingredientes utilizables y especiales para las industrias de alimentos, alimentos para mascotas y piensos, y recupera y convierte aceites reciclados y productos de panadería residuales en ingredientes para piensos.",6604385,USD,DAR,SMART,STK,True,"[{'name': 'dar-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dar-Q225-10-Q.html'}, {'name': 'dar-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dar-Q125-10-Q.html'}, {'name': 'dar-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dar-Q324-10-Q.html'}]"
industrial,food_processing,KYG367381053,FRESH DEL MONTE PRODUCE INC,24,"Implica el procesamiento y la distribución de frutas y verduras frescas y cortadas, contribuyendo a la industria de procesamiento de alimentos en general a través de sus ofertas de productos de valor agregado.","La participación de Fresh Del Monte en el tema de Procesamiento de Alimentos es evidente a través de su producción y comercialización de frutas y verduras preparadas, jugos, bebidas y bocadillos en Europa, África y Medio Oriente. El enfoque de la compañía en su negocio de corte fresco, que implica la preparación y el envasado de productos frescos tanto para el sector minorista como para el de servicios de alimentos, subraya este compromiso. Además, Fresh Del Monte está expandiendo su oferta de productos con innovaciones como guacamole fresco y el procesamiento de residuos de piñas Pinkglow en jugos y productos congelados, lo que demuestra un compromiso con las actividades de procesamiento de valor agregado.",6478290,USD,FDP,SMART,STK,True,"[{'name': 'fdp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fdp-Q225-10-Q.html'}]"
industrial,food_processing,US8326964058,JM SMUCKER CO/THE,25,"Opera extensamente en el sector de procesamiento de alimentos, fabricando y comercializando una cartera diversa de productos alimenticios para los consumidores.",,15130038,USD,SJM,SMART,STK,True,
industrial,food_processing,US7374461041,POST HOLDINGS INC,26,"Opera extensamente en la industria del procesamiento de alimentos, fabricando y distribuyendo una cartera diversa de productos alimenticios de consumo.",,100547520,USD,POST,SMART,STK,True,
industrial,food_processing,US5132721045,LAMB WESTON HOLDINGS INC,27,"Procesa y suministra productos de patatas congeladas, sirviendo como un contribuyente clave a la cadena de suministro de la industria global de procesamiento de alimentos para los canales de servicio de alimentos y minoristas.",,253184108,USD,LW,SMART,STK,True,
industrial,food_processing,US1344291091,THE CAMPBELL'S COMPANY,28,"Opera dentro de la industria de procesamiento de alimentos, fabricando y comercializando una cartera diversa de productos alimenticios para los consumidores.",,5980,USD,CPB,SMART,STK,True,
industrial,food_processing,US1280302027,CAL-MAINE FOODS INC,29,"Implica el procesamiento de huevos de cáscara y productos de huevo, incluyendo clasificación, envasado y distribución a diversos mercados.","Lo siento, no puedo cumplir con la solicitud. No se proporcionó información sobre la fortaleza de la exposición de la empresa ni ninguna evidencia que la respalde.",4727574,USD,CALM,SMART,STK,True,
industrial,food_processing,US3434981011,FLOWERS FOODS INC,30,"Implica la preparación y fabricación de diversos productos alimenticios, abarcando procesos de horneado, envasado y distribución.",,11913510,USD,FLO,SMART,STK,True,
industrial,food_processing,US81211K1007,SEALED AIR CORP,31,"Proporciona soluciones de embalaje protectoras que mejoran la seguridad alimentaria, extienden la vida útil y mejoran la eficiencia operativa para diversas aplicaciones de procesamiento de alimentos.","La participación de Sealed Air en el tema de Procesamiento de Alimentos es significativa, principalmente a través de su segmento de Alimentos, que representa una parte sustancial de sus ventas netas consolidadas. La empresa proporciona materiales de embalaje integrados y soluciones de equipos automatizados a procesadores de alimentos industriales en diversos mercados de alimentos a nivel mundial, centrándose en mejorar la seguridad alimentaria, extender la vida útil, reducir el desperdicio de alimentos y automatizar procesos. Estas soluciones atienden a una amplia gama de mercados de alimentos, incluyendo carne roja fresca, aves de corral, mariscos y queso, lo que demuestra el compromiso de la empresa de apoyar a la industria de procesamiento de alimentos a través de sus ofertas especializadas.",4082282,USD,SEE,SMART,STK,True,"[{'name': 'see-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/see-Q225-10-Q.html'}, {'name': 'see-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/see-Q324-10-Q.html'}]"
industrial,food_processing,JE00BJ1F3079,AMCOR PLC,32,"Proporciona soluciones de embalaje esenciales que apoyan la conservación, seguridad y distribución de productos de la industria de procesamiento de alimentos.","La participación de Amcor en el tema de Procesamiento de Alimentos se deriva de su posición como líder mundial en el desarrollo y producción de soluciones de envasado para una variedad de materiales, incluidos los alimentos. La cartera más amplia de la empresa incluye soluciones de envasado primario a gran escala en mercados de bienes de consumo, lo que mejora sus capacidades en ciencia de materiales e innovación. Si bien Amcor no declara explícitamente inversiones en procesamiento de alimentos, las soluciones de envasado de la empresa son esenciales para la industria alimentaria.",364845429,USD,AMCR,SMART,STK,True,"[{'name': 'amcr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amcr-Q225-10-Q.html'}, {'name': 'amcr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amcr-Q125-10-Q.html'}]"
industrial,food_processing,US2283681060,CROWN HOLDINGS INC,33,Proporciona soluciones de embalaje esenciales que apoyan las operaciones y las necesidades de distribución de la industria de procesamiento de alimentos.,"La participación de CCK en la industria del procesamiento de alimentos es evidente a través de su negocio de latas de alimentos norteamericano, que incluye la fabricación de latas de alimentos, latas de aerosoles y cierres. Esto se ve respaldado por la adición de una tercera línea de latas de alimentos de dos piezas a su planta de Owatonna, Minnesota, en 2022, y una línea de latas de comida para mascotas a su planta de Dubuque, Iowa, en 2024. La empresa ha experimentado una mayor demanda de clientes de verduras y comida para mascotas, lo que se refleja en un aumento del 16% en los volúmenes de latas de alimentos norteamericanas, y suministran latas a productores de verduras, particularmente a aquellos que envasan verduras del sur.",5513,USD,CCK,SMART,STK,True,"[{'name': 'cck-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cck-FY24-10-K.html'}]"
industrial,food_processing,US6404911066,NEOGEN CORP,34,Desempeña un papel importante dentro de la industria de Procesamiento de Alimentos.,"El enfoque de Neogen en el mercado final de seguridad alimentaria es evidente a través de su segmento de Seguridad Alimentaria, que ofrece productos que garantizan la seguridad y calidad de los productos alimenticios. La empresa está invirtiendo en la expansión de sus capacidades de producción de Petrifilm, incluida la construcción de una nueva instalación, para satisfacer las demandas de este mercado. El mercado de detección de patógenos de Neogen también es una prioridad principal, con inversiones continuas en el desarrollo de ensayos adicionales para minimizar el riesgo de retirada de productos y garantizar resultados rápidos y precisos. El papel de la empresa como socio confiable en seguridad alimentaria, combinado con su cartera de productos y oportunidades de innovación, la posiciona como un recurso valioso para clientes y reguladores en la maximización de la efectividad de sus esfuerzos de seguridad alimentaria.",272327,USD,NEOG,SMART,STK,True,"[{'name': 'neog-Q124-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/neog-Q124-10-Q.html'}, {'name': 'neog-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/neog-Q225-10-Q.html'}]"
industrial,food_processing,US8905161076,TOOTSIE ROLL INDS,35,"Fabrica y distribuye una diversa gama de productos de confitería, contribuyendo así al sector de procesamiento de alimentos a través de su producción especializada de caramelos y dulces.","La participación de la empresa en el tema de Procesamiento de Alimentos es evidente a través de sus continuas inversiones en operaciones de fabricación de plantas, que están destinadas a satisfacer las cambiantes demandas de los consumidores y mejorar la calidad del producto. Un aspecto clave de esta participación es la búsqueda de expansiones de plantas por parte de la empresa, que incluyen la adición y el reemplazo de líneas de procesamiento y empaque, para mejorar la eficiencia y satisfacer mejor la demanda proyectada. Estas expansiones también abarcan inversiones en maquinaria, equipos e infraestructura de procesamiento de alimentos nuevos, lo que refleja un compromiso para mejorar y expandir sus capacidades de procesamiento de alimentos.",12946,USD,TR,SMART,STK,True,"[{'name': 'tr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tr-Q324-10-Q.html'}, {'name': 'tr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tr-Q225-10-Q.html'}]"
industrial,food_processing,US82900L1026,SIMPLY GOOD FOODS CO/THE,36,Participa en el procesamiento de productos alimenticios.,,281858134,USD,SMPL,SMART,STK,True,
industrial,food_processing,US5926881054,METTLER-TOLEDO INTERNATIONAL,37,La industria del procesamiento de alimentos representa un segmento del enfoque operativo de la empresa.,"El compromiso de Mettler-Toledo con el tema del procesamiento de alimentos es evidente a través de la reasignación de recursos y los esfuerzos de ventas y marketing hacia la fabricación de alimentos. Su negocio de inspección de productos juega un papel en este tema, con innovaciones destinadas a mejorar la productividad y reducir el desperdicio en la fabricación de alimentos, particularmente al permitir mayores velocidades de línea y proteger los márgenes. Además, el negocio de inspección de productos de la empresa ha compensado las difíciles condiciones del mercado para la industria de fabricación de alimentos, lo que refleja su importancia para la empresa.",6477908,USD,MTD,SMART,STK,True,"[{'name': 'mtd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mtd-FY24-10-K.html'}]"
industrial,food_processing,US8354951027,SONOCO PRODUCTS CO,38,Apoya el tema de la industria de procesamiento de alimentos.,,611273,USD,SON,SMART,STK,True,
industrial,food_processing,US92847W1036,VITAL FARMS INC,39,"Participa en el sector de procesamiento de alimentos transformando insumos agrícolas en productos envasados para el consumidor, particularmente en las categorías de huevos y lácteos.",,437449296,USD,VITL,SMART,STK,False,
