type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
financials,sustainable_finance,US6153691059,MOODY'S CORP,11,"Proporciona evaluaciones, datos y análisis relacionados con factores ambientales, sociales y de gobernanza (ESG), facilitando la toma de decisiones informadas dentro del mercado de finanzas sostenibles.",,6497,USD,MCO,SMART,STK,True,,SUS
financials,sustainable_finance,US9497461015,WELLS FARGO & CO,12,Proporciona soluciones y servicios financieros que apoyan proyectos y negocios ambiental y socialmente responsables.,,10375,USD,WFC,SMART,STK,True,,SUS
financials,sustainable_finance,US1729674242,CITIGROUP INC,13,"Proporciona financiación, servicios de asesoramiento y desarrolla productos financieros para apoyar iniciativas medioambientales y socialmente responsables y transiciones hacia una economía sostenible.",,87335484,USD,C,SMART,STK,True,,SUS
financials,sustainable_finance,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,14,"Invierte y financia activos de infraestructura sostenible, contribuyendo al crecimiento y desarrollo del mercado de finanzas sostenibles.","La empresa opera como una firma de inversión climáticamente positiva, colaborando activamente con los clientes para desplegar activos reales destinados a facilitar la transición energética. Este compromiso se ve reforzado por la emisión de deuda que cumple con los estándares ambientales establecidos por los Principios de Bonos Verdes de la International Capital Markets Association. Con la visión de que cada inversión mejora el futuro del clima y más de 13 mil millones de dólares en activos gestionados, la estrategia central de la empresa demuestra un enfoque en inversiones que apoyan un futuro sostenible.",125815462,USD,HASI,SMART,STK,True,"[{'name': 'hasi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q324-10-Q.html'}]",SUS
financials,sustainable_finance,US98139A1051,WORKIVA INC,15,"Proporciona soluciones de informes integrados que facilitan la divulgación transparente de datos ambientales, sociales y de gobernanza (ASG), fundamentales para respaldar las estrategias de financiación sostenible y las decisiones de inversión.","El enfoque de Workiva en Finanzas Sostenibles es evidente en su plataforma SaaS unificada, que integra la información financiera, la gestión de la sostenibilidad y GRC. La compañía organiza sus recursos de ventas y marketing en tres grupos de soluciones especialmente diseñadas, incluida la gestión de la sostenibilidad, dirigidas al Director de Sostenibilidad. Esto se ve reforzado por la oferta de soluciones de informes de sostenibilidad de la compañía que integran información financiera y de sostenibilidad, y por ejemplos de acuerdos impulsados por informes de sostenibilidad, incluido un acuerdo de expansión de siete cifras con un banco Fortune 500.",176477364,USD,WK,SMART,STK,False,"[{'name': 'wk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wk-Q225-10-Q.html'}, {'name': 'wk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wk-FY24-10-K.html'}]",SUS
financials,sustainable_finance,JP3902900004,MITSUBISHI UFJ FINANCIAL GRO,16,"Proporciona productos y servicios financieros que apoyan el desarrollo sostenible y las iniciativas ambientales, sociales y de gobernanza.",,13905935,JPY,8306,SMART,STK,False,,SUS
financials,sustainable_finance,GB0004082847,STANDARD CHARTERED PLC,17,"Ofrece productos y servicios financieros diseñados para apoyar la sostenibilidad ambiental y social, ayudando a los clientes en su transición hacia una economía más sostenible e inclusiva.",,909271,GBP,STAN,SMART,STK,False,,SUS
financials,sustainable_finance,US3142111034,FEDERATED HERMES INC,18,Contribuye al tema de la industria de Finanzas Sostenibles a través de sus operaciones.,,6477744,USD,FHI,SMART,STK,True,,SUS
financials,sustainable_finance,US3030751057,FACTSET RESEARCH SYSTEMS INC,19,Opera dentro del alcance del tema de Finanzas Sostenibles.,"El compromiso de la empresa con las Finanzas Sostenibles es evidente en sus esfuerzos por escalar su ecosistema de datos. Esta expansión incluye la incorporación de datos granulares para verticales clave de la industria, datos de mercado en tiempo real, datos de fondos y, específicamente, datos de finanzas sostenibles. La empresa está ampliando su oferta de datos para abarcar un inventario completo de datos de la industria, propietarios y de terceros, siendo las finanzas sostenibles un componente de esta expansión.",1847145,USD,FDS,SMART,STK,True,"[{'name': 'fds-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fds-Q125-10-Q.html'}, {'name': 'fds-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fds-Q225-10-Q.html'}]",SUS
financials,sustainable_finance,US72703X1063,PLANET LABS PBC,20,"Ofrece datos de observación de la Tierra cruciales para el monitoreo ambiental y la evaluación de impacto, informando así las decisiones y estrategias de finanzas sostenibles.",,530906124,USD,PL,SMART,STK,False,,SUS
