symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
EGP,RE,IND,real estate,industrial_real_estate,US2772761019,EASTGROUP PROPERTIES INC,11,"Se dedica al desarrollo, adquisición y operación de propiedades industriales, apoyando redes logísticas y de distribución en diversos mercados.","El enfoque de EastGroup en bienes raíces industriales es evidente a través de sus objetivos estratégicos y su amplia cartera. La empresa tiene como objetivo maximizar el valor para los accionistas al ser un proveedor líder de espacios de distribución comercial funcionales, desarrollando, adquiriendo y operando instalaciones de distribución principalmente agrupadas alrededor de importantes características de transporte. A 30 de junio de 2025, EastGroup poseía 539 propiedades industriales en 12 estados, que abarcan aproximadamente 63.600.000 pies cuadrados, lo que incluye propiedades de distribución comercial y distribución a granel. Las llamadas de resultados de la empresa también enfatizan la resiliencia del mercado industrial y su compromiso de mantener altas tasas de ocupación a través de actividades estratégicas de arrendamiento.",6747,USD,SMART,STK,"[{'name': 'egp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/egp-FY24-10-K.html'}, {'name': 'egp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/egp-Q125-10-Q.html'}, {'name': 'egp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/egp-Q225-10-Q.html'}, {'name': 'egp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/egp-Q324-10-Q.html'}]"
,RE,IND,real estate,industrial_real_estate,GB00BFZ4N465,CUSHMAN & WAKEFIELD PLC,12,"Proporciona servicios integrales para propiedades industriales, que incluyen arrendamiento, ventas y gestión, apoyando el desarrollo y la optimización de la infraestructura logística y de la cadena de suministro.","El compromiso de Cushman & Wakefield con el tema de Bienes Raíces Industriales es evidente a través de sus actividades de arrendamiento y mercados de capital. Los ingresos por arrendamiento de la empresa han experimentado aumentos impulsados tanto por el arrendamiento de oficinas como de naves industriales, particularmente en las regiones de América y APAC. Este crecimiento está respaldado además por sólidos ingresos por representación de inquilinos dentro de los sectores de oficinas e industriales. Además, la demanda se mantiene robusta en los sectores de comercio electrónico, minorista y manufacturero, lo que contribuye al desempeño de la empresa en el arrendamiento industrial.",0,,,,"[{'name': 'cwk-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwk-Q125-10-Q.html'}, {'name': 'cwk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cwk-FY24-10-K.html'}, {'name': 'cwk-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwk-Q324-10-Q.html'}, {'name': 'cwk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwk-Q225-10-Q.html'}]"
,RE,IND,real estate,industrial_real_estate,US5290431015,LXP INDUSTRIAL TRUST,13,"Se especializa en la propiedad, operación y desarrollo de propiedades industriales, proporcionando infraestructura esencial para los sectores de fabricación, distribución y logística.","LXP Industrial Trust exhibe un fuerte enfoque en el tema de Bienes Raíces Industriales, destacado por su cartera que es 100% industrial y se compone principalmente de inversiones inmobiliarias de almacenes y distribución de Clase A concentradas en el Sunbelt y el bajo Medio Oeste. La actividad de inversión de la compañía se centra principalmente en activos de almacenes y distribución de un solo inquilino que generan ingresos, incluido el desarrollo ""build-to-suit"" (construido a medida) y especulativo. Además, la estrategia de la compañía depende en gran medida de activos industriales dentro de mercados específicos, dedicando una parte significativa de sus activos a estas ubicaciones y gestionando activamente estos activos a través de ventas y reinversión.",0,,,,"[{'name': 'lxp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lxp-Q225-10-Q.html'}, {'name': 'lxp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lxp-Q125-10-Q.html'}, {'name': 'lxp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lxp-FY24-10-K.html'}, {'name': 'lxp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lxp-Q324-10-Q.html'}]"
JLL,RE,IND,real estate,industrial_real_estate,US48020Q1076,JONES LANG LASALLE INC,14,"Proporciona servicios integrales para el sector inmobiliario industrial, incluyendo arrendamiento, administración de propiedades y ventas de inversiones, apoyando el desarrollo y la eficiencia operativa del sector.","El crecimiento de los ingresos de JLL en Asesoramiento de Arrendamientos se ve significativamente influenciado por el sector industrial, evidenciado por un aumento del 11% en arrendamientos industriales en las principales clases de activos, con EE. UU. liderando este crecimiento con un 13%. Este crecimiento en arrendamientos industriales es un motor clave para el segmento general de arrendamientos de la empresa. La empresa destaca el crecimiento en arrendamientos industriales, lo que indica importancia estratégica.",6608072,USD,SMART,STK,
TRNO,RE,IND,real estate,industrial_real_estate,US88146M1018,TERRENO REALTY CORP,15,"Implica la adquisición, propiedad y gestión de propiedades inmobiliarias industriales, sirviendo como un participante clave en el sector.","El negocio de Terreno Realty Corporation se centra en bienes raíces industriales, ya que la empresa adquiere, posee y opera propiedades industriales en seis mercados costeros importantes de EE. UU. Invierten en almacenes/distribución, flex, transbordo y terrenos mejorados, con una parte significativa de su alquiler base anual derivado de propiedades de almacén/distribución. El enfoque de la empresa en bienes raíces industriales se demuestra aún más por su adquisición de propiedades industriales y sus tenencias de edificios industriales y parcelas de terreno.",72086382,USD,SMART,STK,"[{'name': 'trno-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trno-Q324-10-Q.html'}, {'name': 'trno-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/trno-FY24-10-K.html'}, {'name': 'trno-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trno-Q125-10-Q.html'}, {'name': 'trno-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trno-Q225-10-Q.html'}]"
COLD,RE,IND,real estate,industrial_real_estate,US03064D1081,AMERICOLD REALTY TRUST INC,16,"Gestiona y opera una cartera global de bienes raíces industriales con temperatura controlada, especializándose en infraestructura de almacenamiento en frío esencial para la cadena de suministro de alimentos.",,302902503,USD,SMART,STK,
WPC,RE,IND,real estate,industrial_real_estate,US92936U1097,WP CAREY INC,17,Opera dentro del sector de Bienes Raíces Industriales.,"La participación de W. P. Carey en el tema de Bienes Raíces Industriales es evidente a través de su estrategia de inversión y composición de cartera. Las inversiones de la empresa se centran principalmente en propiedades de almacenes e industriales, lo que representa una parte significativa de sus inversiones en lo que va del año y la mayor parte de su cartera. Este enfoque se demuestra aún más por la asignación de una parte sustancial de su cartera a propiedades industriales, con una cantidad considerable de alquiler base anual derivada de estos activos. La empresa busca activamente oportunidades en el sector industrial, particularmente en Europa, y está experimentando un mayor interés en proyectos de construcción a medida y expansiones, consolidando su posición en el mercado de bienes raíces industriales.",113407826,USD,SMART,STK,"[{'name': 'wpc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wpc-Q324-10-Q.html'}, {'name': 'wpc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wpc-FY24-10-K.html'}, {'name': 'wpc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wpc-Q125-10-Q.html'}, {'name': 'wpc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wpc-Q225-10-Q.html'}]"
IIPR,RE,IND,real estate,industrial_real_estate,US45781V1017,INNOVATIVE INDUSTRIAL PROPER,18,"Se especializa en la adquisición, propiedad y gestión de propiedades inmobiliarias industriales.","El compromiso de Innovative Industrial Properties (IIPR) con el tema de Bienes Raíces Industriales es evidente en su modelo de negocio principal, que gira en torno a la adquisición, propiedad y gestión de propiedades industriales especializadas, particularmente aquellas arrendadas a operadores con licencia estatal para instalaciones de cannabis reguladas. La cartera de la empresa consta de numerosas propiedades que comprenden millones de pies cuadrados en varios estados, lo que demuestra un compromiso sustancial con este sector. Este enfoque se ve aún más resaltado por sus inversiones estratégicas, incluida la adquisición y el arrendamiento de instalaciones industriales, así como su énfasis en bienes raíces de misión crítica dentro de la industria del cannabis.",255608245,USD,SMART,STK,"[{'name': 'iipr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/iipr-FY24-10-K.html'}, {'name': 'iipr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iipr-Q324-10-Q.html'}]"
MLM,RE,IND,real estate,industrial_real_estate,US5732841060,MARTIN MARIETTA MATERIALS,19,"Proporciona materiales de construcción esenciales, incluyendo agregados y otros materiales pesados para la construcción, cruciales para el desarrollo y la expansión de propiedades industriales como almacenes y centros de distribución.",,9690,USD,SMART,STK,
STLD,RE,IND,real estate,industrial_real_estate,US8581191009,STEEL DYNAMICS INC,20,Contribuye al sector de Bienes Raíces Industriales.,,6478095,USD,SMART,STK,
BNL,RE,IND,real estate,industrial_real_estate,US11135E2037,BROADSTONE NET LEASE INC,21,Se enfoca en la adquisición y arrendamiento de propiedades inmobiliarias industriales a través de contratos de arrendamiento neto.,"La participación de la empresa en el tema de Bienes Raíces Industriales es evidente a través de su participación activa en proyectos de construcción a medida (build-to-suit), adquisiciones e inversiones de capital transicionales destinadas al desarrollo industrial. Como REIT enfocado en la industria, la empresa invierte en propiedades inmobiliarias comerciales de un solo inquilino, con una cartera que incluye instalaciones de distribución y almacén, fabricación y procesamiento de alimentos. Su estrategia de inversión está fuertemente inclinada hacia propiedades industriales, con una parte significativa de las inversiones recientes asignada a este sector y un enfoque en estrategias de construcción a medida, alineándose con desarrolladores e inquilinos interesados en traer capacidades de producción y distribución al país.",476377438,USD,SMART,STK,"[{'name': 'bnl-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bnl-Q225-10-Q.html'}, {'name': 'bnl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bnl-FY24-10-K.html'}, {'name': 'bnl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bnl-Q125-10-Q.html'}]"
SAIA,RE,IND,real estate,industrial_real_estate,US78709Y1055,SAIA INC,22,"Opera una red de terminales y centros de distribución esenciales para sus servicios de carga de grupaje, utilizando y contribuyendo así a la demanda de bienes raíces industriales.",,40078069,USD,SMART,STK,
GNL,RE,IND,real estate,industrial_real_estate,US3793782018,GLOBAL NET LEASE INC,23,"Posee y arrienda propiedades industriales, proporcionando instalaciones esenciales para operaciones de logística, distribución y fabricación.","La empresa tiene una presencia notable en el sector de Bienes Raíces Industriales, lo que se demuestra por el hecho de que una parte significativa de su cartera se compone de propiedades Industriales y de Distribución. Específicamente, al 30 de junio de 2025, el 47% de la cartera de la empresa estaba en propiedades Industriales y de Distribución, mientras que al 31 de diciembre de 2024, esta cifra era del 34%. Además, la empresa ve un valor continuo en las propiedades industriales de un solo inquilino para el crecimiento a largo plazo, y se espera que el 75% de la renta lineal provenga de propiedades minoristas, industriales y de distribución de arrendamiento neto de un solo inquilino después de la transacción.",265852072,USD,SMART,STK,"[{'name': 'gnl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gnl-Q125-10-Q.html'}, {'name': 'gnl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gnl-Q324-10-Q.html'}, {'name': 'gnl-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gnl-Q225-10-Q.html'}, {'name': 'gnl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gnl-FY24-10-K.html'}]"
NMRK,RE,IND,real estate,industrial_real_estate,US65158N1028,NEWMARK GROUP INC-CLASS A,24,"Ofrece servicios y experiencia integrales dentro del sector inmobiliario industrial, apoyando transacciones y desarrollo estratégico para diversos clientes.","La participación de Newmark en el tema de Bienes Raíces Industriales se demuestra a través de su seguimiento de la actividad de arrendamiento industrial en EE. UU. y las tasas de disponibilidad en el Reino Unido. Si bien los ingresos por arrendamiento industrial y minorista han aumentado desde 2019, el arrendamiento de oficinas sigue siendo la mayor parte de la actividad para Newmark. Esto indica que los bienes raíces industriales no son actualmente un enfoque principal para la empresa.",299532605,USD,SMART,STK,"[{'name': 'nmrk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nmrk-Q225-10-Q.html'}]"
MMI,RE,IND,real estate,industrial_real_estate,US5663241090,MARCUS & MILLICHAP INC,25,Facilita las ventas de inversión y la financiación de propiedades dentro del mercado de bienes raíces industriales.,"La participación de la empresa en el tema de Bienes Raíces Industriales es evidente a través de varias observaciones. La empresa reconoce la demanda de espacio industrial, que se ve impulsada por un consumo sólido, al tiempo que monitorea el impacto de los aranceles y los inicios de construcción en este sector. Su actividad se ve aún más destacada por las discusiones sobre las tasas de vacancia industrial, los niveles de construcción y las finalizaciones, con un enfoque en cómo estas métricas interactúan con la demanda general de espacio. La empresa también cuenta con 1.668 profesionales que brindan servicios de corretaje y financiación inmobiliaria.",137498854,USD,SMART,STK,"[{'name': 'mmi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mmi-Q324-10-Q.html'}, {'name': 'mmi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mmi-Q225-10-Q.html'}, {'name': 'mmi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mmi-Q125-10-Q.html'}, {'name': 'mmi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mmi-FY24-10-K.html'}]"
