industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
IN,IND_13,EMR,industrial,industrial_software,US2910111044,EMERSON ELECTRIC CO,11,"Desarrolla y proporciona soluciones de software industrial que mejoran la automatización, la eficiencia operativa y la transformación digital en diversos sectores industriales.","El enfoque de Emerson en Software Industrial es evidente a través de la integración de AspenTech como una unidad independiente dentro de su segmento de Sistemas de Control y Software, con el objetivo estratégico de lograr un crecimiento de ACV de dos dígitos. Esto está respaldado además por el potencial colaborativo de las plataformas AspenTech y DeltaV Ovation, que se considera fundamental para realizar la visión de Emerson de automatización ilimitada. El compromiso de la compañía se ve subrayado por el reconocimiento de su entorno DeltaV Edge como una solución innovadora para mejorar el rendimiento operativo empresarial, junto con una sólida demanda de su cartera de soluciones de software y un crecimiento interanual del 11% en ACV.",6842,USD,SMART,STK,
IN,IND_13,SU,industrial,industrial_software,FR0000121972,SCHNEIDER ELECTRIC SE,12,"Desarrolla e integra soluciones de software que permiten la automatización industrial, la eficiencia operativa y la gestión de energía en diversas industrias.",,29612196,EUR,SMART,STK,
IN,IND_13,TRMB,industrial,industrial_software,US8962391004,TRIMBLE INC,13,"Ofrece soluciones de software integrales que optimizan los flujos de trabajo de planificación, diseño y operación en diversos sectores industriales.",,275294,USD,SMART,STK,
IN,IND_13,ZBRA,industrial,industrial_software,US9892071054,ZEBRA TECHNOLOGIES CORP-CL A,14,Ofrece soluciones de software críticas para optimizar las operaciones industriales y mejorar la inteligencia de activos.,,276304,USD,SMART,STK,
IN,IND_13,BSY,industrial,industrial_software,US08265T2087,BENTLEY SYSTEMS INC-CLASS B,15,"Ofrece soluciones integrales de software para la ingeniería de infraestructuras, permitiendo la gestión de diseño, construcción y operación en diversos proyectos industriales y de infraestructura.",,446864692,USD,SMART,STK,
IN,IND_13,HON,industrial,industrial_software,US4385161066,HONEYWELL INTERNATIONAL INC,16,"Desarrolla e implementa soluciones de software para la automatización industrial, el control de procesos y la eficiencia operativa en diversos sectores.",,4350,USD,SMART,STK,
IN,IND_13,ROP,industrial,industrial_software,US7766961061,ROPER TECHNOLOGIES INC,17,Desarrolla y proporciona soluciones de software industrial que mejoran la eficiencia operativa y la gestión de datos en diversos mercados finales.,,2585629,USD,SMART,STK,
IN,IND_13,AMAT,industrial,industrial_software,US0382221051,APPLIED MATERIALS INC,18,Incorpora software industrial para mejorar las capacidades y la eficiencia de sus equipos y soluciones de fabricación de semiconductores.,"Applied Materials se relaciona con el tema de Software Industrial a través de su segmento Applied Global Services (AGS), que proporciona software de automatización de fábricas a las plantas de fabricación de los clientes. Este software está diseñado para optimizar el rendimiento de la base instalada de equipos de semiconductores, pantallas y otros equipos de la empresa. Si bien el software de automatización de fábricas forma parte de las ofertas del segmento AGS, no es el enfoque principal, lo que indica un nivel secundario de importancia para la estrategia general de la empresa.",266093,USD,SMART,STK,"[{'name': 'amat-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/amat-FY24-10-K.html'}, {'name': 'amat-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amat-Q125-10-Q.html'}, {'name': 'amat-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amat-Q225-10-Q.html'}, {'name': 'amat-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amat-Q324-10-Q.html'}]"
IN,IND_13,FTV,industrial,industrial_software,US34959J1088,FORTIVE CORP,19,Aprovecha las soluciones de software industrial para mejorar la eficiencia operativa y ofrecer capacidades avanzadas en su diversa cartera de negocios.,,236074120,USD,SMART,STK,
IN,IND_13,PLTR,industrial,industrial_software,US69608A1088,PALANTIR TECHNOLOGIES INC-A,20,Proporciona plataformas avanzadas de integración y análisis de datos que optimizan las operaciones y mejoran la toma de decisiones dentro de los sectores industriales.,"Palantir demuestra su compromiso con el tema de Software Industrial a través de su expansión de AIP con Panasonic Energy North America, donde un asistente de mantenimiento ayuda a 350 técnicos en la producción de 5.5 millones de baterías al día, lo que lleva a una reducción del tiempo de inactividad y un aumento del rendimiento. El programa Warp Speed de la empresa, descrito como un sistema operativo de fabricación estadounidense moderno, integra ingeniería, pruebas, producción, calidad y operaciones para ayudar a los fabricantes a construir mejor y más rápido. Con el objetivo de impulsar la reindustrialización de Estados Unidos, Warp Speed es utilizado tanto por nuevos participantes en defensa como por actores tradicionales de la industria de defensa y se está considerando para ayudar a Europa con los desafíos de fabricación de rearmamento.",444857009,USD,SMART,STK,
IN,IND_13,KLAC,industrial,industrial_software,US4824801009,KLA CORP,21,"Proporciona soluciones de software avanzadas que permiten el control de procesos y la gestión del rendimiento en la fabricación de semiconductores, apoyando la automatización y el análisis de datos en entornos industriales.","La participación de KLA en el software industrial es evidente a través de la provisión de soluciones de software, en particular productos de análisis de datos, que respaldan el control de procesos y la gestión del rendimiento para la fabricación de semiconductores. Estas ofertas son integrales para los productos de inspección y metrología de la empresa, lo que ayuda a los fabricantes de IC a lograr rendimientos objetivo durante todo el proceso de fabricación de semiconductores. Si bien KLA es un proveedor líder de soluciones de control de procesos y gestión del rendimiento, su software, incluidas las aplicaciones de análisis de datos dentro del segmento de Control de Procesos de Semiconductores, sirve como un elemento de apoyo a sus productos principales. El enfoque de la empresa en soluciones de software para análisis de datos subraya su inversión en mejorar la funcionalidad de sus ofertas principales.",270957,USD,SMART,STK,"[{'name': 'klac-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/klac-FY25-10-K.html'}]"
IN,IND_13,SYM,industrial,industrial_software,US87151X1019,SYMBOTIC INC,22,"Desarrolla e integra software industrial para potenciar sus sistemas avanzados de automatización robótica, optimizando las operaciones de almacén y la logística de la cadena de suministro.",,566188877,USD,SMART,STK,
IN,IND_13,ONTO,industrial,industrial_software,US6833441057,ONTO INNOVATION INC,23,"Integra software avanzado en sus sistemas de metrología e inspección, facilitando el control crítico de procesos y el análisis de datos para aplicaciones de fabricación industrial.","La participación de la empresa en el tema de Software Industrial es evidente a través de su provisión de sistemas de software analítico de control de procesos utilizados por los fabricantes de dispositivos microelectrónicos. Su cartera de software avanzado de control de procesos ofrece soluciones para herramientas independientes, grupos de herramientas y suites a nivel de fábrica y de empresa, destinadas a mejorar la productividad y lograr ahorros de costos. La empresa también diseña, desarrolla, fabrica y da soporte a software analítico de control de procesos.",387597494,USD,SMART,STK,"[{'name': 'onto-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/onto-Q225-10-Q.html'}, {'name': 'onto-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/onto-FY24-10-K.html'}, {'name': 'onto-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/onto-Q324-10-Q.html'}]"
IN,IND_13,GEV,industrial,industrial_software,US36828A1016,GE VERNOVA INC,24,Aprovecha el software industrial para mejorar sus capacidades operativas y ofertas de productos.,"La empresa demuestra su participación en Software Industrial a través de su segmento de Software de Electrificación, que es un componente del segmento más amplio de Electrificación. Esto se evidencia en la presentación de ingresos y EBITDA del segmento para Software de Electrificación. Si bien la empresa se enfoca en la digitalización y sostenibilidad de la infraestructura eléctrica, los ingresos de Software de Electrificación representan menos del 10% de los ingresos totales, aproximadamente el 2,6% durante los seis meses que finalizaron el 30 de junio de 2025 (444 millones de dólares de 17.143 millones de dólares).",691984365,USD,SMART,STK,"[{'name': 'gev-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gev-Q125-10-Q.html'}, {'name': 'gev-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gev-Q225-10-Q.html'}]"
IN,IND_13,TTEK,industrial,industrial_software,US88162G1031,TETRA TECH INC,25,"Aplica software industrial para mejorar el diseño de ingeniería, la gestión de proyectos y la eficiencia operativa en sus servicios de consultoría y técnicos.",,275920,USD,SMART,STK,
IN,IND_13,A,industrial,industrial_software,US00846U1016,AGILENT TECHNOLOGIES INC,26,"Desarrolla e integra soluciones de software que soportan sus instrumentos analíticos, facilitando la adquisición de datos, el análisis y la automatización de flujos de trabajo en entornos industriales y de laboratorio.",,1715006,USD,SMART,STK,
IN,IND_13,ULS,industrial,industrial_software,US9037311076,UL SOLUTIONS INC - CLASS A,27,Incluye la temática de Software Industrial dentro de su ámbito operativo.,,696016914,USD,SMART,STK,
IN,IND_13,JBTM,industrial,industrial_software,US4778391049,JBT MAREL CORP,28,Integra software industrial en sus operaciones para gestionar y optimizar diversos procesos.,"El compromiso de JBT con el tema de Software Industrial es evidente en su enfoque en la entrega de valor a través de herramientas y software digitales avanzados, diseñados específicamente para mejorar la productividad, reducir el tiempo de inactividad y optimizar el procesamiento de alimentos y bebidas. La empresa se especializa en crear, producir y mantener tecnología, sistemas y software avanzados adaptados a diversos mercados de alimentos y bebidas. Este compromiso con herramientas y software digitales de vanguardia resalta la importancia del software industrial para la empresa.",52619008,USD,SMART,STK,"[{'name': 'jbtm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jbtm-FY24-10-K.html'}]"
IN,IND_13,ESAB,industrial,industrial_software,US29605J1060,ESAB CORP,29,Integra soluciones de software industrial para optimizar el rendimiento y la eficiencia de sus equipos de soldadura y corte.,"ESAB proporciona software y soluciones digitales diseñadas para mejorar la productividad del cliente, facilitar el monitoreo remoto de las operaciones de soldadura y digitalizar la documentación. Estas ofertas reflejan el compromiso de ESAB con el software industrial, proporcionando soluciones para procesos industriales como la soldadura. Si bien estas soluciones están disponibles, no representan una alta prioridad estratégica para la empresa.",550617891,USD,SMART,STK,"[{'name': 'esab-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/esab-Q224-10-Q.html'}, {'name': 'esab-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/esab-Q324-10-Q.html'}]"
