industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,smart_mobility,US92839U2069,VISTEON CORP,21,Proporciona electrónica de cabina automotriz y soluciones de automóviles conectados que son esenciales para habilitar funciones avanzadas en el ecosistema de movilidad inteligente.,"Visteon, como empresa global de tecnología automotriz al servicio de la industria de la movilidad, se dedica a crear experiencias de conducción más placenteras, conectadas y seguras. Sus plataformas aprovechan soluciones de hardware y software probadas, lo que permite la evolución digital, eléctrica y autónoma de sus clientes automotrices globales. El enfoque de la empresa se ve aún más resaltado por su asignación de capital a iniciativas orgánicas de alto rendimiento destinadas a aumentar las capacidades internas y perseguir oportunidades inorgánicas atractivas, alineándose con la tendencia macroeconómica de electrificación en los principales mercados.",79565601,USD,VC,SMART,STK,True,"[{'name': 'vc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vc-Q324-10-Q.html'}, {'name': 'vc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vc-Q125-10-Q.html'}, {'name': 'vc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vc-FY24-10-K.html'}, {'name': 'vc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vc-Q225-10-Q.html'}]",SMA
transportation and logistics,smart_mobility,US92511U1025,VERRA MOBILITY CORP,22,"Proporciona soluciones de transporte inteligente, que incluyen peajes, gestión de infracciones y servicios de movilidad de flotas, que mejoran la eficiencia y la seguridad de los sistemas de transporte urbanos y comerciales.","El enfoque de Verra Mobility en la movilidad inteligente es evidente a través de su autoidentificación como proveedor líder de soluciones tecnológicas de movilidad inteligente. La empresa tiene como objetivo mejorar la seguridad, la inteligencia y la conectividad del transporte al ofrecer soluciones integradas basadas en datos. Estas soluciones abarcan una gama de servicios, incluida la gestión de peajes e infracciones, la aplicación automatizada de seguridad y tráfico, y la gestión de estacionamiento comercial, todo diseñado para abordar los desafíos del transporte para clientes en todo Estados Unidos, Australia, Europa y Canadá al reunir vehículos, hardware, software, datos y personas.",337722877,USD,VRRM,SMART,STK,True,"[{'name': 'vrrm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrrm-Q324-10-Q.html'}, {'name': 'vrrm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrrm-Q125-10-Q.html'}, {'name': 'vrrm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrrm-Q225-10-Q.html'}, {'name': 'vrrm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vrrm-FY24-10-K.html'}]",SMA
transportation and logistics,smart_mobility,US0517741072,AURORA INNOVATION INC,23,Impulsa la innovación dentro del sector de Movilidad Inteligente.,,524706371,USD,AUR,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,IE000IVNQZ81,TE CONNECTIVITY PLC,24,Proporciona conectividad esencial y soluciones de sensores que permiten el desarrollo y la operación de tecnologías de movilidad inteligente.,,731466402,MXN,TEL1 N,MEXI,STK,True,,SMA
transportation and logistics,smart_mobility,KYG651631007,JOBY AVIATION INC,25,"Desarrolla aeronaves eléctricas de despegue y aterrizaje vertical, contribuyendo al avance de las soluciones de movilidad aérea urbana dentro del sector de Movilidad Inteligente.","El enfoque de Joby en la movilidad inteligente es evidente en el desarrollo de una aeronave eVTOL diseñada para la movilidad aérea urbana, con el objetivo de proporcionar servicios de transporte rápidos, silenciosos y convenientes en las ciudades. La empresa está construyendo un sistema operativo para conectar datos de materiales y construcciones con rutas de pasajeros, programación de aeronaves y mantenimiento, junto con una aplicación conveniente para ofrecer viajes compartidos aéreos a demanda. Este servicio está diseñado para optimizar las rutas urbanas, ofreciendo potencialmente viajes hasta 10 veces más rápidos que en coche, con el objetivo de reducir la congestión urbana y mejorar la eficiencia del transporte.",507188246,USD,JOBY,SMART,STK,False,"[{'name': 'joby-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/joby-FY24-10-K.html'}, {'name': 'joby-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/joby-Q225-10-Q.html'}]",SMA
transportation and logistics,smart_mobility,US8962391004,TRIMBLE INC,26,"Proporciona soluciones tecnológicas que mejoran la eficiencia y la seguridad en el transporte y la logística, contribuyendo al desarrollo de iniciativas de movilidad inteligente.",,275294,USD,TRMB,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,US9288811014,VONTIER CORP,27,Participa en el tema de Movilidad Inteligente.,"El compromiso de Vontier con la Movilidad Inteligente es evidente en su enfoque en la creación de un ecosistema de movilidad más conectado a través de la productividad, la automatización y las tecnologías multienegía. El segmento de Tecnologías de Movilidad de la empresa proporciona equipos y soluciones habilitadas digitalmente, incluyendo telemática, análisis de datos y plataformas de software para redes de carga de vehículos eléctricos. Vontier enfatiza una estrategia de movilidad conectada, invirtiendo en hardware conectado y software inteligente para capitalizar las tendencias seculares y permitir flujos de ingresos recurrentes, ejemplificado por el terminal de pago FlexPay 6 de Invenco y el ATG conectado TLS-450PLUS para la gestión avanzada de combustible. Esta estrategia sitúa a Vontier a la vanguardia de la transformación digital de los clientes, ofreciendo opcionalidad para sus necesidades energéticas y una ventaja competitiva a través de su amplia red de servicios.",445554157,USD,VNT,SMART,STK,True,"[{'name': 'vnt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vnt-Q125-10-Q.html'}, {'name': 'vnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vnt-FY24-10-K.html'}, {'name': 'vnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vnt-Q324-10-Q.html'}]",SMA
transportation and logistics,smart_mobility,US42806J7000,HERTZ GLOBAL HLDGS INC,28,"Proporciona acceso flexible y bajo demanda a vehículos, apoyando soluciones de movilidad compartida y contribuyendo a redes de transporte eficientes.","La participación de Hertz en el tema de Movilidad Inteligente es evidente en su enfoque estratégico para convertirse en un actor central en el ecosistema de la movilidad moderna a través de inversiones en tecnología, movilidad compartida y una experiencia del cliente digital. La compañía tiene como objetivo aprovechar la fortaleza de su marca, su red global y sus capacidades de gestión de flotas en conjunto con estas inversiones. Si bien Hertz destaca estas áreas como importantes para su visión estratégica, los detalles específicos sobre recursos dedicados o soluciones únicas son limitados. Las menciones de plataformas digitales y asociaciones, como con Palantir para la gestión de flotas, sugieren cierta inversión en soluciones de movilidad inteligente, aunque el alcance de estas inversiones no siempre se detalla claramente.",500289391,USD,HTZ,SMART,STK,True,"[{'name': 'htz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/htz-Q225-10-Q.html'}, {'name': 'htz-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/htz-FY24-10-K.html'}]",SMA
transportation and logistics,smart_mobility,US9113121068,UNITED PARCEL SERVICE-CL B,29,"Contribuye a la movilidad inteligente a través de su extensa red logística, centrándose en el movimiento eficiente y tecnológicamente impulsado de mercancías.",,6231002,USD,UPS,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,US03945R1023,ARCHER AVIATION INC-A,30,"Desarrolla aeronaves eléctricas de despegue y aterrizaje vertical (eVTOL) para habilitar soluciones de movilidad aérea urbana, contribuyendo a la evolución de los sistemas de transporte inteligentes.",,514640214,USD,ACHR,SMART,STK,False,,SMA
