type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
real estate,impact_investment,US09227Q1004,BLACKBAUD INC,12,"Proporciona soluciones de software basadas en la nube que permiten a las organizaciones gestionar, rastrear e informar sobre sus inversiones de impacto, facilitando la medición de resultados sociales y ambientales.","La dedicación de Blackbaud a impulsar el impacto social es evidente a través de sus soluciones de software diseñadas para acelerar el impacto en diversos sectores, incluidas las organizaciones sin fines de lucro, la educación y la responsabilidad social corporativa. La empresa declara explícitamente su enfoque en servir a estos sectores y a los agentes de cambio individuales, enfatizando su papel como socio de software de primer nivel en el espacio del impacto social. Las soluciones de Blackbaud facilitan una cantidad significativa de donaciones caritativas, con una parte sustancial de las donaciones caritativas de EE. UU. procesadas a través de sus plataformas. Además, Blackbaud conecta a los clientes sin fines de lucro con las corporaciones, creando una red que apoya tanto a los voluntarios como a los donantes, solidificando su posición en el ecosistema de inversión de impacto.",30119384,USD,BLKB,SMART,STK,True,"[{'name': 'blkb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/blkb-Q225-10-Q.html'}, {'name': 'blkb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/blkb-Q125-10-Q.html'}, {'name': 'blkb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/blkb-Q324-10-Q.html'}, {'name': 'blkb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/blkb-FY24-10-K.html'}]",RE_RE3
real estate,impact_investment,US4074971064,HAMILTON LANE INC-CLASS A,13,Proporciona soluciones de inversión que alinean los objetivos financieros con resultados sociales y ambientales medibles dentro del sector de la inversión de impacto.,"Hamilton Lane demuestra su compromiso con la Inversión de Impacto a través de varias actividades clave. La empresa ofrece diversas soluciones de inversión en mercados privados, incluyendo explícitamente la inversión de impacto como parte de sus ofertas principales. Reforzando este compromiso, Hamilton Lane gestiona un tercer fondo de impacto centrado en inversiones directas en empresas privadas con impactos ambientales y sociales medibles, recaudando más de $175 millones para este fondo y esperando mantenerse activo en el mercado hasta 2026.",268212409,USD,HLNE,SMART,STK,True,"[{'name': 'hlne-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hlne-FY25-10-K.html'}, {'name': 'hlne-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hlne-Q325-10-Q.html'}, {'name': 'hlne-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hlne-Q126-10-Q.html'}]",RE_RE3
real estate,impact_investment,US48251W1045,KKR & CO INC,14,"Participa en inversiones diseñadas para generar un impacto social y ambiental positivo junto con rendimientos financieros, contribuyendo al desarrollo sostenible en diversos sectores.",,321328198,USD,KKR,SMART,STK,True,,RE_RE3
real estate,impact_investment,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,15,"Proporciona capital para proyectos de infraestructura sostenible, alineando su estrategia de inversión con la generación de impacto ambiental y social positivo junto con retornos financieros.",,125815462,USD,HASI,SMART,STK,True,,RE_RE3
real estate,impact_investment,US29355A1079,ENPHASE ENERGY INC,16,"Desarrolla y proporciona sistemas solares y de baterías basados en microinversores, permitiendo soluciones de energía sostenible y contribuyendo a los objetivos de impacto ambiental.",,105368327,USD,ENPH,SMART,STK,True,,RE_RE3
real estate,impact_investment,US03769M1062,APOLLO GLOBAL MANAGEMENT INC,17,Se enfoca en generar un impacto social y ambiental positivo junto con retornos financieros a través de inversiones estratégicas en diversos sectores.,"Apollo demuestra su compromiso con la inversión de impacto a través de la experiencia de su equipo de capital, que abarca diversos sectores, industrias y geografías, incluida una plataforma dedicada a la inversión de impacto. Las estrategias del equipo de capital abarcan capital privado, valor híbrido, capital secundario, AAA, capital inmobiliario, infraestructura y capital de transición limpia, con la inversión de impacto integrada dentro de este amplio espectro. El equipo de capital de Apollo menciona explícitamente su 'plataforma de inversión de impacto' como parte de su estrategia de capital.",535288388,USD,APO,SMART,STK,True,"[{'name': 'apo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/apo-Q125-10-Q.html'}, {'name': 'apo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/apo-Q324-10-Q.html'}, {'name': 'apo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/apo-Q225-10-Q.html'}, {'name': 'apo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/apo-FY24-10-K.html'}]",RE_RE3
real estate,impact_investment,US45687V1061,INGERSOLL-RAND INC,18,"Se enfoca en iniciativas y soluciones que se alinean con los principios de inversión de impacto, contribuyendo a resultados sostenibles a través de sus operaciones y ofertas de productos.",,404509190,USD,IR,SMART,STK,True,,RE_RE3
real estate,impact_investment,US36831E1082,GCM GROSVENOR INC - CLASS A,19,Se centra en estrategias de inversión diseñadas para generar un impacto social y ambiental positivo junto con rendimientos financieros.,"La empresa demuestra su enfoque en la Inversión de Impacto a través de su oferta explícita de 'Inversión Sostenible y de Impacto' como una estrategia de inversión central. Este compromiso se destaca en múltiples instancias, lo que indica una dedicación a inversiones que tienen como objetivo generar impactos sociales y ambientales positivos junto con retornos financieros. Si bien la empresa identifica claramente esto como un área clave, la ausencia de información detallada sobre proyectos específicos, métodos propietarios o la extensión de los recursos dedicados sugiere un enfoque general de inversión sostenible y de impacto.",455805463,USD,GCMG,SMART,STK,False,"[{'name': 'gcmg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gcmg-Q225-10-Q.html'}, {'name': 'gcmg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gcmg-FY24-10-K.html'}]",RE_RE3
real estate,impact_investment,KYG011251066,AFYA LTD-CLASS A,20,"Persigue estrategias de negocio diseñadas para generar tanto rendimientos financieros como un impacto social o ambiental positivo, lo que refleja los principios fundamentales de la Inversión de Impacto.",,374970583,USD,AFYA,SMART,STK,False,,RE_RE3
real estate,impact_investment,US69376K1060,P10 INC-A,21,Integra principios de inversión de impacto dentro de sus estrategias de inversión para generar tanto rendimientos financieros como un impacto social y ambiental positivo medible.,,522320580,USD,PX,SMART,STK,False,,RE_RE3
real estate,impact_investment,US43940T1097,HOPE BANCORP INC,22,Es relevante para el tema de la industria de la inversión de impacto.,,242560767,USD,HOPE,SMART,STK,True,,RE_RE3
real estate,impact_investment,US32020R1095,FIRST FINL BANKSHARES INC,23,"Apoya iniciativas de inversión de impacto a través de sus servicios financieros y ofertas de inversión, facilitando la asignación de capital a proyectos con resultados sociales y ambientales positivos.","La empresa demuestra su compromiso con la inversión de impacto a través de inversiones estratégicas iniciadas en 2021, incluidas inversiones en Entidades de Desarrollo Comunitario (CDE) que califican bajo el programa federal de Créditos Fiscales para Nuevos Mercados (NMTC). Subrayando aún más este enfoque, la empresa invierte en un fondo de vivienda asequible, dirigido a proyectos inmobiliarios que califican para el programa federal de créditos fiscales para viviendas de bajos ingresos, que promueve el desarrollo privado de viviendas para personas de bajos ingresos. Estas inversiones reflejan el compromiso de la empresa con el desarrollo comunitario y las iniciativas de vivienda asequible.",4730625,USD,FFIN,SMART,STK,True,"[{'name': 'ffin-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ffin-Q125-10-Q.html'}, {'name': 'ffin-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ffin-Q225-10-Q.html'}]",RE_RE3
real estate,impact_investment,US2358511028,DANAHER CORP,24,Mantiene una participación en Inversiones de Impacto.,,6442,USD,DHR,SMART,STK,True,,RE_RE3
