symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
ACIW,FI,RET,financials,innovation_in_retail_banking,US0044981019,ACI WORLDWIDE INC,11,Proporciona un conjunto completo de soluciones de pago y banca digital que permiten a las instituciones financieras impulsar la innovación y la transformación en los servicios de banca minorista.,,45427720,USD,SMART,STK,
8306,FI,RET,financials,innovation_in_retail_banking,JP3902900004,MITSUBISHI UFJ FINANCIAL GRO,12,Desarrolla e implementa activamente soluciones y servicios digitales avanzados para modernizar y mejorar sus operaciones de banca minorista y la experiencia del cliente.,,13905935,JPY,SMART,STK,
SOFI,FI,RET,financials,innovation_in_retail_banking,US83406F1021,SOFI TECHNOLOGIES INC,13,"Impulsa la innovación en la banca minorista a través de su plataforma digital-first, ofreciendo un conjunto integral de productos de préstamos, banca e inversión diseñados para optimizar la gestión de las finanzas personales.",,494162724,USD,SMART,STK,
ALLY,FI,RET,financials,innovation_in_retail_banking,US02005N1000,ALLY FINANCIAL INC,14,"Aprovecha su modelo digital-first para ofrecer servicios bancarios y financieros en línea innovadores, mejorando la experiencia del cliente y la accesibilidad dentro del sector de la banca minorista.",,148233980,USD,SMART,STK,
PNC,FI,RET,financials,innovation_in_retail_banking,US6934751057,PNC FINANCIAL SERVICES GROUP,15,Innova en la banca minorista mediante el desarrollo e implementación de nuevas soluciones digitales y servicios centrados en el cliente para mejorar las experiencias bancarias.,"PNC participa activamente en la innovación de la banca minorista a través de varias iniciativas clave. La empresa está invirtiendo tanto en sucursales físicas, con planes de abrir más de 200 nuevas ubicaciones, como en plataformas digitales, incluido el lanzamiento de un nuevo sistema de banca en línea y Agentes de IA móviles para el servicio al cliente. Estos esfuerzos también incluyen la renovación de sucursales existentes y la introducción de nuevas capacidades de IA móviles, lo que demuestra un enfoque multifacético para modernizar sus operaciones de banca minorista.",11240,USD,SMART,STK,
JKHY,FI,RET,financials,innovation_in_retail_banking,US4262811015,JACK HENRY & ASSOCIATES INC,16,Permite avances en el sector de la banca minorista.,,270869,USD,SMART,STK,
USB,FI,RET,financials,innovation_in_retail_banking,US9029733048,US BANCORP,17,Impulsa avances en la banca de consumo a través de la integración de nuevas tecnologías y soluciones digitales para mejorar la experiencia del cliente y la eficiencia operativa.,,11669769,USD,SMART,STK,
GS,FI,RET,financials,innovation_in_retail_banking,US38141G1040,GOLDMAN SACHS GROUP INC,18,Participa en el desarrollo y despliegue de soluciones digitales innovadoras para modernizar sus servicios de banca minorista y mejorar la participación del cliente.,,4627828,USD,SMART,STK,
QTWO,FI,RET,financials,innovation_in_retail_banking,US74736L1098,Q2 HOLDINGS INC,19,Proporciona soluciones de banca digital que permiten a las instituciones financieras innovar sus servicios de banca minorista y mejorar la participación del cliente.,,146392474,USD,SMART,STK,
ALKT,FI,RET,financials,innovation_in_retail_banking,US01644J1088,ALKAMI TECHNOLOGY INC,20,Proporciona plataformas de banca digital basadas en la nube que permiten a las instituciones financieras ofrecer experiencias innovadoras de banca minorista.,,481480681,USD,SMART,STK,
ZION,FI,RET,financials,innovation_in_retail_banking,US9897011071,ZIONS BANCORP NA,21,Implementa soluciones digitales avanzadas y estrategias centradas en el cliente para modernizar sus ofertas de banca minorista y mejorar las interacciones con los clientes.,,276329,USD,SMART,STK,
NATL,FI,RET,financials,innovation_in_retail_banking,US63001N1063,NCR ATLEOS CORP,22,Apoya los avances en la Innovación en Banca Minorista.,"Atleos facilita la banca autodirigida a través de tecnología ATM e ITM, que abarca software, servicios, hardware y su red Allpoint, atendiendo a instituciones financieras, comerciantes, minoristas y consumidores. Estas soluciones permiten a los clientes realizar transacciones sin problemas a través de varios canales, alineándose con la tendencia de la banca autodirigida. Además, Atleos proporciona gestión de canales de cajeros automáticos de extremo a extremo para instituciones financieras, que incluye back-office, gestión de efectivo, gestión de software y despliegue de cajeros automáticos, apoyando la reducción de costos, la generación de ingresos y la mejora de la lealtad del cliente.",657745727,USD,SMART,STK,"[{'name': 'natl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/natl-Q324-10-Q.html'}, {'name': 'natl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/natl-FY24-10-K.html'}]"
DBD,FI,RET,financials,innovation_in_retail_banking,US2536512021,DIEBOLD NIXDORF INC,23,Apoya la innovación en la banca minorista proporcionando soluciones tecnológicas que modernizan las transacciones financieras y mejoran las experiencias de los clientes.,,647611140,USD,SMART,STK,
TFC,FI,RET,financials,innovation_in_retail_banking,US89832Q1094,TRUIST FINANCIAL CORP,24,Se enfoca en modernizar las interacciones con los clientes y la prestación de servicios dentro del sector de la banca minorista a través de avances tecnológicos y nuevas ofertas de productos.,,393460310,USD,SMART,STK,
SCHW,FI,RET,financials,innovation_in_retail_banking,US8085131055,SCHWAB (CHARLES) CORP,25,Impulsa la Innovación en Banca Minorista a través del desarrollo de plataformas y servicios digitales diseñados para mejorar la experiencia del cliente y la accesibilidad en la gestión financiera.,,11905,USD,SMART,STK,
VLY,FI,RET,financials,innovation_in_retail_banking,US9197941076,VALLEY NATIONAL BANCORP,26,Se enfoca en mejorar sus servicios de banca minorista a través de la adopción de soluciones innovadoras para servir mejor a su base de clientes.,,13508,USD,SMART,STK,
BBD,FI,RET,financials,innovation_in_retail_banking,US0594603039,BANCO BRADESCO-ADR,27,Opera dentro del dominio de la Innovación en Banca Minorista.,,28213000,USD,SMART,STK,
BBDC4,FI,RET,financials,innovation_in_retail_banking,BRBBDCACNPR8,BANCO BRADESCO SA-PREF,28,Se dedica al desarrollo y la implementación de nuevas tecnologías y soluciones digitales para mejorar sus servicios de banca minorista.,,51283138,BRL,B3,STK,
WSBC,FI,RET,financials,innovation_in_retail_banking,US9508101014,WESBANCO INC,29,"Como institución financiera, sus operaciones de banca minorista se involucran intrínsecamente con el panorama cambiante de la Innovación en Banca Minorista.",,276139,USD,SMART,STK,
AXP,FI,RET,financials,innovation_in_retail_banking,US0258161092,AMERICAN EXPRESS CO,30,Se dedica al desarrollo y oferta de soluciones de pago y servicios financieros digitales que contribuyen a los avances en la banca minorista.,,4721,USD,SMART,STK,
WAFD,FI,RET,financials,innovation_in_retail_banking,US9388241096,WAFD INC,31,Opera en el dominio de la Innovación en Banca Minorista.,,276037,USD,SMART,STK,
KEY,FI,RET,financials,innovation_in_retail_banking,US4932671088,KEYCORP,32,Participa en la evolución continua de la banca minorista integrando prácticas y tecnologías innovadoras en sus ofertas de servicios.,,8809,USD,SMART,STK,
FITB,FI,RET,financials,innovation_in_retail_banking,US3167731005,FIFTH THIRD BANCORP,33,Participa en el desarrollo e implementación de innovaciones dentro del sector de la banca minorista.,,269318,USD,SMART,STK,
